sample_id,question,chain_q_orig,chain_q_extended,answer_ref,answer_pred,bleu4_sample,cosine_sim_sample,rouge1,rouge2,rougel,meteor,bleu1,bleu2,bleu3,bleu4,bleu_bp,chrf,cosine_sim,cosine_sim_med,bertscore
11,"i have filed a criminal case section 354d.506,509,446 in 2016. Now i want to withdraw it. Please advise the step. This lodged as STATE versus accused name in patiala house court.( New Delhi, Delhi )",CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210,CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210 -> Code of Criminal Procedure 1973 -> PROC_KIDNAPPING -> PROC_FIR_FILING -> PROC_SCST_COMPLAINT,"if any settlement has been arrived between you and the accused, then the FIR can be quashed,contact me for a detailed understanding","To withdraw a criminal case, you may need to approach the court where the case is filed. Since it is a state case, the public prosecutor's consent might be required. Consult with your lawyer for the specific procedure in your situation.",1.3366,43.2465,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
12,"What should be done when opposite party is absent since starting in 498 , and 128( Beed, Maharashtra )",JOGINDER_KUMAR_1994 -> CRPC_239 -> CRPC_167 -> CRPC_210,JOGINDER_KUMAR_1994 -> CRPC_239 -> CRPC_167 -> CRPC_210 -> fir -> PROC_REGULAR_BAIL -> arrest -> Code of Criminal Procedure 1973,"Dear Client,If the Opposite party does not appear at the hearing of criminal prosecution initiated under Sec.12 of PWDV Act even on receipt of summon of the Court, then the Court can issue a non-bailable warrant against the O P","If the opposite party is absent since the start, the court may proceed with the case based on available evidence. The Code of Criminal Procedure allows for certain actions in such situations, but specific steps depend on the court's discretion. It's advisable to consult with a legal professional for guidance.",2.1108,51.1339,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
13,"On Which Grounds Can ChargeSheet be Quashed in High Court.
In My Case Complainant  is Already Dead.( West Delhi, Delhi )",CRPC_173 -> CRPC_205 -> CRPC_210 -> CRPC_216,CRPC_173 -> CRPC_205 -> CRPC_210 -> CRPC_216 -> charge_sheet -> fir -> Code of Criminal Procedure 1973 -> Q_484,"Dear ClientIn India, a charge sheet can be quashed in the High Court under certain circumstancesIf the court does not have the appropriate jurisdiction to hear the case, it may be a valid reason for quashing the charge sheet. If it can be demonstrated that the charge sheet was filed with malicious intent or as a means of harassment, it could be a basis for seeking its quashing. : If the charge sheet violates the fundamental rights of the accused, such as the right to privacy or the right against self-incrimination, it could be a valid ground for seeking its quashing.","A charge sheet can be quashed by the High Court if there are legal grounds such as lack of evidence, procedural errors, or if the case is frivolous. The death of the complainant may impact the case, but it is not solely sufficient to quash the charge sheet. It is advisable to consult a legal expert for specific guidance.",7.7979,82.0164,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
14,"sir I am a victim of false 498a case, fir was registered in 8-9 sections but chargesheet in court presented with 2 sections, 498a and 406 and 6 bills of jewellery are in chargesheet. there is no other evidence in chargesheet and no recovery, only 6 bills of jewellery.
now my question is that can I present crpc 91 application in court and request the court to summon opposite party to bring their (income tax return, balance sheet) as they have alleged to spent 20 lacs cash in marriage.( Alwar, Rajasthan )",CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210,CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210 -> Code of Criminal Procedure 1973 -> PROC_KIDNAPPING -> PROC_SCST_COMPLAINT -> PROC_FIR_FILING,"Hi,Yes, you can make such an application.If the case is false, you can apply to the high Court to quash it under Section 482 CrPC.The person making such claims can be punished under Section 209 IPC.If you found this helpful, please rate us.","The fact-rule-chain provided does not directly mention CRPC 91 or its application. However, generally, CRPC 91 allows for the summoning of documents if they are necessary for the case. You may consider discussing this with your legal counsel to explore the possibility based on your specific situation.",2.4606,56.1573,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
15,"Sir/madam....i hav filed residence under dv, but nw my husb filed divorce...i wish to save my marriage n i hav 4yr old kid...Can i stay in a seperate residence tat belongs to my inlaws,evn if my husband gets divorce?( Chennai, Tamil Nadu )",CRPC_125 -> HMA_9,CRPC_125 -> HMA_9 -> PROC_MAINTENANCE -> Code of Criminal Procedure 1973 -> maintenance -> Hindu Marriage Act 1955,"he filed for divorce not got it.you have right of residence as per DV till divorce case settles.you getting maintenance as per DV ?in divorce, everything will be settled as the kid will definitely get maintenance.Hope this clarifies,Advocate Ankur Goel (Complete Law Shield)#YourLifeYourChoice","If your husband gets a divorce, your right to stay in a residence belonging to your in-laws may depend on specific legal provisions and circumstances. Under the Domestic Violence Act, you might have rights to residence, but this can be complex. It's advisable to consult a legal expert for guidance based on your situation.",2.0007,60.9341,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
16,"I was offered 2 acres of land in jejuri by Mr Steven Menezes , I payed full amount plus registration charges 
But when I went for 7/12 the land is in dispute what do I do( Mumbai suburban, Maharashtra )",IPC_415 -> IPC_417 -> IPC_419 -> IPC_420,IPC_415 -> IPC_417 -> IPC_419 -> IPC_420 -> PROC_CHEATING_FRAUD -> cheating -> Indian Penal Code 1860 -> IPC_191,"Dear Client,The 7/12 extract is an important document needed for various financial and legal transactions pertaining to the land and is maintained by the land revenue department of the State of Maharashtra and Gujarat. The 7/12 Document is prepared by the Talathi and signed by the Tahasildar. In the given scenario, serving a strong legal notice, you can file a criminal suit against the Seller for criminal breach of trust and cheating under Section 316 and Section 318 of the Bharatiya Nyaya Sanhita(BNS) seeking damages/compensation. Apart, you can also file a money recovery suit against the Seller. Hire an experienced Advocate to navigate the issue in the right way.",You may be dealing with a situation involving cheating or fraud under the Indian Penal Code. Consider reporting the matter to the local authorities or seeking legal advice to explore your options. It might involve sections like IPC_415 or IPC_420 related to cheating.,0.4893,48.6819,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
17,"My case is of Rs 156825, for which I had compromised with the party and appealed for queshing, but  denied high court for fir queshinh , now what should I do next?( Mumbai, Maharashtra )",CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210,CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210 -> fir -> charge_sheet -> PROC_KIDNAPPING -> PROC_SCST_COMPLAINT,"Dear Client,When the case involves a compromise with the side of the opponent and the High Court denied the application to quash, it becomes essential to know the rationale behind such a decision. It is recommended to seek assistance from an attorney to provide more specific guidance and ensure the proper functioning in the legal field. That is why, if the decision of the High Court is not appropriate for You, You may file an appeal to the next higher court i.e., the Supreme Court. If unable to pay for it, free legal services can be sought under Legal Services Authorities Act, 1987 which is meant for the needy. Make sure to provide all witnesses and documents that support your position to avoid falling for traps. Free Legal Aid Act is related to the act regulating free legal services in India providing justice to the needy people economically.I hope this answer is sufficient to answer your query.","You might consider exploring options under CRPC_200 or CRPC_210, which deal with complaint procedures and inquiries. Consulting with a legal professional for guidance on the next steps could be beneficial. They can help determine the best course of action based on your specific situation.",0.2323,30.8452,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
18,"What ipc sections can be attracted against the daughter in law if she is harassing her in laws, hurting them, causing them mental agony, torturing them under IPC( East Delhi, Delhi )",ART_14 -> SUBRAMANIAN_SWAMY_2016 -> IPC_120B -> PROC_CRIMINAL_INTIMIDATION,ART_14 -> SUBRAMANIAN_SWAMY_2016 -> IPC_120B -> PROC_CRIMINAL_INTIMIDATION -> CRPC_154 -> PROC_KIDNAPPING -> PROC_SCST_COMPLAINT -> PROC_FIR_FILING,"Dear client,If its a mental harassment you will immediately need to lodge a police compliant against her, send her a legal notice and then initiate legal proceedings against her.","If the daughter-in-law is harassing her in-laws, sections related to criminal intimidation under IPC 120B might be considered. Filing a complaint and FIR under CRPC 154 could be a step to address the issue. Specific sections would depend on the exact nature of the acts and evidence.",1.2015,56.9767,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
19,"I want to appear ""In Person"" in my 482 application pending before Allahabad High Court by removing my existing Junior Lawyer but want to retain my designated Senior Advocate. Can I do this? If yes, how? Is it necessary to remove both Junior and Senior Lawyer if I want to appear ""In Person"" in my case? Alternatively, can I appear along with both Junior and Senior Lawyer in my case? If yes, what should be done for this?( Allahabad, Uttar Pradesh )",PROC_SCST_COMPLAINT -> PROC_FIR_FILING -> ART_14 -> JOGINDER_KUMAR_1994,PROC_SCST_COMPLAINT -> PROC_FIR_FILING -> ART_14 -> JOGINDER_KUMAR_1994 -> CRPC_41 -> Code of Criminal Procedure 1973 -> CRPC_154 -> PROC_KIDNAPPING,"Dear Client,Section 32 of the Advocate's Act 1961 states that the court may allow any person to appear before it even if he is not an Advocate. Therefore, one gets the statutory right to defend one's own case on appeal before the Court. In fact, with the leave of the Court, a non-advocate is still permitted to appear and represent his own case even without a local advocate. Accordingly, you can apply to the Court where the case is pending on the next date of hearing with a prayer to allow you to represent your own case.","The fact-rule-chain does not directly address appearing ""In Person"" or retaining lawyers in court. Generally, you can choose to appear ""In Person"" and retain your Senior Advocate, but specific court procedures must be followed. It's best to consult the court's rules or seek guidance from your Senior Advocate for the correct process.",1.8026,66.6957,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
20,"My driving licence criminal case any issue dl remark( Ramanagara, Karnataka )",rash_driving -> IPC_279 -> criminal_intimidation -> IPC_503,rash_driving -> IPC_279 -> criminal_intimidation -> IPC_503 -> PROC_CRIMINAL_INTIMIDATION -> Indian Penal Code 1860 -> IPC_191 -> perjury,"Dear client,The license holder, upon expiry of the suspension period, must make an application to the licensing authority that issued or last renewed the license. After the application is submitted to the licensing authority, the driver must undergo and pass a fresh test of competence to drive.","If your case involves rash driving, it may relate to IPC 279. This could potentially affect your driving license status. For specific details, consult local authorities or legal advice in Ramanagara, Karnataka.",1.0697,30.6866,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
21,"My 85 years old grandmother is and living alone in the flat. We also stay sometimes wither. Also we have been fighting a court case against my the person who lured me to buy this and then have done a fraud of selling twice and showing the real owner of the house. Now it's been 3 years this person and family members keep harassing, threatening and use abuses language. Repeatedly I have lodged a complaint at the police station. Please do help in as he has threatened people who deliver vegetables to my house.( Mumbai, Maharashtra )",IPC_354D -> IPC_415 -> IPC_417 -> IPC_419,IPC_354D -> IPC_415 -> IPC_417 -> IPC_419 -> Indian Penal Code 1860 -> cheating -> PROC_CHEATING_FRAUD -> stalking,"Dear client,Here are a few routes that you may consider while dealing with neighbor harassment:1.     Gather evidence- You may take photos and videos of what your neighbor might be doing.2.     Call the police- You may call 100 and call the police on your neighbor. The police can arrive at their house and investigate the matter. In many cases, the police can also confiscate items that may cause harassment to you, if any.3.     Do not engage- As difficult as it is, do not engage with your neighbor. You do not want any sort of evidence that shows that you yelled at your neighbor or undertook violent measures. It is very difficult to stay calm in such situations and you may think of losing your calm in the moment but it is not going to work in your favor.4.     File a complaint against them- You can file a complaint against your neighbor. Even though it may not always mean that the police are going to investigate the matter at once, it is recorded proof of your complaint against them.5.     You may file for a restraining order- You can definitely file for a restraining order against your neighbor, especially in matters like trespass and stalking. It is a temporary order by the court that prohibits any person from undertaking a particular action. It also prohibits a person from approaching and contacting someone.6.     Try settling the matter amicably- It is always for the best if you can settle the matter amicably with your neighbor as a harassment suit can be expensive and time-consuming as well. This also protects you from having animosity with your neighbor and maintaining civil relations.","It seems like you are dealing with harassment and possibly fraud. You may consider reporting the harassment and threats to the police, as these actions could fall under criminal offenses. Consulting a legal professional for advice on the fraud and harassment issues might also be helpful.",0.0344,56.6345,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
22,"Hi we have worked with commqui technologies pvt ltd. the owner has not paid our dues for the month of february yet. he ignores our follow ups and answers whenever he wants . the owner said the client has denied paying commqui stating that we havnt worked for that month , however we did . everyday we are juggled by the owner yashesh sawalkar ( owner of commqui technologies and kalpatru site head Mr Imran . in all of this we have not recieved our salaries. please help us get our salaries. the company has sent us mail stating that we have been laid off and will be paid the dues of feb soon and now they claim that we never worked.( Mumbai, Maharashtra )",DP_3 -> ART_39A -> JOGINDER_KUMAR_1994 -> IPC_489A,DP_3 -> ART_39A -> JOGINDER_KUMAR_1994 -> IPC_489A -> Indian Penal Code 1860 -> Dowry Prohibition Act 1961 -> dowry_harassment -> counterfeiting,"Dear client,From the content of your query it appears that your employer is involved in unfair labour practice.Reach out to concerned office of Labour Commissioner with your appointment letter and all other relevant papers that prove your complaint or the office of concerned Chief Inspector, Shops and Establishments if your Company comes under the purview of them for redressal of your grievance ASAP.Wish you all the best.",The fact-rule-chain provided does not directly address employment disputes or unpaid salaries. You may need to seek legal advice or contact a labor authority in Mumbai for assistance with your situation. Consider documenting all communications and agreements related to your employment and dues.,1.3511,51.4234,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
23,"No defence counsel permitted in GCM. Prosecution represented by qualified counsel( Jaipur, Rajasthan )",CRPC_302 -> IPC_205 -> IPC_149 -> CRPC_195,CRPC_302 -> IPC_205 -> IPC_149 -> CRPC_195 -> Code of Criminal Procedure 1973 -> Indian Penal Code 1860 -> fir -> perjury,"Dear client,No person can force him to appear guilty or ask him to prove himself guilty against his will. The accused have the right to defence counsel in case of General court-martial when the accused may face bad conduct discharge.","The fact-rule-chain provided does not directly address the issue of defense counsel in a General Court Martial (GCM). It mainly references sections of the Indian Penal Code and Code of Criminal Procedure. For specific rules about GCM procedures, additional information outside this chain would be needed.",2.0943,46.6139,18.5489,2.8405,16.3811,15.0562,30.6933,5.4553,1.6994,0.9075,0.2419,15.2347,48.6965,48.9737,84.4916
