sample_id,question,chain_q_orig,chain_q_extended,answer_ref,answer_pred,bleu4_sample,cosine_sim_sample,rouge1,rouge2,rougel,meteor,bleu1,bleu2,bleu3,bleu4,bleu_bp,chrf,cosine_sim,cosine_sim_med,bertscore
14,"sir I am a victim of false 498a case, fir was registered in 8-9 sections but chargesheet in court presented with 2 sections, 498a and 406 and 6 bills of jewellery are in chargesheet. there is no other evidence in chargesheet and no recovery, only 6 bills of jewellery.
now my question is that can I present crpc 91 application in court and request the court to summon opposite party to bring their (income tax return, balance sheet) as they have alleged to spent 20 lacs cash in marriage.( Alwar, Rajasthan )",CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210,CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210 -> charge_sheet -> fir -> PROC_SCST_COMPLAINT -> PROC_CHEATING_FRAUD,You can proceed with the applications.,"You may consider filing a CRPC 91 application to request the court to summon documents like income tax returns and balance sheets from the opposite party. This can be done to challenge the claims made in the chargesheet. However, the court will decide whether to grant this request based on its relevance and necessity.",0.8851,20.8189,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
15,"Sir/madam....i hav filed residence under dv, but nw my husb filed divorce...i wish to save my marriage n i hav 4yr old kid...Can i stay in a seperate residence tat belongs to my inlaws,evn if my husband gets divorce?( Chennai, Tamil Nadu )",CRPC_125 -> HMA_9,CRPC_125 -> HMA_9 -> maintenance -> Code of Criminal Procedure 1973 -> PROC_MAINTENANCE -> Hindu Marriage Act 1955,"Dear Madam,After divorce such order may not survive but you may try for it.","You can file for maintenance under CRPC_125 and seek to save your marriage under HMA_9. If your husband gets a divorce, your right to stay in the in-laws' residence may depend on specific circumstances and legal proceedings. It's advisable to consult a local legal expert for guidance based on your situation.",0.9196,39.4462,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
16,"I was offered 2 acres of land in jejuri by Mr Steven Menezes , I payed full amount plus registration charges 
But when I went for 7/12 the land is in dispute what do I do( Mumbai suburban, Maharashtra )",IPC_415 -> IPC_417 -> IPC_419 -> IPC_420,IPC_415 -> IPC_417 -> IPC_419 -> IPC_420 -> PROC_CHEATING_FRAUD -> cheating -> Indian Penal Code 1860 -> IPC_120B,"Dear Client,The 7/12 extract is an important document needed for various financial and legal transactions pertaining to the land and is maintained by the land revenue department of the State of Maharashtra and Gujarat. The 7/12 Document is prepared by the Talathi and signed by the Tahasildar. In the given scenario, serving a strong legal notice, you can file a criminal suit against the Seller for criminal breach of trust and cheating under Section 316 and Section 318 of the Bharatiya Nyaya Sanhita(BNS) seeking damages/compensation. Apart, you can also file a money recovery suit against the Seller. Hire an experienced Advocate to navigate the issue in the right way.","You may be dealing with a situation that could involve cheating under the Indian Penal Code, such as IPC_415 or IPC_420. It might be helpful to consult with a legal professional to explore options like filing a complaint or seeking legal recourse. Consider checking if IPC_120B, related to criminal conspiracy, might also apply.",0.7418,48.5687,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
17,"My case is of Rs 156825, for which I had compromised with the party and appealed for queshing, but  denied high court for fir queshinh , now what should I do next?( Mumbai, Maharashtra )",CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210,CRPC_154 -> CRPC_156 -> CRPC_200 -> CRPC_210 -> fir -> PROC_DOWRY_HARASSMENT -> PROC_CHEATING_FRAUD -> PROC_KIDNAPPING,"Dear Client,When the case involves a compromise with the side of the opponent and the High Court denied the application to quash, it becomes essential to know the rationale behind such a decision. It is recommended to seek assistance from an attorney to provide more specific guidance and ensure the proper functioning in the legal field. That is why, if the decision of the High Court is not appropriate for You, You may file an appeal to the next higher court i.e., the Supreme Court. If unable to pay for it, free legal services can be sought under Legal Services Authorities Act, 1987 which is meant for the needy. Make sure to provide all witnesses and documents that support your position to avoid falling for traps. Free Legal Aid Act is related to the act regulating free legal services in India providing justice to the needy people economically.I hope this answer is sufficient to answer your query.","You may consider approaching the appropriate court for further legal options, such as filing a petition under CRPC_200 or CRPC_210. Consulting with a legal professional for guidance on the next steps based on your specific case details might be helpful.",0.2211,40.576,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
18,"What ipc sections can be attracted against the daughter in law if she is harassing her in laws, hurting them, causing them mental agony, torturing them under IPC( East Delhi, Delhi )",ART_14 -> SUBRAMANIAN_SWAMY_2016 -> IPC_120B -> PROC_CRIMINAL_INTIMIDATION,ART_14 -> SUBRAMANIAN_SWAMY_2016 -> IPC_120B -> PROC_CRIMINAL_INTIMIDATION -> CRPC_154 -> PROC_CHEATING_FRAUD -> PROC_KIDNAPPING -> PROC_FIR_FILING,"Dear client,If its a mental harassment you will immediately need to lodge a police compliant against her, send her a legal notice and then initiate legal proceedings against her.","Based on the fact-rule-chain, IPC Section 120B related to criminal conspiracy could be considered if there is a conspiracy involved. Additionally, if the actions involve criminal intimidation, relevant sections under PROC_CRIMINAL_INTIMIDATION might apply. Filing a First Information Report (FIR) under PROC_FIR_FILING could initiate the legal process.",0.983,28.2398,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
19,"I want to appear ""In Person"" in my 482 application pending before Allahabad High Court by removing my existing Junior Lawyer but want to retain my designated Senior Advocate. Can I do this? If yes, how? Is it necessary to remove both Junior and Senior Lawyer if I want to appear ""In Person"" in my case? Alternatively, can I appear along with both Junior and Senior Lawyer in my case? If yes, what should be done for this?( Allahabad, Uttar Pradesh )",PROC_SCST_COMPLAINT -> PROC_FIR_FILING -> ART_14 -> JOGINDER_KUMAR_1994,PROC_SCST_COMPLAINT -> PROC_FIR_FILING -> ART_14 -> JOGINDER_KUMAR_1994 -> CRPC_41 -> Code of Criminal Procedure 1973 -> CRPC_154 -> PROC_CHEATING_FRAUD,"Dear Client,Section 32 of the Advocate's Act 1961 states that the court may allow any person to appear before it even if he is not an Advocate. Therefore, one gets the statutory right to defend one's own case on appeal before the Court. In fact, with the leave of the Court, a non-advocate is still permitted to appear and represent his own case even without a local advocate. Accordingly, you can apply to the Court where the case is pending on the next date of hearing with a prayer to allow you to represent your own case.","You can appear ""In Person"" in your case while retaining your Senior Advocate. It is not necessary to remove both lawyers if you want to appear yourself. You may also appear along with both Junior and Senior Lawyer; you should inform the court about your decision to appear ""In Person"" and coordinate with your lawyers.",1.5919,64.5923,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
20,"My driving licence criminal case any issue dl remark( Ramanagara, Karnataka )",rash_driving -> IPC_279 -> criminal_intimidation -> IPC_503,rash_driving -> IPC_279 -> criminal_intimidation -> IPC_503 -> Indian Penal Code 1860 -> PROC_CRIMINAL_INTIMIDATION -> IPC_120B -> criminal_conspiracy,"Dear client,The license holder, upon expiry of the suspension period, must make an application to the licensing authority that issued or last renewed the license. After the application is submitted to the licensing authority, the driver must undergo and pass a fresh test of competence to drive.","If your case involves rash driving, it may relate to IPC 279. This could potentially affect your driving license status. It's best to check with local authorities in Ramanagara for specific details.",0.9733,24.3466,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
21,"My 85 years old grandmother is and living alone in the flat. We also stay sometimes wither. Also we have been fighting a court case against my the person who lured me to buy this and then have done a fraud of selling twice and showing the real owner of the house. Now it's been 3 years this person and family members keep harassing, threatening and use abuses language. Repeatedly I have lodged a complaint at the police station. Please do help in as he has threatened people who deliver vegetables to my house.( Mumbai, Maharashtra )",IPC_354D -> IPC_415 -> IPC_417 -> IPC_419,IPC_354D -> IPC_415 -> IPC_417 -> IPC_419 -> Indian Penal Code 1860 -> cheating -> PROC_CHEATING_FRAUD -> stalking,"Dear client,Here are a few routes that you may consider while dealing with neighbor harassment:1.     Gather evidence- You may take photos and videos of what your neighbor might be doing.2.     Call the police- You may call 100 and call the police on your neighbor. The police can arrive at their house and investigate the matter. In many cases, the police can also confiscate items that may cause harassment to you, if any.3.     Do not engage- As difficult as it is, do not engage with your neighbor. You do not want any sort of evidence that shows that you yelled at your neighbor or undertook violent measures. It is very difficult to stay calm in such situations and you may think of losing your calm in the moment but it is not going to work in your favor.4.     File a complaint against them- You can file a complaint against your neighbor. Even though it may not always mean that the police are going to investigate the matter at once, it is recorded proof of your complaint against them.5.     You may file for a restraining order- You can definitely file for a restraining order against your neighbor, especially in matters like trespass and stalking. It is a temporary order by the court that prohibits any person from undertaking a particular action. It also prohibits a person from approaching and contacting someone.6.     Try settling the matter amicably- It is always for the best if you can settle the matter amicably with your neighbor as a harassment suit can be expensive and time-consuming as well. This also protects you from having animosity with your neighbor and maintaining civil relations.","It seems you are dealing with issues related to fraud and harassment. The fact-rule-chain mentions cheating and stalking, which might be relevant to your situation. You should continue to report these incidents to the police and consider seeking legal advice for further action.",0.0186,47.9782,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
22,"Hi we have worked with commqui technologies pvt ltd. the owner has not paid our dues for the month of february yet. he ignores our follow ups and answers whenever he wants . the owner said the client has denied paying commqui stating that we havnt worked for that month , however we did . everyday we are juggled by the owner yashesh sawalkar ( owner of commqui technologies and kalpatru site head Mr Imran . in all of this we have not recieved our salaries. please help us get our salaries. the company has sent us mail stating that we have been laid off and will be paid the dues of feb soon and now they claim that we never worked.( Mumbai, Maharashtra )",DP_3 -> ART_39A -> JOGINDER_KUMAR_1994 -> IPC_489A,DP_3 -> ART_39A -> JOGINDER_KUMAR_1994 -> IPC_489A -> Indian Penal Code 1860 -> CRPC_41 -> Code of Criminal Procedure 1973 -> counterfeiting,"Dear client,From the content of your query it appears that your employer is involved in unfair labour practice.Reach out to concerned office of Labour Commissioner with your appointment letter and all other relevant papers that prove your complaint or the office of concerned Chief Inspector, Shops and Establishments if your Company comes under the purview of them for redressal of your grievance ASAP.Wish you all the best.",The fact-rule-chain provided does not directly address employment disputes or salary issues. It mainly relates to criminal procedures and counterfeiting. You may need to seek advice from a labor lawyer or contact local labor authorities for assistance with your salary dispute.,1.1983,47.3634,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
23,"No defence counsel permitted in GCM. Prosecution represented by qualified counsel( Jaipur, Rajasthan )",CRPC_302 -> IPC_205 -> IPC_149 -> CRPC_195,CRPC_302 -> IPC_205 -> IPC_149 -> CRPC_195 -> Code of Criminal Procedure 1973 -> perjury -> Indian Penal Code 1860 -> fir,"Dear client,No person can force him to appear guilty or ask him to prove himself guilty against his will. The accused have the right to defence counsel in case of General court-martial when the accused may face bad conduct discharge.","The fact-rule-chain does not directly address the issue of defense counsel in a General Court Martial (GCM). It mainly references sections of the Indian Penal Code and Code of Criminal Procedure. For specific rules about GCM proceedings, further details outside this chain would be needed.",2.1366,47.9526,18.8586,2.7611,16.4574,16.2359,28.0095,4.7494,1.3102,1.7171,0.5575,19.7191,49.1454,49.9085,84.9892
