question,answer
"My flat is G1 and adjacent flat is G2. My flat has been vacant from December 2024 to till date. every month i am getting around Rs-600-700 despite of zero consumption in my flat. recently i visited my flat along with electrician to check what is fault in my flat. Electrician found that there was no problem in the flat, issue is my energy meter has been tampered by adjacent (G2) flat. 
G2 owner has reverse both flat wiring connections. (he is the Electrician for our apartment). upon found i immediately reported issue to Local AE over the phone. and he sent the linemen to verify the same. line men came to out flat verified the issue and took the photographs. 
Upon linemen verification again I called to AE and asked what the further actions on that would be. He told me they would bookcase against G2 owner.  

Later working day, I called AE and enquired about the status of issue. He told me case was booked and notice would be sent to them. Then I requested acknowledgement of complaint he denied providing me.

After two days I visited AE office and submitted my return complaint in physical cop and took the acknowledgment. After todayâs again I visited AE office and requested case copy. Finally, they gave a copy to me.
Surprise point is here, that was I gave complaint on 19th April 2025 over the phone. But case was filed against G2 flat owner on 24-April-2025. And in the case file it was mentioned that accused power supply was terminated on 24-April-2025. Actual it was not disconnected till date. And they imposed fine of Rs-12000.
In the EB department their staff told me that G2 owner had sent register post to ADE stating that His meter was not working properly from last 6 months.
Considering these I understood that manipulations happened, and someone is trying to protect accused.

Then I sent a mail stating all the issues to CMD over past 7 days I havenât received any reply. Then I sent mail to Electrical Vigilance department. At last, I got response from Vigilance, they also visited apartment and investigated. After investigation one of the filed officers discussed with me over the phone and informed me. You must restore your connections with help of electrician and regarding financial loss I need to discuss with G2 Owner and settle it. They are not responsible for both the things. This was shocked to me. If they are not responsible on what basis case was filed and it was mentioned in the case file accused power supply was disconnected. 

How to deal with this and proceed further to get justice to my issue.( Hyderabad, Telangana )","Dear Client,Section 135 of the Electricity Act, 2003 deals with electricity theft. This section specifically addresses activities such as meter tampering, illegal connections, and other forms of unauthorized use of electricity. When electricity theft is detected, an FIR must be registered, and the authorized officers under the Electricity Act have a responsibility to file this FIR within 24 hours of disconnection post detection of theft, which is an essential prerequisite before initiating any action against the offender for electricity theft. All the authorized/licensed Electricity Supply Agencies have their customer grievance redressal cell following the provision of sub-section 5 of Section 42 of the Electricity Act, 2003, which is handled by the designated Grievance Redressal Officer(GRO). You can escalate your grievance to the concerned GRO for a resolution to your grievance failing which you can approach the Electricity Ombudsman appointed by the State Electricity Regulatory Commission following the provisions of Sub-Section 6 of Section 42 of the Act who shall settle the grievance of an aggrieved consumer within such time as may be specified by the State Commission. Further, Project VIGEYE (Vigilance Eye) is a citizen-centric initiative, wherein citizens join hands with the Central Vigilance Commission in fighting corruption. Users can lodge their grievances and complaints online."
"Ek pre cognizance notice issue hua from Judicial Magistrate court Kolkata ...i belong to Bareilly....this is a case where L&T issued home loan to us in Bareilly but now the notice has comeu/s 316 318 bns by L&T from Kolkata..... although in the notice there is no complaint attached but written( Bareilly, Uttar Pradesh )","Dear Sir,The alleged offences are for cheating and for criminal breach of trust. Legally, such sections does not attract. In your interest you may avoid appearance for pre-litigation session. Let the L&T file FIR in the Police Station then you may go to High Court and get it quashed."
"Our area laundry man purchased house a year ago from builder, Electricity metre could not be applied due NOC norms in Punjab. Metre was applied in Feb 2025 but PSPCL didn't installed metre. In April end during raid PSPCL issued challan for electricity theft and asked Rs 3.60 lkh as penalty charges. They are from economical weaker section and can't pay this amount. What to do?( Ludhiana, Punjab )","Dear Client,Section 135 of the Electricity Act, 2003 deals with electricity theft.  This section specifically addresses activities such as meter tampering, illegal connections, and other forms of unauthorized use of electricity. When electricity theft is detected, an FIR must be registered, and the authorized officers under the Electricity Act have a responsibility to file this FIR within 24 hours of disconnection post detection of theft, which is an essential prerequisite before initiating any action against the offender for electricity theft. All the authorized/licensed Electricity Supply Agencies have their customer grievance redressal cell following the provision of sub-section 5 of Section 42 of the Electricity Act, 2003, which is handled by the designated Grievance Redressal Officer(GRO). You can escalate your grievance to the concerned GRO for a resolution to your grievance failing which you can approach the Electricity Ombudsman appointed by the State Electricity Regulatory Commission following the provisions of Sub-Section 6 of Section 42 of the Act who shall settle the grievance of an aggrieved consumer within such time as may be specified by the State Commission. When the aggrieved party belongs to an economically weaker section, he or she can approach the Member Secretary of the State Services Authority or the District Legal Services Authority for free legal aid available under the Legal Services Authority Act, 1987, to contest the case before the Court."
"Sir, I live with my family in Prayagraj and frequently visit the nearby market-place with my mother, there is this guy 31-38 age group who weirdly stares me most of the time and yesterday even followed me to my home, he hasn't done anything wrong to me but I have my doubts ,but just on the basis of doubt how can I file a complaint in the police st. ,please guide me what to do???( Allahabad, Uttar Pradesh )","Dear Client,In India, the offence of stalking is governed under Section 354D of the IPC(now Section 78 of BNS), where stalking is defined as the act of following, contacting, or attempting to contact a person persistently despite their clear indication of disinterest or through any other means of communication, causing fear or distress in the victim. Section 354D(2) of the IPC deals with stalking punishment in India, which is imprisonment for a term that may extend to three years and with a fine for a first conviction. For a second or subsequent conviction, the offender is punished with imprisonment for a term that may extend to five years and with a fine. Dealing with stalking requires a proactive and multi-faceted approach that prioritizes personal safety, seeks legal protection, and involves appropriate authorities. You may contact the Police and file a complaint, providing them with all relevant details and evidence of the stalking incidents. You may apply for a restraining order from the Court that prohibits the stalker from contacting or approaching you. Apart from this, you can complain to the Chairperson, National Commission for Women, and State Commission for Women, who are empowered to investigate complaints related to issues faced by women in distress by sending an email to[emailÂ protected]or filing an online complaint on the official website. If the situation warrants, you may consult with an Advocate for tailored advice and steps to resolve the issue in the right way."
"Son & his girlfriend abuse hit mother n now stays in live in...what case can file..what to do ... mother age 50 ..can she ask maintenance( Mumbai, Maharashtra )","Dear Client,If a 50-year-old mother is being abused, harassed, or physically assaulted by her son and his live-in girlfriend, she has full legal rights to take action. She can file a police complaint under sections like 323 (hurt), 504 (insult), and 506 (criminal intimidation) of the Indian Penal Code, as well as under the Protection of Women from Domestic Violence Act, 2005. She can also seek protection and restraining orders if needed. Additionally, under the Maintenance and Welfare of Parents and Senior Citizens Act, 2007, she can file for monthly maintenance from her son through the Maintenance Tribunal (usually the SDMâs office), and even seek eviction of the son and his girlfriend if they are living in her house or property. If she is financially dependent, she may also apply for maintenance under Section 125 CrPC. These legal options empower her to secure her safety, dignity, and financial rights against domestic abuse and neglect by her own children."
"Doubts on mandamus writ petition( no action in my police &amp; private complaint ) - Please clarify my doubts on mandamus writ petition( no action on police/private complaint) 1) Can I mention police( govt officials) as the only respondents in mandamus writ petition or else can I write the actual main accused names also as respondents in writ petition? 2) Can I write everything that is described in my police complaint/private complaint as it is in my mandamus writ petition? 3) What is the fee of an advocate for mandamus writ petition? 4 ) Is there anyone who can help me in drafting a mandamus writ petition?( Rajahmundry, Andhra Pradesh )","Dear Client,A writ of mandamus is typically issued by the High Court under Article 226 of the Constitution of India when a public authority has failed or refused to perform a mandatory duty despite being requested to do so. A writ of mandamus compels a public authority to perform its legal duty, and the police are considered a public authority. You can mention police officials or government officials as the sole respondents in a mandamus writ petition if they are responsible for the alleged failure to perform a public duty. The writ of mandamus is primarily used against public authorities to compel them to perform their statutory duties. The names of the main accused can be included as respondents in a writ of mandamus petition, but only if they are also a public authority or have a public duty that is being violated. When a writ petition is heard on the merits, the court considers the substance of the claim, the evidence presented, and the legal arguments to decide whether the petitioner is entitled to the relief sought. The contents of the writ petition shall include: a clear statement of the facts, supporting documents, the specific relief sought, and a duly sworn affidavit verifying the facts. So, you can mention the inaction of the police on your complaint or private complaint in the writ petition. The advocate's fee for filing a writ of mandamus in the High Court can vary based on several factors, including the advocate's experience, the complexity of the case, costs associated with court fees and other expenses, and the specific High Court involved. Hence, it is recommended to consult with an experienced Advocate for tailored advice and a well-drafted writ of mandamus to access justice in the matter."
"Dear Sir, 
 I have filled some cheque cases in Tirupur Fast track court . And for that case alredy paid to Advocate fees.. But Advocate is not following properly,,. So some of cases were dismissed. 
So I asked advocate to return my Vakalath with NOC 
BUT Advocate is asking More money for NOC 

SO HOW I can change advocate with out NOC 

PLEASE ADVISE( Tiruppur, Tamil Nadu )","Dear Sir,Order 3 of Civil Procedure Code gives aggrieved persons the right to choose oneâs pleader. Therefore changing of pleader with the leave of the Court is possible. The new pleader should submit a duly signed Vakalathnama to the court. Hence it is possible to change oneâs pleader. In a few cases problem arises with the case history. If the pleader fails to give it to the client, the client can apply for the order sheet by an application to the Court.In normal Courts, NOC (No objections certificate) to be taken from the previous Advocate. The previous advocate may sign on the left margin of Vakalathnama (Power) saying he has no objection to engage any other Advocate.In case, previous Advocate not ready to give NOC then the aggrieved party/client can issue a notice by himself to his previous Advocate saying that he is not comfortable with his service as such his legal services are terminated with immediate effect. Such notice to be sent to the previous Advocate by registered post acknowledgment due (RPAD). Then copy of such notice and postal receipt may be produced before the Court by the new Advocate along with new Vakalathnama which will be accepted by the Court by terminating the services of previous Advocate.*****"
"can ACB file a case against a state government official, after his suspension from service of 2 months?( Hyderabad, Telangana )","Dear Sir,It depends upon the history of offences alleged to have been committed. The duration of service is not a criteria. Better get FIR copy and go to any Advocate practicing the service matters and then go to High Court for staying and quashing."
"My girlfriend is  cheating me. We have been in relationship for the last 8 years. Because of our relationship i have suffered so much things including my health and hearing. I have affected nephrotic syndrome and meningitis..all these situation were occur when we were at Chennai.. She gave  a promice to me and my family that she only marry me....for wedding proposal from my side... My aunty called her and talked then she said she never leave me... And also she get received some gifts.. And other kind of helps from me..... In the terms of money and others... But last she said she can't marry me because her brother don't allow her to marry me...... I lost my health.... Career..... Dreams.... Even i consulted a phycologists for her problem and i have taken some depression medicines....can i file a case against her...?( Alappuzha, Kerala )","Dear Sir,The Indian laws always favour married or unmarried girls. You will be at laughing stock if you file any case against her. Further it may back fire and she may file counter case against you. Better to forget her and start new life."
"Yesterday I had 1 beer (650ml) and was driving back to my house in Bangalore. I was caught by the RTO and was asked to take a breath analyser test. The first reading was 0.2 and the second reading was 0.4. At this time, the RTO issued me a challan for 10000. After asking for DUI reading slip, the officer refused. As per Bangalore City traffic police, they will not be prosecuting DUI cases where the reading is 0.4 or below. I went to the police station again today morning to get the DUI reading slips and the police refused again. Now my questions are as follows: 
1. Can I contest this challan? 
2. If yes, what is the process for contesting ? Is it complex and will it require representation by a lawyer? 
3. If I can contest this, what are my chances of winning?
4. If I can contest this and will require legal representation, how much will the legal cost come to? An approximate idea would be good. 
5. If I contest this, how much time will it take for my vehicle to be released back to me
6. Can I sue Bangalore police for wrongful seizing, harassment and torture?( Bangalore, Karnataka )","Dear Client,Section 185 of The Motor Vehicles Act, 1988 makes driving under the influence of drugs or alcohol a criminal and non-bailable offence in India. The Government has made stricter rules under Section 185 of the Motor Vehicle Act. Punishments under Section 185 of the MV Act include a fine of up to â¹10,000 or imprisonment of up to 6 months or both, including suspension of the driving license. If the offence is repeated within a year, the fine can go up to Rs. 15,000 along with imprisonment of up to two years. The permissible alcohol limit while driving in Bangalore is 30 mg or 0.03% of alcohol per 100 ml of blood. If a driver is caught driving with alcohol in their blood exceeding the legal limit (30 mg/100ml), they can be punished with imprisonment (up to 6 months for the first offense, up to 2 years for subsequent offenses) or a fine (up to Rs. 10,000 for the first offense, up to Rs. 15,000 for subsequent offenses), or both. A preliminary or passive test is carried out by holding the instrument (breath analyzer) close to the mouth and asking the name of the person or to blow, which indicates consumption of alcohol (passive test). If the result is negative, no further check is required. If the result is positive, a breath sample is taken using the disposable straw and the printout out taken using a connected printer. Subsequently, the Patent ductus arteriosus (PDA) generated police notice is given to the motorists. No one can be prosecuted without a computerized printout indicating reading and a PDA printout mentioning the reading. No police officer is allowed to collect spot fines for this offence. The offender will be given a notice and directed to appear before the jurisdictional court, and he has to pay a fine there. In the stated scenario, you can file a complaint with the Chairperson, State Human Rights Commission, or the State Police Complaint Authority, which are independent bodies empowered to investigate complaints against police officials. You can also challenge the action of the traffic police in the court of a Magistrate. Considering the complexity of the traffic rules violation cases, it is always recommended to consult or hire an experienced Advocate to navigate the issue in the right way."
"Sir mere papa ko false case 376 me ek lady fasa ke rkhi do jagah usne kiya h ek raipur m or ek jagdalpur m ab chalan bhi nikal chuka ek saal se ab voh a ni rhi h court dono jagah ni a rhi h hum ky kre mere papa ki naukari ko 1.5years approx bcheeee h( Raipur, Chhattisgarh )","Dear Client,To address or resolve a false complaint or false criminal proceeding filed against you, you can seek its quashing through a petition before the High Court under Section 482 of the Code of Criminal Procedure, 1973(now Section 528 of BNSS).. The Sec. 482 Cr. PC empowers the High Court to dismiss false complaints/criminal proceedings initiated pursuant to that complaint before the trial Court against a person. It is essential to prove to the court that the complaint or criminal suit was lodged with malicious intent to cause harm or inconvenience and is devoid of truth. The burden of proof rests on the petitioner. An application for the quashing of an FIR or criminal proceedings can also be filed before the High Court under Article 226 of the Constitution of India through a Criminal Miscellaneous Writ Petition invoking the extraordinary jurisdiction of the Court to quash an FIR or criminal proceedings. Consult or hire an experienced criminal Lawyer for tailored advice and steps."
"Do i have any right to know who has lodged any fir against me because of which police takes any action such as calling me to police station and ask questions for doing any actions done by me?( Howrah, West Bengal )","Dear Client,Yes, you have the legal right to know if an FIR (First Information Report) has been lodged against you and who has filed it. When the police take any action such as calling you for questioning, they are obligated to inform you about the reason for their action, including the details of the FIR and the identity of the complainant. Under Section 41A of the Criminal Procedure Code (CrPC), if the offense is not very serious, the police must issue a written notice before requiring your appearance. You also have the right to request a copy of the FIR from the police station or access it online if available. If the police refuse to share the details, you can approach the Magistrate or file an RTI application. The Supreme Court has affirmed that an accused person must be informed about the charges and the nature of the investigation to protect their rights against illegal detention or harassment."
"Sir my inawals sent me falce Alligation notice in criminal & civils what impect on me( Mumbai City, Maharashtra )","Dear Client,Your query suffers from a lack of information to reply to it properly. However, be informed that to address a false allegation or false criminal proceedings if filed against you, you can seek its quashing through a petition before the High Court under Section 482 of the Code of Criminal Procedure, 1973(now Sec.. 528 of BNSS). The Sec. 482 Cr. PC empowers the High Court to dismiss false complaints/criminal proceedings initiated pursuant to that complaint before the trial Court against a person. It is essential to prove to the court that the complaint or criminal suit was lodged with malicious intent to cause harm or inconvenience and is devoid of truth. The burden of proof rests on the petitioner. An application for the quashing of an FIR or criminal proceedings can also be filed before the High Court under Article 226 of the Constitution of India through a Criminal Miscellaneous Writ Petition invoking the extraordinary jurisdiction of the Court to quash an FIR or criminal proceedings. If required, consult with an Advocate to navigate the issue in the right way."
"Hi, One of my relative filed a criminal case related with properties against me in 2022. I appeared in the court several times but after 2023 September I was not able to appear any more due to my life threatening medical condition and there after no one from my law side told me to appear in the court. Suddenly the advocate asking me to meet him as there was no response from my side since long time. I tried to find out the case status on the eservice court portal with all possible ways and option given but no records found. Please suggest if I am being harassed ?( Hooghly, West Bengal )","Dear Client,In the given scenario, you should consult with an Advocate and, if required, hire him to obtain certified copies of the Court's orders of the criminal case you attended last and provide him necessary details of the case required for the purpose. Once the certified copies of the Court's order are obtained from the relevant Court, you can assess the updated status of the case and respond to the calls of the concerned Advocate accordingly. Pay the unpaid bills of the Advocate, if any, to keep yourself out of all obligations, and even if the Advocate harasses you for any reason in an unethical way, which is considered professional misconduct, you can file a complaint against him under Section 35(1) of the Advocates Act, 1961 before the disciplinary committee of the State Bar Council."
"Ager bike ka bima na ho samne wale ka Per toot jae to Kya Karna Hai( Indore, Madhya Pradesh )","Dear Client,Agar bike ka insurance nahi hai aur accident mein saamne wale ka pair toot jaata hai, Aise cases mein FIR hona aam baat hai, aur agar saamne wale ne complaint ki hai to aapke khilaf IPC sections jaise 279 (rash driving) aur 338 (grievous hurt) lag sakte hain, jisme jail ya fine dono ho sakta hai. Bina insurance ke aapko uske ilaaj, compensation aur anya kharchon ka paisa khud bharna padega. Aap mutual settlement bhi kar sakte hain, lekin wo likhit mein hona chahiye. Iske alawa, future mein aise problems se bachne ke liye turant apni bike ka insurance banwayen, aur sab documents jaise driving license aur RC valid rakhen."
"I was born after my mother was raped or you can say i am a rape kid. I have been raised being tortured by my teachers in school and private tutor. And i joined that tuition batch as my relatives forced me to get admitted on that batch and also they conspired with my school teachers so that they would torture me in school so that i will always stay paranoid and mentally weak. They didnt wanted me to be successful in my life. Now it is very hard to prove in court as i dont have any evidence and my parents were associted with my relatives too. Now i dont want to see the faces who did this to me. Can you tell me what legal step i can take if they still come to me to disturb or with another plan to torture me?( Malda, West Bengal )","Dear Madam,Wait till your time age of majority and stand on your legs financially. There after you can plan your own strategy. Normally nobody will support you in the background narrated by you but your mother should have  supported you."
"I am in relationship since last 4 years and I got into this relationship because my boyfriend promised to marry me but now after four years he is refusing marriage and I found out he was cheating on me with multiple women. To few he even was pursuing for marriage just like me and having physical relations with all of us. How do I file a case of him? He thinks nobody can do anything to him.( Mumbai, Maharashtra )","Dear Client,Firstly you can file  an FIR for Cheating and Exploitation visit your nearest police station preferably the one in the area where he lives or where you last met. Provide all your evidence and give a detailed statement.If police donât file an FIR submit a written complaint to the Superintendent of Police  or Commissioner. File a complaint directly to the Magistrate under Section 156(3) CrPC to order police to investigate.Consult an Advocate for proper legal procedure."
"I recently relocated my household from Gurgaon to Bangalore. After my goods were picked up, the movers suddenly started demanding an additional â¹30,000. Since I was also traveling to Bangalore with my family at the time, I had no choice but to pay the extra amount.

However, when our belongings arrived, most of them were damaged. I later found out that after collecting the goods, the movers had changed the vehicle and shifted everything into a shared transport, which likely caused the damage.

When I tried to contact them, they stopped responding. I checked their billing address and filed a complaint with the local police in Chandigarh. The police took prompt action, and soon after, the movers began contacting me for a settlement.

After two weeks and numerous calls from both the police and the fraudulent movers, we settled on a refund of â¹30,000. They transferred â¹20,000 initially and promised to send the remaining â¹10,000, but have since stopped responding again.

I reached out to the police once more, but now theyâre advising me to either go to court or visit the Chandigarh police station in person.

At this point, Iâm not sure what to do next( Bangalore, Karnataka )","Dear Client,As they have  not delivered what they promised its tends to deficiency in service so for that you can firstly Send a Legal Notice consult an advocate and send  a legal notice asking immediate refund of the remaining Rs. 10,000/- with an compensation for damages you can also ask for the legal charges you will incurred.Secondly if they does not give suitable reply within the stipulated time then you can file a case in consumer forum on the ground of unfair trade practices, deficiency in service and damage of property.Youâll need a lawyer to pursue this. But since youâve already filed a police complaint and got part of the refund, this strengthens your case."
"I had thrown cold drink contained in my glass in a family occation to a woman. As laws of crime against women is strict then in what offence i could be punished?( Howrah, West Bengal )","Dear Client,The aggrieved woman can file multiple cases against you by filing an FIR against you under Sections 74, 79, 292, 296 of Bharatiya Naya Sanhita(BNS), 2023 at the local police station or filing a criminal suit before the concerned Court of Judicial Magistrate. Section 74 of the BNS addresses assault or the use of criminal force against a woman with the intent to outrage her modesty. Section 79 of the BNS, which replaces Section 354A of the IPC, addresses the crime of ""insulting the modesty of a woman"".  Section 292 of the BNS deals with the punishment for public nuisance, and Section 296 of the Bharatiya Nyaya Sanhita (BNS) addresses obscene acts and songs, specifically in public places."
