question,answer,chain_q,chain_a
"Father apne kisi ek son ko opproperty de sakta hai( Jhansi, Uttar Pradesh )","Dear client,Yes father can give to one of his son , from only those property which he has purchased himself by his own earnings. Not from ancestral property.Thanks","[""PC::Section 4-B of the Uttar Pradesh Sales Tax Act"", ""PC::Uttar Pradesh Children Act, 1951"", ""PC::Section 2(4) of the Uttar Pradesh Children Act, 1951"", ""PC::Section 2(5) of the Uttar Pradesh Municipalities Act, 1916""]","[""PC::Property Inherited by Son from Father"", ""PC::Court Held Custom Excluded Sister from Ancestral Property"", ""PC::Claim of Ancestral Property"", ""PC::Ancestral Property Dispute""]"
"Hi..
I am on my maternity period. My due date is on may 31st 2018.  Have applied for the divorce last year in the month of December (mutual consent), now I am waiting for my final divorce papers. I don't want to include my husband's name in my child's birth certificate. In the divorce papers it has been mentioned that full custody of the child will be taken by me. Please let me know the procedure to apply for my child's birth certificate without including the father's name.",You have to move high court by way of a petition. Otherwise the name of the father can not be omitted in normal course,"[""HKG::HMA_26"", ""HKG::HAMA_20"", ""HKG::HMGA_6"", ""HKG::HMA_13""]","[""PC::Respondent Seeking to Move Abroad"", ""PC::Right to Move Court for Enforcement Suspended"", ""PC::Presidential Order Suspended Rights to Move Court"", ""PC::Right to Move Supreme Court for Enforcement of Rights Affirmed""]"
"Can a family member file a case against a mother for misleading  and misusing the girl child ?( Ernakulam, Kerala )","Dear Client,To protect the best interest of a child, any member of a family can file a complaint against the parents or mother of the child to to the Chairperson, the National Human Rights Commission, New Delhi and the State Human Rights Commission along with the Chairperson, National Commission for Women and State Commission for Women who are empowered to investigate complaints related to domestic violence or atrocities faced by a girl child by sending an email to[emailÂ protected]or filing an online complaint on their official website. He or she may approach the Juvenile Justice Board of the concerned district under the Juvenile Justice (Care and Protection of Children) Act, 2015, explaining the ordeal and threat/ apprehension a child has been facing from his or her parents, seeking appropriate relief in the matter. The Juvenile Justice Board consisting of a Metropolitan Magistrate or a Judicial Magistrate of First Class not being Chief Metropolitan Magistrate or Chief Judicial Magistrate are empowered under the Code of Criminal Procedure, 1973 to discharge its functions relating to any complaint of children in conflict with law under the Juvenile Justice (Care and Protection of Children) Act, 2015. Apart from this, he or she can also seek the help of a social service organization or NGO like the Bachpan Bachao Andolan by contacting their Complaint Cell(24 X 7) helpline number 1800 102 7222, Govt. Helpline No. 1098, or writing to the Chairperson, BBA through email to:[emailÂ protected].","[""HKG::DVA_12"", ""HKG::DVA_17"", ""HKG::DVA_18"", ""HKG::DVA_23""]","[""PC::Section 94 of the Juvenile Justice (Care and Protection of Children) Act, 2015"", ""HKG::Juvenile Justice (Care and Protection of Children) Act, 2015"", ""PC::Section 2(k) of the Juvenile Justice Care and Protection of Children Act, 2000"", ""PC::Section 2(k) of the Juvenile Justice (Care and Protection of Children) Act, 2000""]"
"Can I give my wife a power of attorney to take care of our child's day-to-day wellbeing?( Mumbai, Maharashtra )","Dear Client,A power of attorney (POA) is a legal document through which the principal (Executor) appoints another person (agent or constituted attorney) to act on their behalf. The agent may have broad or limited authority to make legal decisions regarding the principal's property, finances, or healthcare, as specified in the POA.While it is typically the responsibility of biological parents to care for their children and act in their best interests, certain circumstances may arise where a power of attorney becomes relevant for one of the spouses. For instance, individuals in the military or those leaving the country for specific periods may choose to create a POA in favor of their spouse. This allows the appointed spouse to act on their behalf in specific situations, especially concerning the well-being of the children.The decision to execute a power of attorney is personal and situation-dependent. Factors such as the nature of the absence, the specific responsibilities to be delegated, and the trust between the spouses should be considered. Ultimately, the principal must carefully assess whether a power of attorney aligns with their intentions and serves the purpose for which it is being executed in favor of their spouse.","[""PC::Respondent Holds Power of Attorney"", ""PC::Petitioner Acted as Power of Attorney"", ""PC::Power of Attorney Granted for Litigation"", ""PC::Appellant Denied Return of Power of Attorney""]","[""PC::Power of Attorney Executed in Favor of Daughter"", ""PC::Petitioner Acted as Power of Attorney"", ""PC::Respondent Holds Power of Attorney"", ""PC::Power of Attorney Granted for Litigation""]"
"After my father's death in 02/20202,both the brothers of mine have done the partition of land without including me.As i stay out of state, without my knowledge they have applied for the partition.I can see their name on online,by entering the plot number but the land is not yet registered.So what can be done so i can get the land in the partition( Purulia, West Bengal )","Hi,You can file a partition suit as you are a valid legal heir and entitled to a share of the property.The Court can then divide the property among all the legal heirs equitably.If you found this helpful, please rate us.","[""PC::Section 4 of the Partition Act"", ""PC::Application Under Section 4 of the Partition Act"", ""PC::Section 2 of the Partition Act, 1893"", ""PC::Section 4 of the Partition Act, 1893""]","[""PC::Plaintiffs Filed Suit as Legal Heirs"", ""PC::Appellants Entitled to Share of Properties"", ""PC::Appellants are Legal Heirs"", ""PC::Purchaser of Joint Family Property May File Partition Suit""]"
"My brother-in-law has died due to covid. He had a small shop for jewelery.  But after the death, his brother has started running the shop, my sister has to take her husband's right from his shop, then what will he have to do for her.  The shop's license was in the name of brother-in-law and the shop is rented.( Thane, Maharashtra )",It is decided by ownership documentation like shop & establishment licence issued by labour department.,"[""PC::Purchase Application Filed by Son-in-Law and Brother"", ""PC::Respondent Required Shop for Business"", ""PC::Definition of Family Excludes Son-in-law and Daughter-in-law"", ""PC::Murder of Sister-in-law""]","[""PC::Disputed Question of Fact to be Decided by Civil Court"", ""PC::Partition Decree Issued by High Court"", ""PC::Detention Order Issued by District Magistrate"", ""PC::Interim Orders Issued by Courts""]"
"My niece got married 5 years ago.At the time of marriage, her father gave 2 acres land to her.This land purchased from X person and directly registed to her.(without registered on her father's name). Last year my niece passed away. Her parents asking for return that 2 acres land back. But they are refusing to return back. Please let me know if her parents get that property( East Godavari, Andhra Pradesh )","Hi,If a female Hindu dies intestate then succession is according to Section 15 and the children and husband are legal heirs. You cannot get the property backIf you find this answer helpful please rate my answer. Thank you.","[""HKG::HSA_8"", ""HKG::HSA_10"", ""HKG::MWPSC_23"", ""HKG::ISA_37""]","[""PC::Appellants are Legal Heirs"", ""PC::Plaintiff and Defendants are Legal Heirs"", ""PC::Petitioners are legal heirs of statutory tenants"", ""PC::Section 15 of the Hindu Succession Act""]"
"There is a friend of mine, whose wife got expired due to complication in her 2nd delivery. He has 2 sons aging 10yrs. and 4yrs.(who is being taken care by his married sister since birth).
His dead wifeâs family somehow convinced him for getting married with his sister in law who is 10yrs. Younger to him which he did eventually, but they hid about her medical health of high diabetics and urinary tract infection from him about which he came only after marriage. Only duty she fulfilled after marriage was to prepare food for his family, except this she had not done anything else at home during her stay at his home. She did not even bothered to take care of his second child, who is still with his sister.
My friend and his wife are neither physically nor emotionally and mentally together in this marriage. 
My friend is mentally and emotionally involved with another lady of his age. His wife has proof of their whatsapp chat messages.
His wife went her home for attending marriage of his cousin along with his elder son, after attending she is not coming back now. Her family is neither talking directly with his family and with intervention of some relative is now telling that they would be filing case against him. They are claiming that they would drag his mother (joint family) and his married sister in the case. 

I want your guidance as he is very stressed and is not able to understand what exactly he should do.( South West Delhi, Delhi )","Hello,As per the information you have if your friend is not willing to continue with this marriage he can fie for divorce before they lodge any any complaint against your friend.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""PC::Complaint Against Respondent for Misconduct"", ""PC::Appellant Willing to Compensate"", ""PC::Respondent Willing to Reconcile"", ""PC::Appellant Willing to Pay Dues""]"
"The court has given date thrice and cancelled due to judge not well or strikes. Now if i do not go to the next hearings will i get automatic divorce( Delhi, Delhi )","Dear ClientNo, if you do not attend the next hearing, you will not automatically get a divorce. A divorce is a legal process that requires active participation from both parties, and a court cannot grant a divorce without hearing both sides of the case.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""HKG::HMA_13"", ""PC::Injuries Sustained by Both Sides"", ""PC::High Court Dismissed Appeals Without Hearing"", ""PC::Evidence Presented by Both Parties""]"
"My husband is earning in abroad.past 7 months he is not sending any money for our livings.I don't have a work? How to proceed with this ? Kindly help( Chennai, Tamil Nadu )","Dear Client,Your query requires more details to address it suitably. However, be informed that both under Section 25 of the Hindu Marriage Act, 1955 and Section 125 Cr. PC(Section 144 of BNSS), any person having sufficient means is liable to support his wife and children, provided she is unable to maintain herself and the children. According to Section 18(1) of the Hindu Adoption and Maintenance Act, 1956, the wife living separately from the husband is also entitled to get maintenance, if the husband is liable for desertion. This support is provided by way of a fixed amount determined by a judicial magistrate, known as âmaintenanceâ once an application is filed by the aggrieved spouse seeking maintenance from her husband. Certain guidelines had been set down by the Supreme Court in its judgment in the case of Rajnesh versus Neha, 2021(2) SCC 324. Said criteria include the partiesâ status, the applicantâs (in this case the wifeâs) needs, and the respondentâs income and property, the claimantâs liabilities and financial responsibilities. Maintenance under Section 125 of Cr. PC is not restricted to the husband's income alone. The courts have held that the husband's income, as well as his assets and properties, can be taken into consideration while determining the maintenance amount. The courts have also held that maintenance can be granted to the wife even if she is living separately from her husband due to his ill-treatment or other reasons. If alimony/maintenance gets paid monthly, the Supreme Court of India has established a benchmark value of 25% of the husband's net monthly earnings to get awarded to the wife. There is no such benchmark for a one-time settlement/compensation, but usually, the amount ranges between 1/3rd to 1/5th of the husband's net worth. A person is entitled to maintenance under Section 125 of the Code of Criminal Procedure,1973 from an NRI spouse as well. Many times, due to circumstances spouses leave their NRI partner by marrying someone abroad or getting a divorce without informing the Indian spouse. In such a situation application for maintenance can be filed in the appropriate Indian District/Family Court. And award by the Indian courts shall be binding on the NRI spouse. You need to file a petition for maintenance in the district Family Court where you with your child are living.  The court summons will be sent to your husband at his local Indian address, or abroad address and service of summons can also be allowed served through an email directing him to appear in the hearing of the case. The husband if avoids the case proceedings in India, an ex-parte order against him can be made for payment of maintenance, that order of the Indian court can be shared with his company abroad for getting it executed and he's made to pay maintenance as per the order of the court from abroad. If the husband fails to comply with the Court's order, a contempt proceeding can be initiated against your husband within a year from the date of the order through a petition filed under Section 11 of the Contempt of Court Act, 1971 before the High Court with the permission of the Attorney General or Advocate General (in the case of criminal contempt) or with the leave of the trial court (in the case of civil contempt). If required, hire the service of an experienced Advocate to navigate the issue in the right way.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""HKG::CCS_54"", ""PC::Section 125 of the Code of Criminal Procedure, 1973"", ""PC::Section 125 of the Code of Criminal Procedure"", ""HKG::PROC_CHILD_CUSTODY""]"
"Sir,Â 
We had married in arya samaj of other nearby district, and registered the marriage in NAGAR PARISHAD  there, a few years ago , kept it a secret as our parents were not ready for marriage.Â 
A few year later, recently our parents got ready for the same and we married with all rituals etc with family function.
Now we want to register our marriage but we dont want to reveal the previous arya samaj marriage as it would hurt our family
Please provide solution , keeping in mind that we both are govt. Employees, of these points -
1. What can be the consequences if we dont reveal our arya samaj marriage and make a fresh registration of our marriage in local muncipality ?keeping in mind we are govt bank employeesÂ 
2. What can be the best solution for us if we dont want to hurt our family by revealing abt the arya samaj marriage, and we also dont want to get in any legal problems, 
3. If we now submit the old marriage certificate in our banks, can bank take any action for hiding our marital status till now ? 
plz provide the best solution . Thanks",You can file for registration under Hindu Marriage Act. There is no problem as such.,"[""PC::Marriage Solemnized According to Arya Samaj Rites"", ""PC::V.P. Latex Can Be Vulcanised"", ""PC::Appellant Married with Child"", ""PC::Executive Instructions Can Be Altered""]","[""PC::Divorce Granted Under Hindu Marriage Act"", ""PC::Section 7-A of the Hindu Marriage Act"", ""PC::Hindu Marriage Act, 1955"", ""PC::Section 2 of Hindu Marriage Act, 1955""]"
"my wife with children left me from our home at midnight yesterday. She did not heed my requests not to go.... 
I am 56 years old and she 53 years. We have 3 daughter and 1 son.

2 daughters above 18 years....( Kanyakumari, Tamil Nadu )","Dear Client,try contacting them through phone and social media and If you are unable to reach her through phone or social media, Immediately lodge missing complaint at your jurisdictional police station by taking her one photo. Meanwhile search her at her friends place and relatives house if you think she can be traceable there.","[""PC::Court Found Age Above 18 Years"", ""PC::Trial Court Found Appellant to be 18 Years Old"", ""PC::District Sessions Judge Found Appellant Over 18 Years Old"", ""PC::Section 3(1) of the Tamil Nadu Act""]","[""HKG::PROC_DOMESTIC_VIOLENCE_COMPLAINT"", ""PC::Husband Drove Away Wife and Relatives"", ""PC::V.P. Latex Can Be Vulcanised"", ""PC::Daughter Transferred Property to Her Husband""]"
"My father die in april .   me(female) and my mother is the only legal hair. But mother want to do the house in her own name without giving me any share.  Shall she will do without my permission??( Wardha, Maharashtra )","Dear Client,As per Hindu succession act, 1956, If father dies without making will his property is distributed among class 1 heirs which include mother and son in equal amount. Same goes with your case you and your mother will equally inherit yours property.Thank You.","[""PC::Plaintiff Competent to Sue in Own Name"", ""PC::Prosecutrix Left Home of Her Own Free Will"", ""HKG::GITA_HARIHARAN_1999"", ""PC::Brother Built House in Same City""]","[""PC::Hindu Succession Act, 1956"", ""PC::Section 8 of the Hindu Succession Act, 1956"", ""PC::Section 4 of the Hindu Succession Act, 1956"", ""PC::Section 2 of the Hindu Succession Act 1956""]"
"i am sc girl marry with general cetagory boy ...what is the my cetagory when i apply the civil service application farm.( Faridabad, Haryana )",Your caste is decided by birth and hence cannot be changed after marriage. Even after marriage you shall hold the same caste as before marriage.Thanks,"[""PC::Section 11 of the Civil Procedure Code"", ""PC::Section 21 of the Civil Procedure Code"", ""PC::Section 22 of the Civil Procedure Code"", ""PC::Section 34 of the Civil Procedure Code""]","[""PC::Deed of Gift Executed After Marriage"", ""PC::Caste Membership Determined by Birth"", ""PC::Wife Resigned from Job After Marriage"", ""PC::Respondent Entitled to Share by Birth""]"
"Dear sir /madam 
Kindly excuse me if i make some wrong typing message. 

Dear sir /madam 
I am Amit Kumar Jally .i am 21 years old . I want to court marriage . Please help us .  Her age also 21 .( Bhubaneswar, Orissa )","Dear Client,To get married legally, you got to fulfill certain conditions.You can get married under the Special Marriage Act 1954.Kindly contact some lawyer through Vidhikarya and he will guide you through the entire procedure.Thanks.","[""PC::Lease Agreement Executed for 21 Years"", ""PC::Trial Court Found Appellant to be 18 Years Old"", ""PC::Trial Court Found Land as Sir"", ""PC::Prithvi Singh Claimed Age of 21 Years for Retail Outlet""]","[""PC::Section 37 of the Special Marriage Act, 1954"", ""PC::Section 25(iii) of the Special Marriage Act, 1954"", ""HKG::Special Marriage Act, 1954"", ""PC::Trust Failed to Fulfill Conditions for Affiliation""]"
"My father is 65 and I am 26. I am planning to separate from my father legally after my mother's death. But he is threatening to sue me with the maintenance law. I am ready to give in writing that I do not want any of his property. He already has a bank balance of more than a 1 crore rs and a house and some land to his name. I haven't caused him any debts or additional monetary obligations. Still he wants me to be his slave and look after his every need, failing which he will abuse me. Will I be forced to continue this relationship? Can he use the maintenance law to sue me? Please help.( Alappuzha, Kerala )","No, Senior Citizen Act and other laws support him only when he has no financial support.","[""HKG::HMA_24"", ""HKG::HMA_25"", ""HKG::CRPC_125"", ""HKG::CRPC_128""]","[""PC::Section 4 of the Karnataka Taxation and Certain Other Laws Amendment Act, 1979"", ""PC::No Material to Support Assessment"", ""PC::No Repugnancy Between Taxation Act and Municipalities Act"", ""PC::Grounds of Detention Lacked Material Support""]"
"Sir mein muslim hu aur hindu ladki se pyaar karta hu bahot pyaar karta hu usse court marriage karna chata hu meri age waise 23 hai lekin aadhar card mein 18 hai court marriage hogi ki nahi?( Bhubaneswar, Orissa )","Dear Client,Marriage between a Hindu girl and a Muslim boy is governed under Hindu law, Muslim Law, and the Special Marriage Act, 1954.  ""Special Marriages"" or ""Inter-religious marriages,"" are valid regardless of the couple's previous religious beliefs. The Special Marriage Act, which regulates these partnerships, makes it possible for inter-faith couples or individuals who seek marriage without the constraints of personal laws. The most ideal way would be for both partners to get their marriage registered under the Special Marriage Act, 1954.  It is an individual's right to decide who they want to marry and this has been upheld by the Supreme Court as well, regardless of their religion or caste. For such a marriage to take place, certain requirements/conditions must be met. Amongst other conditions, the male has to complete the age of 21 years and the female has to complete the age of 18 years; As required under the Act,  you did not reach the marriageable age of 21 years as per your Aadhar Card, so, you cannot marry now.","[""PC::Section 23 of the Hindu Marriage Act, 1955"", ""PC::Section 23(1)(a) of the Hindu Marriage Act, 1955"", ""PC::Plaintiff Karta of Hindu Joint Family"", ""PC::Hindu Undivided Family Represented by Karta""]","[""PC::Section 37 of the Special Marriage Act, 1954"", ""PC::Section 25(iii) of the Special Marriage Act, 1954"", ""HKG::Special Marriage Act, 1954"", ""PC::Prithvi Singh Claimed Age of 21 Years for Retail Outlet""]"
"Last month my father died...
For his 12th,13th day rituals I have invited his relatives...
Now one of the relative sent a court notice to me and my sister(she is still studying in a college).... My father never received any court notice till his death for any kind of property quarrel happening in his native.... But now somebody sent a court notice from my native place.....
How they sent notice to me and my sister instead of sending it to my mother ? After seeing wrong house address(but both names are correct) on notice my mother refused to receive it....
What can I do now ?( Dharwad, Karnataka )","Dear Mr Kartik B,Engage a local lawyer he will tell you what to do next.Since you have not mentioned about  the incident it is difficult to say.Shanti Ranjan BeheraAdvocate","[""PC::Legal Notice Sent for Partition"", ""PC::Legal Notice Sent Prior to Suit"", ""PC::Father Died Intestate"", ""PC::Appellant Failed to Provide Notice to Purchase Land""]","[""PC::Witnesses Testified to the Incident"", ""PC::Claim of Adoption Mentioned in Will"", ""PC::Appellant Living in Difficult Circumstances"", ""PC::Will Executed by Testator Mentioned Previous Settlements""]"
"Can my elder brother stays in Navi Mumbai enjoy my aged mother's full pension amount when she is staying with him and denying any benifit to we other two brothers.( West Delhi, Delhi )","Hi,Yes, your  mother has the power to dispose her pension in any way she pleases, as she is its lawful owner.If you found this helpful, please rate us.","[""PC::Wife Staying with Parents in Delhi"", ""PC::Murder Committed by Two Brothers"", ""PC::Partnership Constituted by Two Brothers"", ""PC::Elder Brother Promised Larger Share to Narasimha""]","[""PC::Income-tax Officer Failed to Dispose of Partition Claim"", ""PC::Claim of Right to Practice in Any Part of India"", ""PC::Article 6.3.1 of the Power Purchase Agreement"", ""PC::Deceased Mahant Not Competent to Dispose of Properties""]"
"As previously I asked on portal, My wife's younger sister is nominee everywhere in mother's FD & Insurance. Wife have legal heirship certificate made after fathers death in which wife is also nominee but her sister not responding to legal notice also and behaving arrogantly. We want launch the case against her and want request court to seal fix and moveable asset and her account in which nominee fund received so please suggest which case should be launch to achieve above immediate action because we are affraid that she will spend whole money somewhere.( Pune, Maharashtra )","Dear Sir,A civil case can be filed.Rate me Five Star*","[""PC::Appellant Claimed Legal Heirship"", ""PC::Plaintiff Claimed Legal Heirship"", ""PC::Dispute Over Legal Heirship"", ""HKG::CCS_54""]","[""PC::V.P. Latex Can Be Vulcanised"", ""PC::Executive Instructions Can Be Altered"", ""PC::Judges Can Be Prosecuted for Criminal Misconduct"", ""PC::Management of Schools Can Be Taken Over for Public Interest""]"
"I  Am   Hindu Boy and   I Love  My. Father's brothers Daughter.  We are first Cousin  We both  are in love  and we  Want to marry.  I know We can't  Do it in Hindu religion . I   read In  artical of  times of india   that   Hindu cousin can marry  After converting to  CHRISTIANITY

 (1) is that true ?   if yes than  Do MARRIGE. In CHRISTIAN RELIGION I. READ  ONLINE THAT YOU need to tack dispensation IN CHRISTIAN RELIGION TO MARRY YOUR COUSIN ?


(2)WHICH CONDITION SHOULD BE FULFILLED TO GET DISPENSION  IN CHRISTIAN  RELIGION  for cousin MARRIGE?

(3) Sir  can you tell me  can we do MARRIGE. After converting  To CHRISTIANITY  Or   Islam  ?

   
 WE   WANT TO MARRY WITH  EACH OTHER    We  ARE NOT TO RELIGIOUS SO WE  CAN STAY  IN  ANY  RELIGION SO  CAN   you Please HELP us  .  DO MARRIGE  IS LAST OPTION  FOR BOTH OF US  please REPLY( Ahmedabad, Gujarat )","Dear ClientNo need of conversion. Simply file an affidavit in the registrar seeking you both are atheist, hence you'll be governed under the secular law. And you can marry under the Special Marriage Act and still if they don't allow, then file a Writ Petition in the High Court against violation of Article 21 i.e Right to Life.ThanksRegards","[""PC::Accused Refused to Marry Prosecutrix"", ""PC::High Court Found Appellant Converted to Christianity"", ""HKG::DP_3"", ""PC::Claim of Right to Practice in Any Part of India""]","[""PC::Petitioners Claimed Violation of Article 21"", ""PC::Section 37 of the Special Marriage Act, 1954"", ""PC::Section 25(iii) of the Special Marriage Act, 1954"", ""HKG::Special Marriage Act, 1954""]"
"Hi, 
Im married for last 6 months and we stay in chennai, thoraipakkam. My wife was not interested in mrg and left to abroad without any prior infornation 2 weeks back. She left a letter stating that she is not interested in mrg life and ll not come back. Its is non consummated mrg. I don have any contacts with her and her parents are not responding to me. I have filed a women missing complaint and police conforned she has gone abroad.
Now I have to file a divorce case. My address proofs belong to my native place. I have only rental agreement of my thoraipakkam residence.
Am i eligible to file divorce case in chennai high court.?( Chennai, Tamil Nadu )","You have to share the details for filling the case before the jurisdiction, better to contact a Family Lawyer from the panel of Vidhikarya quickly.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""PC::Panel of Arbitrators Not Provided by Appellant"", ""PC::High Court Failed to Consider Merits of the Case"", ""PC::Plaintiffs Entitled to Share in Joint Family Property"", ""PC::High Court Found Plaintiff Entitled to Share""]"
"Iam married for the last 12 years. Now my wife is cheating on me, I have two children. Now my wife is living with her boyfriend since 1 month.i have do fIR in police station but she appeared at police station and said that she wants to live with my boyfriend. I want to live free life. Me and boyfriend is living under maitri karar(friend agreement) just like live in relationship. Now what can i do? And we haven't divorced yet. Now how can handle this situation. What is next procedure remain for me on this case?( Ahmedabad, Gujarat )","Hi client,I am a bit confused with the query as you wrote "" she wants to live with my boyfriend. I want to live free life. Me and boyfriend is living under maitri karar(friend agreement) just like live in relationship.""Assuming that your wife is living the same, you can file a contested divorce case against your wife in case if yo want a divorce and live separately with her.If you want her to stay  with you, you can file a restitution of conjugal rights before the learned court of your jurisdiction.Thanks and RegardsSimi Paul","[""HKG::IPC_498A"", ""HKG::BNS_217"", ""HKG::IPC_415"", ""HKG::IPC_420""]","[""PC::Wife Entitled to Live Separately"", ""PC::Wife Entitled to Live Separately Due to Second Marriage"", ""PC::Wife Filed for Restitution of Conjugal Rights"", ""HKG::restitution_of_conjugal_rights""]"
"I am from maharashtra. And i want to know whether one can apply for caste validity certificate on mothers name as no father and grand father related documents are there. could you please suggest mother has the caste validity with all the doc that too in same obc category. Nothing is there related to father and grands. mother docs are on old surname. but child surname is his fathers surname.( Nagpur, Maharashtra )","Hi,Yes, you can do this. Approach the Tahsildar's office with a declaration of the same and provide the necessary documents.If you found this helpful, please rate us.","[""PC::Sale Deeds Executed by Father and Mother"", ""PC::Court Found Joint Tenancy Between Father and Son"", ""PC::Father and Son Own Lands in Joint Family"", ""PC::Appellants Related to Deceased""]","[""PC::Claim for Declaration of Title"", ""PC::Plaintiff Sought Declaration of Title"", ""PC::Suit Filed for Declaration of Title"", ""HKG::PROC_DOMESTIC_VIOLENCE_COMPLAINT""]"
"is there any way or law to file complaint against a person who use abusive comment , throw garbages , use unethical act of puja , spreading rumors .( Kolkata, West Bengal )","yes,  you can send notice to that person to stop the acts as warning.also can file complaint of nuisance.Hope this clarifies,Advocate Ankur Goel(Complete Law Shield)  #YourLifeYourChoiceNote - This is just a small advice. Proper advice can happen only after going through details.","[""PC::Secretary of Market Committee Lacked Authority to File Complaint"", ""PC::Obstruction in Performance of Puja"", ""PC::Complaint Against Respondent for Misconduct"", ""PC::Section 4 of the West Bengal Criminal Law Amendment Act""]","[""PC::Secretary of Market Committee Lacked Authority to File Complaint"", ""HKG::IPC_268"", ""PC::Bus Operators Required to Stop at Designated Area for Passenger Access"", ""PC::V.P. Latex Can Be Vulcanised""]"
"my husband has changed his name, and is in the process of changing his name in all legal documents. Is it legally necessary for my child to change her surname? As she uses his name in her documents. If she does not change will it cause a problem in becoming a legal heir later?",Yes definitely.,"[""PC::Defendant Held Permits in His Name"", ""PC::Wife as Legal Heir of Deceased Husband"", ""PC::Appellant Represented as Legal Heir"", ""PC::Plaintiff Claimed to be Legal Heir""]","[""PC::Eligibility Criteria for Admission Challenged"", ""HKG::child_marriage"", ""HKG::adoption"", ""HKG::PROC_LEGAL_AID_ACCESS""]"
"what to do if my parents are demanding dowry from my wife, verbal abuse, and saying that they do evict from their property without any appropriate reason..Pls help me out from this problem. My age is 30 and a 2 year old son.( Kangra, Himachal Pradesh )","Dear client,demanding dowry is an offence so you should complain to police officers about this.Thank you","[""HKG::DP_3""]","[""PC::State Claims Land is an Estate"", ""PC::Customs Officers Not Considered Police Officers"", ""PC::Negligence of Police Officers Established"", ""PC::Detention Based on Criminal Activity of Police Officers""]"
"I am interested in a site in bangalore which is getting auctioned by bank for defaulting the loan. This site is pledged for a loan in 2019 and loan defaulter Mallesh(previous owner - Lingayat coomunity) has got it from his father. Its their ancestral proprety which got divided and Mallesh got this site as his share. Mallesh's father also got this from his father as his share. Mallesh has an elder brother and  Sister. Mallesh's father and brother have given a release deed saying they are giving this site to his brother in 2016. His sister has also given a seperate release deed in 2012 itself saying she doesn't have rights on any of their father's property and in return she has taken some money and her share. However, in the list of properties which are mentioned in the Mallesh's sister's release deed, my site is missing. .  Hence, my query is in future is there a chance for Mallesh's sister to claim the ownership of my property? I will attach both the release deeds for reference, please let me know if you need more details( Bangalore, Karnataka )","Dear Client,When an ancestral property is divided among the surviving coparceners/legal heirs equally and the individual share is released by the concerned legal heirs in favour of other legal heirs with a declaration that he or she bequeathed his right and titles of share of the ancestral property by a registered deed of release or gift, he or she cannot revoke his or her right back in respect of property belongs to his father. So in case your site is missing by default in the released deed executed by the sister of Mallesh, then her right is not extinguished in respect of said piece of property and claim the share of that property as a matter of right; So when the matter involves complexity, you need to take an opinion from an expert professional before taking any final decision to acquire the property through auction.","[""PC::Maintenance Release Deed Executed"", ""PC::Defendant Executed Release Deed and Sale Deeds"", ""PC::Release Deed Executed by Nagabushanam"", ""PC::Dispute Over Interpretation of Release Deed""]","[""HKG::CCS_54"", ""PC::Gift Deed Challenged by Legal Heirs"", ""PC::Claim of Ancestral Property"", ""PC::Appellant Acquired Property Through Auction""]"
"My mama had agricultural land and he is unmarried. He has no other relative other than me, my brother and sister.
Around 25 years ago, I was seeking divorce from my first wife and in order to safegaurd the property that agricultural land was transferred to my brother through gift deed.
Everything sorted out smoothly.
Based on the trust we managed to take care of the agricultural land without further having division into it.
But now when I am approaching to have the land divided and transfer the applicable share, he and his family are repetitively avoiding me. They are not willing to transfer half of the share and in greed as gift deed in my bothers name.
Can this be challenged considering the conditions under this gift deed was made ?
Because anyways this property belonged to my Mama before doing a gift deed in my brother's name.
Kindly suggest.
Thanks( Pune, Maharashtra )","Dear Client,You can go to the court and contest your brother's ownership over the property. If there was any witness who can claim that the property was supposed to be divided between you all equally then you can get their statement in the court as well.","[""HKG::HMA_13"", ""HKG::HMA_13B"", ""HKG::HMA_14"", ""HKG::CRPC_362""]","[""PC::Respondent-Society Owned the Property"", ""PC::Joint Decree Cannot Be Divided"", ""PC::Section 5 of the Court Fees Act"", ""PC::Section 7 of the Court Fees Act""]"
