question,answer
"We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )",Dear ClientYou can a file a Written Police complaint to the near by police station and then you can send legal notice for your civil case and for the criminal you can file court case.Hope it helps
"i was charged with ipc section 323, the case was later settled with mutual understanding and the case was dismissed. Will it still show as criminal record on my PCC( Patiala, Punjab )","Dear Sir,No, you will get police clearance."
"Hi sir I took some fake agencies number from online then I booked a girl they firstly asked for 300rs for confirmation and later they took 1200 as service charges then they took 5500 for security charge at last they are asking again 5500 for more security charge so I thought that this is fake so I called him and asked to return my money otherwise I will complain to police but he refused and he told u can't pluck anything from me so please solve my problem from good suggestion sir this is my num 8050574360( Bangalore, Karnataka )","Dear Client,Human trafficking is a criminal offense and those who are involved in the crime are considered criminal under law and are punished with rigorous imprisonment for a term which shall not be less than five years, but which may extend to seven years, and shall also be liable to fine. Section 370 and 370A of IPC which provide for comprehensive measures to counter the menace of human trafficking including the trafficking of children for exploitation in any form including physical exploitation or any form of sexual exploitation, slavery, servitude, or the forced removal of organs. If you in any way involved yourself in the crime would face criminal prosecution."
"Whether an accused can get copy of CD recorded at the time of trap of a govt employee by vigilance department . What's the procedure( Chennai, Tamil Nadu )",If you do not get a free copy you can always apply for the certified copy.
"Our area laundry man purchased house a year ago from builder, Electricity metre could not be applied due NOC norms in Punjab. Metre was applied in Feb 2025 but PSPCL didn't installed metre. In April end during raid PSPCL issued challan for electricity theft and asked Rs 3.60 lkh as penalty charges. They are from economical weaker section and can't pay this amount. What to do?( Ludhiana, Punjab )","Dear Client,Section 135 of the Electricity Act, 2003 deals with electricity theft.  This section specifically addresses activities such as meter tampering, illegal connections, and other forms of unauthorized use of electricity. When electricity theft is detected, an FIR must be registered, and the authorized officers under the Electricity Act have a responsibility to file this FIR within 24 hours of disconnection post detection of theft, which is an essential prerequisite before initiating any action against the offender for electricity theft. All the authorized/licensed Electricity Supply Agencies have their customer grievance redressal cell following the provision of sub-section 5 of Section 42 of the Electricity Act, 2003, which is handled by the designated Grievance Redressal Officer(GRO). You can escalate your grievance to the concerned GRO for a resolution to your grievance failing which you can approach the Electricity Ombudsman appointed by the State Electricity Regulatory Commission following the provisions of Sub-Section 6 of Section 42 of the Act who shall settle the grievance of an aggrieved consumer within such time as may be specified by the State Commission. When the aggrieved party belongs to an economically weaker section, he or she can approach the Member Secretary of the State Services Authority or the District Legal Services Authority for free legal aid available under the Legal Services Authority Act, 1987, to contest the case before the Court."
"How to change( Kanpur, Uttar Pradesh )","Dear Sir,The surety may file an application for withdrawing himself from surety-ship and the concerned lender or the Court may ask the borrower to arrange for new surety."
"My wife has shared the DVC and defamation case as criminal cases and 498 as civil case details to my company HR. Now my HR questioning me as the criminal case against the law. This is making my job on risk. What I need to do now.( Hyderabad, Telangana )","Dear Client,Until and unless an employee regardless of his/her class or sector of employment is convicted by a Court of law involving moral turpitude, the disciplinary action against the employee is not warranted. Only conviction by a Court of Law for a criminal offense involving moral turpitude will harm a person's career prospects. The High Court under Section 482 of the Cr. PC(replaced by Section 528 of the BNSS) has the power to quash an FIR even after filing of Charge Sheet by the prosecution. The accused can also appraise the Court that there is no material evidence against him even after the investigation into the matter. Another recourse for the accused is to take pleas of inherent improbability based on entire facts and material collected against him in the charge sheet."
"Ä° want to know that can a accused could be arrrsted if anticaitory bail application subimtted buy not granted??( Mehsana, Gujarat )","Dear Client,If the Anticipatory Bail Application is rejected, the police can not only locate but may also arrest the accused. A person can be arrested even during the pendency of the anticipatory bail application filed before the High Court or Session Court, but it is subject to the discretion of the police and the court. An anticipatory bail may be granted to a person accused of a criminal offence, subject to the discretion of the court and the circumstances of the case. The conditions for anticipatory bail can include surrendering of passport, reporting to the police station, not leaving the country without permission and not tampering with evidence. The powers of the High Court in granting bail are very wide; even so, where the offence is non-bailable, various considerations are taken into account before bail is granted in case of a non-bailable and cognizable offence."
"My neighbor child (3rd floor) is constantly running in his home whole day, as I am leaving on the 2nd floor I feel it irritating and disturbing. I have warn them many times but still they are behaving rudely day by day. I can't even concentrate on my work. What should I do next?( Gandhinagar, Gujarat )","Hi,You may complaint about the same to your neighbors initially, stating if the disturbance continues then a legal action may be taken against them.If you find this answer helpful, please rate us."
"I am working as a Stamp Vendor and showing myself Party C. 
The case is
Party A, lodged FIR against Party B, that he had made forged documents of proprty U/s. 200 Read with Section 156(3). And Party B made this forged documents at the Place of mine & prepared & notarized forged by me of Party C. 
In the P.S. I found that the papers not prepared by me. These papers are not issued on my license also. But Investigation Officer harrassing me. He said ""I agree not your stamp, not stamp issued by you, but you proov it that you have not typed...?""

I want to know what should I have to do and what are my rights. Can I take any action against this FIR or against the complainant, why he made complaint against me, when I have not prepapred the documents. Please help me!","Approach higher police officials, wait for the report to be filed by IO, then take necessary steps."
"Sir, my wife filed 498(A) case against me in two places.( Nellore, Andhra Pradesh )","Dear Client, Please explain the facts. However, collect all evidences if you believe it to be a false accusation, get an anticipatory bail by connecting with good advocates, file an FIR against your wife for false 498A complaint, or else file a case for Restitution of Conjugal Rights . Hope this helps!"
"Accused address has changed and police report says they do not stay over old address. What are the Options and provisions in which we can request court to ask accused to update address in the Case. We have Company Address can we send the notice in his name and C/o Company Address..( Kolhapur, Maharashtra )","Dear Client,If the accused says that he or she lives somewhere else and the police report also says that accused does not live at the old address you can demand that the accusedâs address should be changed and this can be done by filing an application in the court under section 90 of BNSS (previously, Section 87 of CrPC). In your application, describe the circumstances that led to the case and ask the accused be ordered to give his present address. Also, you can address the accused through their company address and use C/o to mean that the notice was sent through the accusedâs company. This approach can be really helpful if you have confirmation that the accused does receive correspondence at this address.If needed there is a possibility for the court to issue summons or notice to the accused to provide his current address under Section 94 of BNSS. It is best to seek legal advice to make sure the application for a warrant of arrest has been filled out correctly and what other legal options like obtaining a warrant of arrest if the accused avoids the law.Hope you find this advice beneficial."
"Hi sir me and girl friend have been in Relationship from past 2yrs and she is SC and I'm General caste, December 2021 she suicide herself without any death note and her parents given atrocity and 306 case against me, she hanged just because I danced with a gal in a group event is dancing is illegal? Also we have exchanged nudes as we were about to marry this may it was mutual as both have shared it with equal intension, now they are blaming me that i have a relationship with danced gal so her daughter hanged is the case challenging as I have 306 with additional clause of atrocity please help it's almost 10months and still charge sheet is not done, how long ll it take to come for session court once the charge sheet is done, her parents are demanding for 40laks from me( Bangalore, Karnataka )","Dear client,Every individual has the right to the protection of life and personal liberty. You can file a writ petition for infringement of any of your rights due to fake atrocity cases before the Supreme Court under Article 32 and before the High Court under Article 226.You can file a defamation case under section 499/500 of the Indian Penal Code when SC/ST threatens to file a fake atrocity case against you. You can also apply for anticipatory bail with the help of your lawyer.Section 167 of the Code of Criminal Procedure Code provides for the grant of default bail to an accused if the probe agency fails to conclude the investigation and file a charge sheet within a stipulated period of either 60 or 90 days in a court of competent jurisdiction. So, as you are saying that it is more than 10 months, that means the same charge sheet cannot be continued.And the number of days required for a matter to be heard in court depends upon the court and the city where the charge sheet is filed."
"How to get sanction against Protection Officer and Legal Councillor to the protection Officer ( DVC Act ) as they acted illegally and executed the trial court order ( without following the due procedure for the implementation of the residential orders in DV C). the implementation is initiated without approaching court with executable petition ( Enforcement of trial court order in DVC ) . I want to file 200 CRPC.

Protection Officer took law into her own hands and inducted my brothers wife into my mothers self-acquired property and my brothers wife necked out my parents in 2017, and still unable to go back to their house. 

I come to know that, execution of the trial court order has to be executed / implemented through filing petition under 125(3) or 128 or CRPC or other procedures before the same magistrate court / magistrate court under which the jurisdiction falls. But without following procedure, protection officer implemented the order illegally and forcefully.

Can I file 200 CRPC for this illegal acts, how to proceed, where to get sanctions.( Prakasam, Andhra Pradesh )","Dear Client,You can file a private complaint against the person in the court of the Magistrate under Section 200 Cr. P C(now Section 223 of BNSS) which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the magistrate. If the magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. If required, hire an experienced criminal lawyer to navigate the issue in the right way. Any Grievance regarding the verdicts of the Courts is not handled as a grievance. Grievances regarding the verdicts of the Courts will be taken by the Department of Justice. Grievances concerned with the procedure of the Court or cases mainly judicial in nature can be handled through the Court of Law only. Detailed guidelines on grievances received in the Department of Justice are available on this Departmentâs website doj.gov.in."
"My CC has been disposed uncontested as the FIR was diluted and accused pleaded guilty of bailable offences and convicted with a minimal fine.
Order not uploaded yet. Can I  seek reopening of case based on crucial evidences ?( Mysore, Karnataka )","Dear Client,You can reopen a disposed case only in extraordinary cases, containing valid evidence. You need to file an application for restoration under Order 9 of CPC within 30 days from the date of dismissal. The Court then examines the matter on merits, to ascertain the claims before admitting the restoration application. However, since the accused has already been convicted in the present case, the restoration may be barred based on the principles of autrefois acquit, which prevents a person from being tried again for the same offense even after the acquittal. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you."
"my father and mother have a GR case(ipc 447,354,506,325) but i was not involve in this case.the case is totally false.now the other party want to include me in this case.my name was not in the charge sheet.the case is now in evience stage.can they include my name in this case?( Birbhum, West Bengal )",then you can file for quashing Fir
"Sir, my father was a leading advocate in our place untill 2018 but due to a fake complaint on him and also due to his negligence he was been prisoned for 30 days and got bail later from high court. After 5 months from this issue there was an another fake complaint failed on my father accusing him as a fraud under section 506,405(criminal breach of trust ) for a land which was bought by my father during 2016 (which I am unaware of and I studied my 11 th at that time)so on this pandemic time my father's health was very poor so he absconded himself because he doesn't want to have a custody by police on him because of covid 19 ,also he applied for Anticipatory bail (for to  procced in courts to provide his evidentry facts ),whicle these situations are held I was in my grandmother home , time went off and later police visited my place and asked about my dad in very harsh way(used abusive words) and took me and my uncle to prison and prisoned or detained us for 4 days (not even considering my human rights)and they also never took me to the magistrate within 24 hours (my right to information, freedom of speech entirely forbidden).At this situation my family was very afraid and contacted SI of my place and the sup inspector of my place made a deal like he wants to transfer the land which worth 8 crores to some other for 2 crores and scared my parents and got some money too from then (corruption).so an agreement was made with a CONDITION (that to clear the present and  past fake cases on my father) but not registered and the other party (not the complainant)got the original documents too as they don't allow us to sent our propert to anyone else. 
  Time went by, they haven't satisfied any of those conditions and now they brackmail our family with our original documents to transfer the ownership to them ,if not then they will file a fake FIR on my mom and me . My father is in ICU now and I am 22 year old and I am a student and which these agreements are made,my father and me don't even had any motive or Intention according to sec 8 of evidence law, my mother was very afraid of this situation as she's facing both this  issue and my fathers health.. Every one around us starting to blackmail us now . I really had very bad experience in my life due to this issue and mentally affected by those wrong people's . Just looking for justice and someone's help( Dharmapuri, Tamil Nadu )","Hi,You can file a complaint for extortion (S.383 IPC) and criminal force (S.350 IPC). However, seeing as the police seem to be against you, this might not be the most effective option. Their corruption can be dealt with once you have an assurance of you family's and your safety. For the fake cases, you can institute a suit of malicious prosecution against them.The best thing to do at this stage is to approach the High or Supreme Court with a writ petition, you can file for the writs of mandamus(to order public officials to correctly perform their duties) and habeas corpus(in case of unlawful detention).As you have suffered gross injustice and your fundamental rights have been violated, you can approach the Supreme Court directly with a Special Leave Petition under Article 136 of the Constitution."
"We filed the second petition but we have not seen the bail petition draft copy. Does bail petition points will play important when the case is started after the trail? are bail petition grounds important? what are the dis advantage when you file bail with the same advocate who handles the other accused bail in the same case?( Chennai, Tamil Nadu )","Dear Sir,Same advocate may handle multiple bail applications and once charge sheet is filed bail will be granted easily.Rate me Five Star*"
"I have filed an FIR no 246/18 at Sambalpur and the police instead of arresting the accused submitted the charge sheet in the SDJM court. The court issued NBW warrant against the accused (from Punjab) in 2020. NOW Court only sends reminders to the police to arrest them but the police have not taken any action since. I prayed to court but judge shows her limitation on this. Even i have taken the help of public prosecutor but he is also not interested. 
What to do?

Can i take this case to Orissa high court.( Sambalpur, Orissa )","Dear client,Check about the case status at the court by taking your Crime No mentioned on the FIR. If no action has taken by the police means file one PCR against concerned police. The court will direct them to do their duty."
"How to get sanction against Protection Officer and Legal Councillor to the protection Officer ( DVC Act ) as they acted illegally and executed the trial court order ( without following the due procedure for the implementation of the residential orders in DV C). the implementation is initiated without approaching court with executable petition ( Enforcement of trial court order in DVC )( Prakasam, Andhra Pradesh )","Dear Client,As per guidelines issued by the Supreme Court of India, grievances against Judicial Officers are required to be sent on sworn affidavit with verifiable facts to the Registrar General of the concerned High Court. Detailed guidelines on grievances received in the Department of Justice are available on this Departmentâs website doj.gov.in. Grievances regarding the Judiciary are redirected to the Secretary-General of the Supreme Court of India or the Registrar-General of the concerned High Court, for further action, as appropriate. Any Grievance regarding the verdicts of the Courts is not handled as a grievance. Grievances regarding the verdicts of the Courts will be taken by the Department of Justice. Grievances concerned with the procedure of the Court or cases mainly judicial in nature can be handled through the Court of Law only. Such grievances will be handled by the Department of Justice. You can file a private complaint against the person in the court of the Magistrate under Section 200 Cr. P C(now Section 223 of BNSS) which outlines the procedure for a Magistrate to take cognizance of an offence. Upon receiving a complaint, the magistrate shall examine the complainant and any witnesses present. This examination is conducted under oath, and the substance of the examination is documented and signed by the complainant, witnesses, and the magistrate. If the magistrate finds sufficient grounds for proceeding with the case, he may issue a summons or warrant to the accused under Section 227 of the Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023. If required, hire an experienced criminal lawyer to navigate the issue in the right way."
"2 years back, I filed 498 & Domestic Violence on my husband. In return, now my husband has filed a private complaint in court under section IPC 323, 504,506, 34 on me, my father & Brother. Surprisingly, the court has also process issued against us and sent summon to all three of us. Now we have to apply for Bail on 1st hearing.
My question is : 

1. At this initial stage, can we challenge this in higher court like Session court for revision or can appeal in High court to dismiss this? This false case is just to pressurize me to take back 498 & DV case from my husband.
2. Is Issue processed is also an order, which can be challenged in Session court or do we still have to wait for some order to be passed by the lower court to challenge that in above courts?
3. Can we challenge it directly in High Court or first have to go to Session court first, as this is a private complaint.
4. My husband has already filed 3 cases on my retired father to pressurize for settlement and now me & my brother. Please help !( Pune, Maharashtra )",dear client If you are innocent you can straight to the High Court and file under 482 Cr.P.C. court will take preference.
"If a private company employee involved in public duty, then can a private company which has a power to remove those employee from its official function, give prosecution sanction for pc act of section 7.( Raipur, Chhattisgarh )","Dear Client,Under Section 19 of the Prevention of Corruption Act, 1988, sanction for prosecution of a public servant is required for an offence punishable under Sections 7, 10, 11, 13, and 15 of the Act, After the amendment of the Prevention of Corruption Act, in 2018, it significantly extended the provisions of PCA and gave it the required edge to tackle bribery/corruption involving commercial entities/private companies. According to Section 9 of the amended Act, a commercial organization can be held liable âif any person associated with such commercial organization gives or promises to give any undue advantage to a public servantâ with an intent to obtain or retain business or any advantage for that commercial organization. This provision covers all types of entities (including domestic companies, foreign companies, and partnerships) doing business in India. Thus, while the PCA, 1988 was applicable to public sector employees, the Act has been amended to cover situations where private organizations and individuals can also be held accountable for indulging in corrupt practices."
"Can we quesh a fir which is out of jurisdiction for section 376 and 420.basically all the offences has occurred in Bangalore.but the girl has given false complaint in fir has place of occurrence has telgana...in which boy has never visited telgana and the boy is arrested... what best can be done now( Dharwad, Karnataka )","Hello Sir,Under section 482 of CrPC you can file a suit in High Court for quashing the False FIR against the accused."
"A women got a a banner from the road which was of xyz political party so she used if for her shop.... And a lady arrived to her shop and saw that the banner used is of her political party.....and she complained it and asked police to arrest that lady..... But whereas.....the lady who got that banner from the street doesn't knew that its crime to use political party banner's...... And now the political lady has complained an FIR against her. 
So will she get a bail.... And how long this case will last for.( Mumbai City, Maharashtra )","Dear Client,Unless  and until you share the FIR nothing can be said about the case,In FIR the Police must have mentioned the Sections under IPC she has been booked.Regarding the time nothing can be said.It all depends how quickly you want to finish.One can be done in 1  date provided the lady extends an unconditional apology stating the true facts and commits herself that she will not do so in future..Shanti Ranjan BeheraAdvocate"
"My brother and I have been running a Cyber Cafe and Kiosk Center since 2018 at 50 Quarter Near Pareek Dairy Birla Nagar Gwalior (M.P). My Shop is constructed on first floor on a Three Floor Building, Before Two Months ago our neighbour start construction of his house with basement without Municipal Permission, before approx six days we and other nearby neighbors told them to stop so much digging because this house (my shop) and nearby house may be collapsed but they ignored it and continue his so much digging. Then after we are about to shift the shop as soon as possible. Then On date 23.04.2024 Time - 12:20 (Approx) the whole house has collapsed. and the whole house collapsed on a nearby house which resulted a person s death and we lost our whole shop. We have so much electronic equipment and a lot of furniture which is approximately 6 to 7 lacs. We have lost our daily income source and we belong to the middle class family and do not have any other source of income.
Now the accused in jail under IPC 304, But i want to file my own case againts accused because there is no mention of my shop in the FIR and also in Court case( Gwalior, Madhya Pradesh )","Dear Client,You have the legal right to sue someone who is in jail or prison claiming compensation for damages caused by him before his conviction by the Court, but the logistics will be more challenging and complex. This will depend on factors such as the strength of the evidence against the defendant, the extent of your damages, and the amount of assets the defendant is likely to have. Since the defendant is behind bars, the most significant factor to consider likely is whether the defendant can pay the damages. Reach out to an Advocate for guidance and steps."
"I filled missing f.i.r but police are not investigate proper  and person as been missing that person ancestral property  division but that was incomplete  I want to be an property division in this property. Police not given me information about the missing person. They say we find out ...and closed the f.i.r but I wanna file criminal case about form they missing because this crime about the pressurised  for about the division property.... Please suggest me what can I do...I( Thane, Maharashtra )","Hi,Get a lawyer and approach the district or High Court."
"Fraudsters have my Aadhar card and my driving license colour photo copy, will they do any type of fraud with these documents ? 
I am very tensed, please help me what should I do, I am unable to understand, AM I SAFE IN FUTURE ?( Jabalpur, Madhya Pradesh )","Hi,You can lock or Unlock your Aadhaar number from the UIDAI website. Open Resident portal Under Aadhaar Service Click on Lock & Unlock. Select UID Lock Radio Button and enter UID Number, Full Name, and Pin Code as in the latest details and enter the security code. Click on Send OTP or select TOTP and click on submit. Your UID will be locked successfully. If you found this helpful, please rate us."
"High court admit appeal and suspend sentence. But before receive it's order, bail period granted for appeal by lower court expire. Whether accused should approach high court Or lower court for extension of bail?( Ahmedabad, Gujarat )","Hello Sir,Please, contact about this matter with some Advocate experienced in this field so that they can help you in a better way.Thank you"
"Police has filed a false case under sec 188 against me showing we were selling crackers and raid my home without warrant.  They enter my house premises and seize crackers which were kept for pooja and belong to last year. What are the implications and solution so that it won't affect my career.( North West Delhi, Delhi )","Dear Client,Please file a petition under section 482 of the Code of Criminal Procedure to quash the false proceedings against you. You can also file a case against the police for not following proper procedure of raid. Please consult a lawyer near you to understand better how to proceed in this situation legally.Thank you so much, I hope this answer helped you."
"In the state of Maharastra is there any provision to file online FIR complaint about money laundering instead of registering in person( Raigad, Maharashtra )","Dear Client,An online FIR, also known as an e-FIR, is valid in India. Almost all the state government including the state of Maharashtra has introduced the facility of filing an FIR online to make the process more accessible and efficient for the public. The online FIR is considered as valid as a traditional FIR filed at a police station. In an emergency, the police can register an FIR based on a phone call or e-mail. The FIR should mention the date and time of the incident and the identity of the accused (if known) in a precise manner. After it is registered, the complainant is entitled to a copy free of charge. For serious crimes (cognizable offences), an FIR is required to initiate a police investigation. Visit the Citizen Portal of the Maharashtra Police website (mahapolice.gov.in). Select the âOnline Complaint/e-FIRâ option. Provide accurate information about yourself, the incident, and the parties involved and submit the complaint/FIR. Keep a copy of the acknowledgment or FIR number for reference."
