sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,bleu4_sample,cosine_sim_sample,rouge1,rouge2,rougel,meteor,bleu4,bleu1,bleu2,bleu3,bleu_bp,chrf,cosine_sim,cosine_sim_med,bertscore
57,"Is it sufficient only oral complaint of a complainant for proceed to appoint Witness 1 and 2 and to action of raid also? If yes, please specify rule.( Kolhapur, Maharashtra )",Death of Complainant → Mother Substituted as Complainant,Death of Complainant → Mother Substituted as Complainant → Proceedings Continued Despite Death → Section 198 of the Code of Criminal Procedure → Sections 493 and 496 of the Indian Penal Code → High Court Found Questions Incorrect,Is 2nd marriage is legal in ST without divorce.,Today am signatured in section 41a what is the next proceedure and why ask me sign,my cousin lockd my house forcely after breaking the lock of of my house and torturing me then waht should i do ?,"Hi,Please state complete facts of the case or consult a lawyer in this regard.","Under Indian law, an oral complaint can be sufficient to initiate police action, including appointing witnesses and conducting a raid, if it provides reasonable grounds for suspicion of an offense. Section 154 of the Code of Criminal Procedure allows the police to register a First Information Report (FIR) based on an oral complaint if the information discloses a cognizable offense. The police are then empowered to investigate, which may include appointing witnesses and conducting raids.

The user should ensure that the oral complaint clearly details the alleged offense and provides any supporting information that can substantiate the claim. If the police are reluctant to act, the user may approach a magistrate under Section 156(3) CrPC to direct the police to investigate.",0.6611,41.1889,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
58,Hello sir case is little different like others. I am a astrologer and I gave numbers according to ASTROLOGY to my friend for  playing. He plays online and goes in loss due to his own fault. Now he is saying that he played on borrowed money and the owner wants there money Back.and he is making pressure on me. What should I do :(,Appellant Borrowed Money from Respondent → Transaction Took Place in Saudi Arabia,Appellant Borrowed Money from Respondent → Transaction Took Place in Saudi Arabia,Is 2nd marriage is legal in ST without divorce.,Today am signatured in section 41a what is the next proceedure and why ask me sign,my cousin lockd my house forcely after breaking the lock of of my house and torturing me then waht should i do ?,Loss in his game is entirely his mistake,"The primary legal issue here is whether you have any legal obligation for your friend's gambling losses. Under general contract law principles, you are not liable for your friend's debts unless you explicitly agreed to be responsible for them. In this case, providing astrological numbers does not create a legal obligation to repay debts incurred by your friend. 

Legally, you cannot be held responsible for his borrowed money unless there is a written agreement stating otherwise. However, if you feel threatened or harassed, consider filing a police report to document any undue pressure or threats you are receiving. Additionally, it may be helpful to consult with a local attorney to discuss any potential legal actions you can take to protect yourself.",0.3197,23.1881,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
59,"A wife and her two children were abandoned by a husband . The wife and her two children created his death certificate and got some property to her name. The guy filed a complaint against her.how can the wife and kids get a clean chit here ?( Davanagere, Karnataka )",Respondent Filed Complaint Against Appellants → Magistrate Dismissed Complaint,"Respondent Filed Complaint Against Appellants → Magistrate Dismissed Complaint → Revision Petition Filed Against Dismissal → High Court Allowed Revision Petition → Appellants Not Heard Before High Court Decision → Section 402 of the Code of Criminal Procedure, 1973",Is 2nd marriage is legal in ST without divorce.,Today am signatured in section 41a what is the next proceedure and why ask me sign,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","Dear Client,Since the wife has made a fake death certificate to obtain property unlawfully and has performed a fraud, the husband is well within his rights to file a complaint against the wife.Thank you so much I hope this answer helped you.","Creating a false death certificate is a criminal offense under Section 420 (cheating) and Section 465 (forgery) of the Indian Penal Code, 1860. The wife and children cannot legally justify the creation of a false death certificate, as it constitutes fraud and forgery. To mitigate potential legal consequences, they should immediately consult a criminal defense lawyer to explore options such as negotiating a settlement or demonstrating lack of intent to defraud if applicable. They may also consider filing a petition for anticipatory bail under Section 438 of the Code of Criminal Procedure, 1973, to avoid arrest.",1.1394,55.2987,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
60,"What is police station bail and what will effect in future ?( Bangalore, Karnataka )",Police Personnel Took Court Officers to Police Station → Execution of Court Warrant Obstructed,Police Personnel Took Court Officers to Police Station → Execution of Court Warrant Obstructed,Is 2nd marriage is legal in ST without divorce.,"I would like to know is there any way to appear  one of the accused to not to appear in the court physically in criminal case for 313 statement . Total accused are 6 out of them last accused is unable to attend the court in 304B case.( Bangalore, Karnataka )","Already She was in relased on condition bail ,Ordered madurai bench court She should be in every day before 10 am in trail court thanjavur.But Problem Is, Same trail court having another two cases judgement proceeded, During imprisonmented.Now What she will do,If agreed going to sign,what will happen next.( Thanjavur, Tamil Nadu )","Dear Client,Police station bail is mostly about obtaining the bail at the police station on furnishing a bail bond of reasonable amount when a person is arrested for a bailable offence.Thanks.","Police station bail, also known as station bail, is a temporary release granted by the police to an accused person before they are presented in court. Under Section 436 of the Criminal Procedure Code (CrPC), an accused charged with a bailable offense can be released on bail by the police officer in charge of the station. This type of bail allows the accused to remain free until their court appearance.

The future effect of police station bail depends on compliance with its conditions. Non-compliance, such as failing to appear in court, can result in the issuance of an arrest warrant. To ensure compliance, the accused should attend all court dates and adhere to any conditions set by the police or court.",1.9666,71.3995,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
61,"How much time it takes for the police to expunge/dispose the case in police station if complainant is ready to give her statement/consent and affidavit mentioning she does not want this case to go any further investigation etc.

Already, FIR lodged, NBW issued, accused in HC for Anticipatory Bail.
But now complainant ready to finish the case.( Kochi, Kerala )",Anticipatory Bail Granted → High Court Order Set Aside,Anticipatory Bail Granted → High Court Order Set Aside,Is 2nd marriage is legal in ST without divorce.,Today am signatured in section 41a what is the next proceedure and why ask me sign,my cousin lockd my house forcely after breaking the lock of of my house and torturing me then waht should i do ?,Quash such FIR u/s 482 CrPC in the High Court.,"The most important legal point is that once an FIR is lodged, the police cannot unilaterally dispose of the case without following due legal procedures. Under Section 482 of the Code of Criminal Procedure (CrPC), the High Court has the inherent power to quash FIRs if the complainant and accused reach a settlement, especially in cases that are compoundable and do not involve serious offenses. The complainant can submit an affidavit to the High Court expressing her desire to withdraw the complaint, which may expedite the quashing process. The accused should continue pursuing anticipatory bail to avoid arrest until the FIR is quashed. The next steps include filing a joint petition for quashing the FIR in the High Court and preparing for any required hearings.",1.9571,60.4903,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
62,"I was cheated by a guy for a online game big money payment..He told he will refund money but didnt return..So I complained to cyber crime and they took action and freezed/blocked his all bank accounts(around 3) to which I paid money.. Even after complaint he was threatening me like do wtever u want etc..Later after few days he started pleading that pls take back compliant , I'm poor,u did mistake and gave all reasons..He told he will give back my money somehow. I didn't want to go ahead with full investigation since it would take long time if at all my money is recovered and police said they recovered very little amount..Also I dint want to go to courts and spending lot again...So I decided to take back complaint and complaint was closed..When closing complaint police told this is like a false complaint but we are letting you go dont do it next time and case was closed..I asked that fraud guy to pay my money in installments at least but he says I will die ,i have no option etc..So now I stopped messaging completely and all blocked his number from 10 days.. The most important things is still his bank accounts are not unblocked by police..I'm expecting he will come back to me one day, so I have decided that let him pay my full money first, then he will have to contact the police to unblock his bank accounts..I don't want to involve in this.. My queries are
1) Case is closed from my end. But account unblocking not yet done..In case if I get my money back should I ask the culprit to approach police and unblock his account? I don't want to run behind police helping culprits again.Let culprits do it themselves? Is this better option?
2) I guess the culprit is locked/struck from all sides.If at all he commits suicide or anything will I be in trouble ?
3) I have not harassed him in anyway .. I even took back complaint which nobody will do and given time to pay in installments also..Still in anyway i will be in trouble?( Bangalore, Karnataka )",Respondent Agreed to Pay Tax in Installments → Respondent Owed Substantial Tax Amount,"Respondent Agreed to Pay Tax in Installments → Respondent Owed Substantial Tax Amount → Rule 220(3) of the Income-tax Act, 1961 → Income-tax Officer Accepted Payment Terms → Rate of Interest Amended by Finance Act → Dispute Over Applicable Interest Rate","Two lamd broker received 32lakhs for selling their land property but later I want to know that these Two man cheated me of Rs.32.00 lakh and not want to sell any property/land. They give me money receipt in 10 rupees stamp paper and one 30 lakh cheque. How can I get my money back? Please suggest me the proper way to get back my money( Bhubaneswar, Orissa )","I would like to know is there any way to appear  one of the accused to not to appear in the court physically in criminal case for 313 statement . Total accused are 6 out of them last accused is unable to attend the court in 304B case.( Bangalore, Karnataka )","One superior officer filed a private petition under crpc 200 on some association officer bearers. Allegations are that they issued some pamphlets abusing him and damaging his fame n name which were sent to several offices. 12 yrs passed.  But complainant is still not examined.  Evidence not taken yet. He marked some xerox copy of pamphlets to court. No where found office seal file number  etc. on the paper.  He was suspended on the last date of retirement  by a G. O. since various allegations pending on him.   He included me as one of the respondent. I want to remove my name from the private complaint. Wt is the procedure sir( Salem, Tamil Nadu )","Why yo have to go to police/ Let him take take the pain of doing all this.No you will not as he has committed the crime and you might be called as a witness, that's itNo you will not be in trouble but if police calls you for anything then you need to get in touch with a good criminal lawyer.","1) Once the complaint is withdrawn, the police are not obligated to unblock the accounts without a formal request. The individual whose accounts are blocked should approach the police to request the unblocking. It is reasonable and legally sound for you to expect the individual to handle this matter independently.

2) If the individual commits suicide, you generally would not be held liable as long as there is no evidence of harassment or coercion from your side. Indian Penal Code Section 306 addresses abetment of suicide, but it requires proof of intentional instigation or assistance in the act.

3) Given that you have not engaged in any harassment and have withdrawn the complaint, it is unlikely you would face legal trouble. To protect yourself, maintain records of all communications and interactions with the individual. If any legal issues arise, these records can serve as evidence of your non-involvement in any coercive actions.",0.8377,39.1228,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
63,"I am a new resident of mira road and have been booked under ipc 279 and 184. The situation - i was trying to take a u turn which passed few blocks when the police caught. They told me you have to pay fine at the police station and over there file a fir directly. Till date I have already paid 2500 rupees to the sub inspector they have not given a single piece of paper / receipt of anything. And have take my driving license. This happened on 12th April and about 2 months now. I keep visiting the police station but they say Kal ao hojayga.( Thane, Maharashtra )",Police Personnel Took Court Officers to Police Station → Execution of Court Warrant Obstructed,Police Personnel Took Court Officers to Police Station → Execution of Court Warrant Obstructed,"Two lamd broker received 32lakhs for selling their land property but later I want to know that these Two man cheated me of Rs.32.00 lakh and not want to sell any property/land. They give me money receipt in 10 rupees stamp paper and one 30 lakh cheque. How can I get my money back? Please suggest me the proper way to get back my money( Bhubaneswar, Orissa )","I have given around amount of 13000/- rupees to the agent in Hyderabad for changing from yellow number board to white number board. It's been 6months, I have been following him on daily basis, he even not responding to my calls and not even opening his office from past 3months. All the original documents of my car are with the agent. How can I get my docs back, so that I can process accordingly( Hyderabad, Telangana )",Is 2nd marriage is legal in ST without divorce.,"See for the Sections there is either a fine of Rs. 1000 or punishment of 6 months. So, hire  a lawyer, pay a fine of Rs 1000 and get rid of this.Section 279 in The Indian Penal Code279. Rash driving or riding on a public way.âWhoever drives any vehicle, or rides, on any public way in a manner so rash or negligent as to endanger human life, or to be likely to cause hurt or injury to any other person, shall be punished with imÂ­prisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.Section 184 in The Motor Vehicles Act, 1988184. Driving dangerously.âWhoever drives a motor vehicle at a speed or in a manner which is dangerous to the public, having regard to all the circumstances of the case including the nature, condition and use of the place where the vehicle is driven and the amount of traffic which actually is at the time or which might reasonably be expected to be in the place, shall be punishable for the first offence with imprisonment for a term which may extend to six months or with fine which may extend to one thousand rupees, and for any second or subsequent offence if committed within three years of the commission of a previous similar offence with imprisonment for a term which may extend to two years, or with fine which may extend to two thousand rupees, or with both.","Under Section 279 of the Indian Penal Code, rash driving on a public way is a criminal offense, and under Section 184 of the Motor Vehicles Act, driving dangerously is punishable. The police's failure to provide a receipt for the fine and withholding your driving license without due process is improper. You should file a written complaint with the Senior Police Inspector of the concerned police station, detailing the incident and the misconduct. If unresolved, escalate the matter to the Superintendent of Police or file a complaint with the State Human Rights Commission. Additionally, consider filing a Right to Information (RTI) request to obtain details of any FIR or charges filed against you.",2.2505,59.2413,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
64,"What to do if a witness refuses to give a statement in a case( Chhindwara, Madhya Pradesh )",Application to Give Evidence Disallowed → High Court Found Appellant Competent Witness,Application to Give Evidence Disallowed → High Court Found Appellant Competent Witness → Section 342A of the Criminal Procedure Code → High Court Set Aside Acquittal → Evidence of Witnesses Corroborated Incident → Appellant Convicted for Fraud,"I would like to know is there any way to appear  one of the accused to not to appear in the court physically in criminal case for 313 statement . Total accused are 6 out of them last accused is unable to attend the court in 304B case.( Bangalore, Karnataka )","Already She was in relased on condition bail ,Ordered madurai bench court She should be in every day before 10 am in trail court thanjavur.But Problem Is, Same trail court having another two cases judgement proceeded, During imprisonmented.Now What she will do,If agreed going to sign,what will happen next.( Thanjavur, Tamil Nadu )","One superior officer filed a private petition under crpc 200 on some association officer bearers. Allegations are that they issued some pamphlets abusing him and damaging his fame n name which were sent to several offices. 12 yrs passed.  But complainant is still not examined.  Evidence not taken yet. He marked some xerox copy of pamphlets to court. No where found office seal file number  etc. on the paper.  He was suspended on the last date of retirement  by a G. O. since various allegations pending on him.   He included me as one of the respondent. I want to remove my name from the private complaint. Wt is the procedure sir( Salem, Tamil Nadu )","Hi client,Once a person receives a summon to be a witness in any of the matter before the court he/ she cannot deny the same. Once denied the person will be charged with contempt of court and  a warrant can be issued for  arrest.There are specific vital grounds where a witness may not attend a case-1.Death2.Hospitalized3.Somebody in the family is dead/ illetc.Thanks and RegardsSimi Paul","Under Section 161 of the Criminal Procedure Code (CrPC), police officers can question witnesses, but witnesses are not legally obligated to provide a statement. If a witness refuses to give a statement, they cannot be compelled to do so under this section. However, if the case reaches trial, the court may summon the witness under Section 311 CrPC to ensure their testimony is recorded.

To address the situation, consider the following steps: First, if the witness is crucial, request the court to issue a summons for the witness to appear and testify. Second, prepare to cross-examine the witness if they appear in court to ensure their testimony supports the case.",1.4831,62.757,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
65,"I have a friend she and I are friends since 2 months in new year I visited her home to wish her and she invited me for dinner with her parents, I ate dinner her father and her mother was also there and then I came back home nothing happened I just talked with her parents wished them new year and came back home I have fear that they can do false case against me of harassment and sexually and all the fake cases to earn money from me, let me clear you nothing happened she is my classmate we only talk class related talks on college she invited me for dinner that's all but I felt bad for going at her house and having dinner because I am afraid of false cases going these days( Ranchi, Jharkhand )",Appellant Surrendered and Served 1 Year and 9 Months → Appellant Convicted for Cheating,Appellant Surrendered and Served 1 Year and 9 Months → Appellant Convicted for Cheating → Sentence Already Undergone Meets Ends of Justice,"Two lamd broker received 32lakhs for selling their land property but later I want to know that these Two man cheated me of Rs.32.00 lakh and not want to sell any property/land. They give me money receipt in 10 rupees stamp paper and one 30 lakh cheque. How can I get my money back? Please suggest me the proper way to get back my money( Bhubaneswar, Orissa )","Already She was in relased on condition bail ,Ordered madurai bench court She should be in every day before 10 am in trail court thanjavur.But Problem Is, Same trail court having another two cases judgement proceeded, During imprisonmented.Now What she will do,If agreed going to sign,what will happen next.( Thanjavur, Tamil Nadu )","Hello,

Iâm 35 yrs women unmarried working for private company. In dec 2017 i met one guy in Tinder he is a divorced 40 yrs working in same city. We exchanged contacts started conversations in April 2018 then met became friends and continued. One fine day after 5 months July 2018 he planned a trip and made me book hotel and we went in his car that night he forced me sexually molested mentally physically emotionally forced me to have Sex and morning when I started crying he convinced me to get married and try and continue relationship for sometime as he is recently divorced and needs sometime. We continued our relationship with few good and bad situations he always used to make me take pills to avoid pregnancy and again he planned another trip in dec and forced me to join and again forced and used me for sexual contact for 4 days. After we were back to city and I was diagnosed with some skin reaction that turned my face black he started ignoring me but relationship continued till April 2019 but I was sensing his ignorance and distancing from me I had to ask him about Marriage he as usual threatening and said will sucide if I go to his parents or tell anyone about our relationship. I couldnât control my emotions I had to tell my family about he cheating on me my uncle called him to meet and discuss he then confessed on May 31st 2019 that he is engaged in April and doesnât have any relationship with me Iâm just his friend and nothing to do with me. I went to seek help from his family his parents abused insulted me and my family and said will pay compensation but will not get his son married to me. As Iâm brutally cheated in the name of marriage and commitment and physically used emotionally and mentally threatened Iâm seeking justice. We have filed FIR against him on sec 376 and 420 he was sent to jail for 10 days and he is now out on bail as his lawyer brought in the act that guy and girl are matured and itâs mutual live in on going relationship so this shouldnât be considered as rape or cheating. He was granted bail and he is out.

In my case me and the guy were best friends and all our whatsapp chat,text were only friendly text and everything changed with the first trip we have been to on July 28th/2018 when he forced me and had physical contact without my interest and promised me to marry and made me continue the relationship till he found another women and got engaged in April/2019 and yet continued with me and has informed me in May 31st/2019 when i was asking him on our marriage.
Initial days he said he was cheated by his wife hence he got divorced as she had extra marital affair with her boss. Later while we were continuing the relationship he confessed in whatsapp text on oct 12th/2018 that he cheated his wife and he said that can be the reason for her to cheat on him and he has been cheating women since age of 21 and he cannot be committed to anyone and this is the reason he is not ready for marriage as he said he cannot trust me either but he again convinced me to continue the relationship with him also planned 2nd trip and forced me to join the trip in dec 30th 2018 to 2nd jan 2019.
In police station and 2 call recordings with my friend he confessed im just his friend no physical contact. His lawyer in court confessed its live in relationship it was consensual sex with no promise of marriage will not amount to rape or cheating this is clear enough the guy is lying from start as he said no relationship and lawyer confess mutual relationship.
I do have few exchanged text where later guy has agreed on 10th sep/2018 saying it was my mistake i shouldn't have planned the first trip especially.
Also few threatening messages from May 2nd/2019 that he has no desire to live will leave job house as i told him will go to his family. also orally he said to write an agreement that i will not come to his family property or file dowry harassment case then he will do register marriage.

His marriage date was 27th June/2019 with the engaged girl and his bail was confirmed on Jun 26th hence he is out and i'm not knowing if he is now already married or his marriage is postponed.

My only evidences are our trip bookings and our few text he agreed on saying trying the relationship, he had to walkout as relationship didn't work but he was texting calling meeting till May 31st/2019 when he was already engaged to another women in April 2019 which he had deliberately hided from me and then in frustration he texted threatening messages where he also confessed i am all yours you can do anything with me but shouldn't go to family and orally said to write some agreement on not entering his family or property or dowry case then he will do register marriage. when i said will have to speak to his family.

He now totally denies that he ever promised or committed on marriage and its mutual relationship on NO commitments which is false but i cannot prove as he always promised orally.

I need strong advice on how to fight against my case as his lawyer is senior and defending him on mutual consensual on going relationship for 1.5 years and he never promised or committed it was with no commitments and both are matured so shouldn't be 

He confessed in whatsapp text about cheating his ex wife and many girls before and cannot be committed to anyone in the name of marriage.

Now his financee and his parents are supporting him saying its mutual relationship now the guy is already engaged to another girl so they will not allow him to marry me.

His lawyer is strongly saying girl only booked the first trip booking and both are matured and will not amount to rape or cheating on the basis of mutual relationship.

He has brutally cheated me now wants to marry an young girl who is supporting him and doesn't want to marry me or accept that we had any relationship on the promise of marriage. Kindly help me to fight this case.

Iâm done with my 164 Statement recording in court on July 1st in presence of judge.

Please advice me on my case and how strongly i can fight and get justice.( Hyderabad, Telangana )","Dear Sir,If any FIR was registered which is false then you have every right to approach High Court for staying and quashing of such baseless FIR.","In the absence of any wrongful conduct, there is no legal basis for a harassment or sexual assault case against you. False allegations can be distressing, but the law requires evidence to support any claims made. Under the Indian Penal Code, Section 211 deals with false charges, making it a criminal offense to falsely accuse someone of a crime with the intent to cause injury.

You cannot prevent someone from filing a false case, but you can prepare by documenting your interactions and maintaining any evidence that supports your innocence, such as messages or call logs. If a false case is filed, engage a lawyer immediately to defend against the allegations and consider filing a counter-complaint under Section 211 if there is clear evidence of malicious intent.",0.4786,40.4453,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
66,"One of my friends(ST) got into altercation with a muslim and scolded him couple of bad words and that muslim is threatening to give a police complaint ... what is the process regarding this and should my friend worry ?( Hyderabad, Telangana )",Application to Give Evidence Disallowed → High Court Found Appellant Competent Witness,Application to Give Evidence Disallowed → High Court Found Appellant Competent Witness → Section 342A of the Criminal Procedure Code → High Court Set Aside Acquittal → Trial Court Acquitted Accused Due to Lack of Reliable Evidence → Evidence of Witnesses Corroborated Incident,"I would like to know is there any way to appear  one of the accused to not to appear in the court physically in criminal case for 313 statement . Total accused are 6 out of them last accused is unable to attend the court in 304B case.( Bangalore, Karnataka )","Already She was in relased on condition bail ,Ordered madurai bench court She should be in every day before 10 am in trail court thanjavur.But Problem Is, Same trail court having another two cases judgement proceeded, During imprisonmented.Now What she will do,If agreed going to sign,what will happen next.( Thanjavur, Tamil Nadu )",Is 2nd marriage is legal in ST without divorce.,"Dear Sir,You need not bother since law will take its course. However, ask your friend to lodge counter complaint saying that the other party used abusive words touching the caste of your friend which is more serious.","Using derogatory language towards someone based on their religion could potentially lead to charges under Section 295A of the Indian Penal Code, which penalizes deliberate and malicious acts intended to outrage religious feelings. Your friend should be cautious as such actions could be considered a criminal offense. It is advisable for your friend to avoid further altercations and refrain from using offensive language.

Next steps: Your friend should consider apologizing to the other party to de-escalate the situation. If a police complaint is filed, it would be prudent to consult a local criminal defense attorney to understand the legal options and prepare a defense.",2.5598,68.5436,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
67,"What is uncertified copy in cross examination and why is it requires?( Bharatpur, Rajasthan )",Delay in Cross Examination of Witness → Witness Unable to Attend Due to Illness,Delay in Cross Examination of Witness → Witness Unable to Attend Due to Illness,Is 2nd marriage is legal in ST without divorce.,Today am signatured in section 41a what is the next proceedure and why ask me sign,my cousin lockd my house forcely after breaking the lock of of my house and torturing me then waht should i do ?,"Hello,Uncertified copy means an unofficial copy of a registered vital record which is not printed on security paper and which does not contain any authentication by the issuing jurisdiction.","An uncertified copy in the context of cross-examination refers to a document that has not been officially verified as a true copy of the original by an authorized officer. Under the Indian Evidence Act, 1872, specifically Section 63, secondary evidence of a document includes uncertified copies, but their admissibility depends on the circumstances and the court's discretion. In cross-examination, uncertified copies might be used to challenge the credibility of a witness or evidence, but they are generally less persuasive than certified copies.

Legally, uncertified copies can be used for reference or preliminary examination, but they cannot be relied upon as conclusive proof unless the court permits it under exceptional circumstances. The user should obtain certified copies of any documents they intend to use for stronger evidentiary value. As a next step, consult the court registry or the relevant authority to obtain certified copies of necessary documents for the case.",0.8263,54.6476,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
68,"Informing about the extra marital affairs of a husband to his wife is comes under blackmailing?( Amritsar, Punjab )",Wife Challenged Acquittal of Husband → High Court Reversed Conviction Based on Self-Defence,Wife Challenged Acquittal of Husband → High Court Reversed Conviction Based on Self-Defence → Single Injury Caused Death of Deceased → Trial Court Convicted Accused for Murder → High Court Considered Exception to Murder Charge → Accused Sustained Injuries During Struggle,"I would like to know is there any way to appear  one of the accused to not to appear in the court physically in criminal case for 313 statement . Total accused are 6 out of them last accused is unable to attend the court in 304B case.( Bangalore, Karnataka )","Already She was in relased on condition bail ,Ordered madurai bench court She should be in every day before 10 am in trail court thanjavur.But Problem Is, Same trail court having another two cases judgement proceeded, During imprisonmented.Now What she will do,If agreed going to sign,what will happen next.( Thanjavur, Tamil Nadu )","Had case under Bombay prohibition act 85 1 3 /110/117 in 2010. Case discharged by court in 2011 because police failed to submit chargesheet. In between I applied passport .one year validity passport issued by passport office later attached court copy of dismissal of case and extended my validity and I flew to Dubai for job 2012 to 2016. Now I need PCC for my New job it will show on my passport number or PCC that I had case ? Or I will get clean pcc.( Pune, Maharashtra )","Hello Sir,If someone is threatening the husband that he will tell his(husband) wife that he is having extramarital affair and asking for money or some favors by saying that he will not disclose his secrets then it is a blackmailing.","Informing a spouse about their partner's extramarital affair does not inherently constitute blackmail unless it is accompanied by a threat to disclose the information unless certain demands are met. Under Section 503 of the Indian Penal Code, criminal intimidation involves threatening someone to cause alarm or compel them to do something against their will. If the information is shared without any coercive demands, it is not blackmail.

The user should ensure that any communication regarding the affair is free of threats or demands. If there is concern about potential legal repercussions, consider consulting with a lawyer to review the specific circumstances and communication involved.",1.3533,79.2789,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
69,"Hi
What is the procedure to make settlement in 420 case.
There are 3 people named in FIR. I am in different state.all have come to consensus to compromise. No chargesheet is filed yet.What is the procedure to do settlement from here.can I execute compromise deed without visiting that state.please explain( Jaipur, Rajasthan )",Accused Named in FIR → Independent Witness Statement Recorded After Delay,Accused Named in FIR → Independent Witness Statement Recorded After Delay,"I would like to know is there any way to appear  one of the accused to not to appear in the court physically in criminal case for 313 statement . Total accused are 6 out of them last accused is unable to attend the court in 304B case.( Bangalore, Karnataka )",Is 2nd marriage is legal in ST without divorce.,"Already She was in relased on condition bail ,Ordered madurai bench court She should be in every day before 10 am in trail court thanjavur.But Problem Is, Same trail court having another two cases judgement proceeded, During imprisonmented.Now What she will do,If agreed going to sign,what will happen next.( Thanjavur, Tamil Nadu )","You should appear alongwith the complainant before the comcerned magistrate court and file an application for permitting to compound the offence. Once permission is granted, court will aquitt you from the offence if only sec. 420 is levelled and no any other sections.","Section 420 of the Indian Penal Code, which deals with cheating and dishonestly inducing delivery of property, is a non-compoundable offense under Section 320 of the Code of Criminal Procedure. This means that a settlement between the parties does not automatically lead to the quashing of proceedings. However, the parties can approach the High Court under Section 482 of the CrPC to quash the FIR based on the settlement.

In your situation, since no chargesheet has been filed yet, you can draft a compromise deed and file a joint petition in the High Court of the state where the FIR was registered, requesting quashing of the FIR. It is advisable to engage a local attorney to represent your interests, which may negate the need to travel to the state where the FIR was filed.",0.8356,49.6637,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
70,"sir, earthsquare phase-i developer pvt limited director sell a plot and handed over fake  registry to us it find when documents puts for mutation process  builder not return my money( Agra, Uttar Pradesh )",Driver Arrested and Handed Over to Wildlife Authority → Owner of Vehicle Identified,Driver Arrested and Handed Over to Wildlife Authority → Owner of Vehicle Identified → Sandalwood Seized from Vehicle → Companyfiscation Order Quashed,Is 2nd marriage is legal in ST without divorce.,Today am signatured in section 41a what is the next proceedure and why ask me sign,"I had approached a lawyer to file partition suit for my ancestral property. He instead forged my signatures on plaint, vakalath and other documents like affidavits etc and filed injunction suits after extracting huge amounts of money in the name of court fees but never paid court fees more than 100rs.. I would like to know if he can be prosecuted under 340 CRPC and also if there are any judgements to this effect. I know about the bar council complaint but I specifically want to know about 340crpc. 
Thanks.( Bangalore, Karnataka )",Dear ClientYou can complaint to the Real Estate Regulating Authority for this issueHope it helps.,"The issue involves potential fraud and misrepresentation by the director of Earthsquare Phase-I Developer Pvt Limited. Under Section 420 of the Indian Penal Code (IPC), cheating and dishonestly inducing delivery of property is a criminal offense. The user can file a criminal complaint against the director for fraud and seek legal recourse to recover the money. Additionally, a civil suit for recovery of the amount paid can be initiated. The user should gather all relevant documents and evidence related to the transaction and consult with a local attorney to file the necessary complaints and suits.",0.908,38.2106,20.3587,4.2238,17.7728,21.1621,3.7389,23.6298,5.2602,1.8013,1.0,24.6753,53.2368,53.0614,83.9834
