sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
17,"My case is of Rs 156825, for which I had compromised with the party and appealed for queshing, but  denied high court for fir queshinh , now what should I do next?( Mumbai, Maharashtra )",CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210,CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210 → fir → PROC_FIR_FILING → Code of Criminal Procedure 1973 → PROC_KIDNAPPING,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Boy and girl were engaged in sexual activities for 2-3 days . At 4th day boy asks girl again for oral sex she denied. Boy requests her , thereafter she agrees and did it but uniwillingly. Is it offence under section 375?( East Delhi, Delhi )","Dear Client,When the case involves a compromise with the side of the opponent and the High Court denied the application to quash, it becomes essential to know the rationale behind such a decision. It is recommended to seek assistance from an attorney to provide more specific guidance and ensure the proper functioning in the legal field. That is why, if the decision of the High Court is not appropriate for You, You may file an appeal to the next higher court i.e., the Supreme Court. If unable to pay for it, free legal services can be sought under Legal Services Authorities Act, 1987 which is meant for the needy. Make sure to provide all witnesses and documents that support your position to avoid falling for traps. Free Legal Aid Act is related to the act regulating free legal services in India providing justice to the needy people economically.I hope this answer is sufficient to answer your query.","Under Indian law, once the High Court denies quashing an FIR, the accused may consider alternative legal remedies. The next step could be to challenge the High Court's decision by filing a Special Leave Petition (SLP) before the Supreme Court under Article 136 of the Constitution of India. However, the Supreme Court exercises this power sparingly and typically only in cases involving substantial questions of law or gross injustice.

Alternatively, focus on defending the case on merits during trial, emphasizing the compromise reached with the other party as a mitigating factor. Ensure that all documentation regarding the compromise is well-documented and presented effectively during proceedings.",20.714,4.4815,18.2267,21.2709,84.0604
18,"What ipc sections can be attracted against the daughter in law if she is harassing her in laws, hurting them, causing them mental agony, torturing them under IPC( East Delhi, Delhi )",ART_14 → SUBRAMANIAN_SWAMY_2016 → IPC_120B → PROC_CRIMINAL_INTIMIDATION,ART_14 → SUBRAMANIAN_SWAMY_2016 → IPC_120B → PROC_CRIMINAL_INTIMIDATION → CRPC_154 → PROC_KIDNAPPING → PROC_SCST_COMPLAINT → PROC_FIR_FILING,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","What are the requirements to establish a case of ragging in an educational institution when no witnesses are available? Is the victim's statement and identification of the culprits by the victim enough for an institution to take penal action against the accused?( Ghaziabad, Uttar Pradesh )","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Dear client,If its a mental harassment you will immediately need to lodge a police compliant against her, send her a legal notice and then initiate legal proceedings against her.","Under the Indian Penal Code, the daughter-in-law's actions may attract charges under Section 498A, which deals with cruelty by a woman’s husband or relatives. If the harassment involves physical harm, Section 323 (punishment for voluntarily causing hurt) could also be applicable. For mental harassment, Section 506 (criminal intimidation) might be relevant if there are threats involved.

The in-laws can file a First Information Report (FIR) at the local police station under these sections. They should document any evidence of harassment, such as messages or witnesses, to support their case. Additionally, they may consider seeking a protection order under the Protection of Women from Domestic Violence Act, 2005, if applicable.",20.714,4.4815,18.2267,21.2709,84.0604
19,"I want to appear ""In Person"" in my 482 application pending before Allahabad High Court by removing my existing Junior Lawyer but want to retain my designated Senior Advocate. Can I do this? If yes, how? Is it necessary to remove both Junior and Senior Lawyer if I want to appear ""In Person"" in my case? Alternatively, can I appear along with both Junior and Senior Lawyer in my case? If yes, what should be done for this?( Allahabad, Uttar Pradesh )",PROC_SCST_COMPLAINT → PROC_FIR_FILING → ART_14 → JOGINDER_KUMAR_1994,PROC_SCST_COMPLAINT → PROC_FIR_FILING → ART_14 → JOGINDER_KUMAR_1994 → CRPC_41 → Code of Criminal Procedure 1973 → CRPC_154 → PROC_KIDNAPPING,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Boy and girl were engaged in sexual activities for 2-3 days . At 4th day boy asks girl again for oral sex she denied. Boy requests her , thereafter she agrees and did it but uniwillingly. Is it offence under section 375?( East Delhi, Delhi )","Dear Client,Section 32 of the Advocate's Act 1961 states that the court may allow any person to appear before it even if he is not an Advocate. Therefore, one gets the statutory right to defend one's own case on appeal before the Court. In fact, with the leave of the Court, a non-advocate is still permitted to appear and represent his own case even without a local advocate. Accordingly, you can apply to the Court where the case is pending on the next date of hearing with a prayer to allow you to represent your own case.","Under the Code of Civil Procedure, you have the right to appear ""In Person"" in your case, as per Order III Rule 1, which allows parties to appear in person or through a recognized agent. You can retain your Senior Advocate while appearing in person, but you must inform the court and file a Vakalatnama indicating your intention to appear personally. It is not necessary to remove both Junior and Senior Lawyers if you wish to appear in person; however, if you want to appear with both, you must ensure all are listed as representing you in the court records.

To proceed, file a formal application with the High Court stating your intention to appear in person and retain your Senior Advocate. Additionally, ensure that the court's records are updated to reflect your choice of representation.",20.714,4.4815,18.2267,21.2709,84.0604
20,"My driving licence criminal case any issue dl remark( Ramanagara, Karnataka )",rash_driving → IPC_279 → criminal_intimidation → IPC_503,rash_driving → IPC_279 → criminal_intimidation → IPC_503 → PROC_CRIMINAL_INTIMIDATION → Indian Penal Code 1860 → IPC_191 → perjury,"Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","Boy and girl were engaged in sexual activities for 2-3 days . At 4th day boy asks girl again for oral sex she denied. Boy requests her , thereafter she agrees and did it but uniwillingly. Is it offence under section 375?( East Delhi, Delhi )","What are the requirements to establish a case of ragging in an educational institution when no witnesses are available? Is the victim's statement and identification of the culprits by the victim enough for an institution to take penal action against the accused?( Ghaziabad, Uttar Pradesh )","Dear client,The license holder, upon expiry of the suspension period, must make an application to the licensing authority that issued or last renewed the license. After the application is submitted to the licensing authority, the driver must undergo and pass a fresh test of competence to drive.","A criminal case related to driving, such as rash driving under Section 279 of the Indian Penal Code (IPC), can impact your driving license status. Under the Motor Vehicles Act, 1988, a conviction for offenses like rash driving may lead to suspension or revocation of your driving license. Legally, you cannot drive if your license is suspended or revoked.

To address this, check with the Regional Transport Office (RTO) in Ramanagara for any remarks or actions taken against your driving license. If there is a suspension or revocation, consider appealing the decision or applying for reinstatement after fulfilling any legal requirements or penalties.",20.714,4.4815,18.2267,21.2709,84.0604
21,"My 85 years old grandmother is and living alone in the flat. We also stay sometimes wither. Also we have been fighting a court case against my the person who lured me to buy this and then have done a fraud of selling twice and showing the real owner of the house. Now it's been 3 years this person and family members keep harassing, threatening and use abuses language. Repeatedly I have lodged a complaint at the police station. Please do help in as he has threatened people who deliver vegetables to my house.( Mumbai, Maharashtra )",IPC_354D → IPC_415 → IPC_417 → IPC_419,IPC_354D → IPC_415 → IPC_417 → IPC_419 → cheating → stalking → PROC_CHEATING_FRAUD → Indian Penal Code 1860,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","I am in relationship since last 4 years and I got into this relationship because my boyfriend promised to marry me but now after four years he is refusing marriage and I found out he was cheating on me with multiple women. To few he even was pursuing for marriage just like me and having physical relations with all of us. How do I file a case of him? He thinks nobody can do anything to him.( Mumbai, Maharashtra )","Dear client,Here are a few routes that you may consider while dealing with neighbor harassment:1.     Gather evidence- You may take photos and videos of what your neighbor might be doing.2.     Call the police- You may call 100 and call the police on your neighbor. The police can arrive at their house and investigate the matter. In many cases, the police can also confiscate items that may cause harassment to you, if any.3.     Do not engage- As difficult as it is, do not engage with your neighbor. You do not want any sort of evidence that shows that you yelled at your neighbor or undertook violent measures. It is very difficult to stay calm in such situations and you may think of losing your calm in the moment but it is not going to work in your favor.4.     File a complaint against them- You can file a complaint against your neighbor. Even though it may not always mean that the police are going to investigate the matter at once, it is recorded proof of your complaint against them.5.     You may file for a restraining order- You can definitely file for a restraining order against your neighbor, especially in matters like trespass and stalking. It is a temporary order by the court that prohibits any person from undertaking a particular action. It also prohibits a person from approaching and contacting someone.6.     Try settling the matter amicably- It is always for the best if you can settle the matter amicably with your neighbor as a harassment suit can be expensive and time-consuming as well. This also protects you from having animosity with your neighbor and maintaining civil relations.","The situation described involves potential offenses under the Indian Penal Code, such as cheating (IPC Section 415) and criminal intimidation (IPC Section 506). Given the ongoing harassment and threats, filing a detailed FIR with the local police station is crucial, emphasizing the repeated nature of the threats and the fraud involved. Additionally, consider seeking a restraining order or injunction from the court to prevent further harassment and protect your grandmother. If the police are not taking adequate action, you can approach the Magistrate under Section 156(3) CrPC to direct the police to investigate. Collect and preserve all evidence of harassment and fraud, such as messages, calls, and witness statements, to strengthen your case.",20.714,4.4815,18.2267,21.2709,84.0604
22,"Hi we have worked with commqui technologies pvt ltd. the owner has not paid our dues for the month of february yet. he ignores our follow ups and answers whenever he wants . the owner said the client has denied paying commqui stating that we havnt worked for that month , however we did . everyday we are juggled by the owner yashesh sawalkar ( owner of commqui technologies and kalpatru site head Mr Imran . in all of this we have not recieved our salaries. please help us get our salaries. the company has sent us mail stating that we have been laid off and will be paid the dues of feb soon and now they claim that we never worked.( Mumbai, Maharashtra )",DP_3 → ART_39A → JOGINDER_KUMAR_1994 → IPC_489A,DP_3 → ART_39A → JOGINDER_KUMAR_1994 → IPC_489A → Indian Penal Code 1860 → Dowry Prohibition Act 1961 → counterfeiting → dowry_harassment,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","Hello sir, I have a cousin who lives on a seperate builder apartment in the same building. He is mentally unstable and he usually threatens us and neighbours, abuses everyone and try to hit them too. He changes the position of CCTVs in my house. He has no parents or grand parents. I have called police several times but they say they can't do anything. Everyone in my locality is horrified. I can't afford a private psychiatric treatment or hospital. But he is constant threat to me and my parents and whole society. What to do?( North West Delhi, Delhi )","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","Dear client,From the content of your query it appears that your employer is involved in unfair labour practice.Reach out to concerned office of Labour Commissioner with your appointment letter and all other relevant papers that prove your complaint or the office of concerned Chief Inspector, Shops and Establishments if your Company comes under the purview of them for redressal of your grievance ASAP.Wish you all the best.","The primary legal issue here is non-payment of wages, which is governed by the Payment of Wages Act, 1936. Under this Act, employees are entitled to timely payment for their work, and any delay or denial can be contested legally. Since the company has acknowledged the dues via email, this can serve as evidence in your favor.

You can file a complaint with the Labour Commissioner in Mumbai, as they handle disputes related to non-payment of wages. Additionally, consider sending a formal legal notice to the company demanding payment of your dues. If these steps do not resolve the issue, you may file a suit in the appropriate labor court for recovery of your wages.",20.714,4.4815,18.2267,21.2709,84.0604
23,"No defence counsel permitted in GCM. Prosecution represented by qualified counsel( Jaipur, Rajasthan )",CRPC_302 → IPC_205 → IPC_149 → CRPC_195,CRPC_302 → IPC_205 → IPC_149 → CRPC_195 → perjury → fir → Code of Criminal Procedure 1973 → Indian Penal Code 1860,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","How many days zero fir take to shift to another state in 376 ipc( South Delhi, Delhi )","In my family my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","Dear client,No person can force him to appear guilty or ask him to prove himself guilty against his will. The accused have the right to defence counsel in case of General court-martial when the accused may face bad conduct discharge.","Under the Indian legal framework, the principle of natural justice, which includes the right to legal representation, is a fundamental aspect of a fair trial. However, in a General Court Martial (GCM) under the Army Act, 1950, the accused does not have an automatic right to be represented by a civilian lawyer unless permitted by the court martial. The prosecution is typically represented by a qualified Judge Advocate.

The user can request the GCM for permission to be represented by a civilian defense counsel, citing the importance of a fair trial and any complexities in the case that require specialized legal expertise. If permission is denied, the accused can still seek advice from a civilian lawyer outside the court proceedings to prepare their defense strategy. Additionally, consider filing a writ petition in the High Court challenging the denial of legal representation if it significantly impacts the right to a fair trial.",20.714,4.4815,18.2267,21.2709,84.0604
24,"I have joined in DAV Public School, Bistupur, Jamshedpur as a PGT Physics Teacher on 14th June, 2024 as per given offer letter (attached below) with the mentioned salary. But even after more than 80 days I have not been given any appointment letter or ID card from the school, salary is also not given as per mentioned salary. After joining of one month, principal maâam tried to provide me lower post, but I was not agreed with her because same post and salary had been offered from Odisha and I left that opportunity on the basis of this offer letter. On 3rd September, 2024 when I emailed to Principal maâam demanding my appointment letter, ID card and salary, she became aggressive and ousted me from the school without any written notice or explanation. Also I have been removed from all necessary Whatsapp groups of the school. Next day, on 4th September, 2024 I went to school on time (7:30AM), but guards were not permitting me to enter inside the school, saying that principal maâam and management is not giving me permission to enter into the school. I tried to contact to the other teachers and principal maâam, both by calling and messaging, but no reply has come from the school. I had been waiting there for 3 hours and then returned back to home. Again next day 5th September, 2024 (It was Teachersâ Day) I went to school as usual, but in front of the students and parents I was ousted me from the school gate again. I called to Bistupur Police Station helpline number to mention this issue, but they also behave aggressively and didnât do anything, saying that it is a public school and decision of allowing or not allowing inside the school is totally the choice of the principal (I have recorded the call also). Total incident is with me in video and audio recording format of those two days.

Then I have given one application mentioning these situations to Bistupur Police Station, but from them also no reply has come till today (24th September, 2024).

I have sent a legal notice mentioning all these to the Principal maâam, but no reply has come till now. I request you to do the needful as soon as possible so that I can continue my teaching profession in the same school with full efficiency. I am totally confused what to do now, as a teacher if my respect is outside the school gate then how a teacher can lead our society for betterment.

I need suggestions from you sir, what to do now?

Thanks and Regards.

1. Attendance register (for joining date)
2. Soft copy of id card from school 
3. Bank statement (for not giving proper salary)
4. Advertisement (for requirement of PGT physics teacher in 2024-25)
5. WhatsApp (removal from each group) 
6. Google map timeline (for getting the time of approach to the school on 4th and 5th September)
7. Offer letter of Bistupur.
8. Offer letter from Odisha.( Jamshedpur, Jharkhand )",DP_3 → PROC_CHEQUE_BOUNCE → ART_39A → CRPC_210,DP_3 → PROC_CHEQUE_BOUNCE → ART_39A → CRPC_210 → Code of Criminal Procedure 1973 → Dowry Prohibition Act 1961 → dowry_harassment → charge_sheet,"Sir a present municipal commissioner registered a contract Co. in his office to participate in works contract. . an elected councillor is a major partner in the company The company took many contract payments . They produced fake TDS tax remitted certificates and misappropriated tax revenue 38 lacs. HC ordered for recovery. Recovery was effected. FIR registered against the Co. But still present commissioner awarding contact to same Co. But no criminal action initiated against the commissioner. So many petition sent to higher officers. All are waste. Pl tell what's the procedure to get prosecution sanction against the commissioner sir( Vijayawada, Andhra Pradesh )","Can a police commissioner issue tadipar notice to an accused who got bail from high court for two case framed against her 
The case r IPC 384 170 506(2)114.
Second case 384 170 323 504 114( Surat, Gujarat )","Hello,

Iâm 35 yrs women unmarried working for private company. In dec 2017 i met one guy in Tinder he is a divorced 40 yrs working in same city. We exchanged contacts started conversations in April 2018 then met became friends and continued. One fine day after 5 months July 2018 he planned a trip and made me book hotel and we went in his car that night he forced me sexually molested mentally physically emotionally forced me to have Sex and morning when I started crying he convinced me to get married and try and continue relationship for sometime as he is recently divorced and needs sometime. We continued our relationship with few good and bad situations he always used to make me take pills to avoid pregnancy and again he planned another trip in dec and forced me to join and again forced and used me for sexual contact for 4 days. After we were back to city and I was diagnosed with some skin reaction that turned my face black he started ignoring me but relationship continued till April 2019 but I was sensing his ignorance and distancing from me I had to ask him about Marriage he as usual threatening and said will sucide if I go to his parents or tell anyone about our relationship. I couldnât control my emotions I had to tell my family about he cheating on me my uncle called him to meet and discuss he then confessed on May 31st 2019 that he is engaged in April and doesnât have any relationship with me Iâm just his friend and nothing to do with me. I went to seek help from his family his parents abused insulted me and my family and said will pay compensation but will not get his son married to me. As Iâm brutally cheated in the name of marriage and commitment and physically used emotionally and mentally threatened Iâm seeking justice. We have filed FIR against him on sec 376 and 420 he was sent to jail for 10 days and he is now out on bail as his lawyer brought in the act that guy and girl are matured and itâs mutual live in on going relationship so this shouldnât be considered as rape or cheating. He was granted bail and he is out.

In my case me and the guy were best friends and all our whatsapp chat,text were only friendly text and everything changed with the first trip we have been to on July 28th/2018 when he forced me and had physical contact without my interest and promised me to marry and made me continue the relationship till he found another women and got engaged in April/2019 and yet continued with me and has informed me in May 31st/2019 when i was asking him on our marriage.
Initial days he said he was cheated by his wife hence he got divorced as she had extra marital affair with her boss. Later while we were continuing the relationship he confessed in whatsapp text on oct 12th/2018 that he cheated his wife and he said that can be the reason for her to cheat on him and he has been cheating women since age of 21 and he cannot be committed to anyone and this is the reason he is not ready for marriage as he said he cannot trust me either but he again convinced me to continue the relationship with him also planned 2nd trip and forced me to join the trip in dec 30th 2018 to 2nd jan 2019.
In police station and 2 call recordings with my friend he confessed im just his friend no physical contact. His lawyer in court confessed its live in relationship it was consensual sex with no promise of marriage will not amount to rape or cheating this is clear enough the guy is lying from start as he said no relationship and lawyer confess mutual relationship.
I do have few exchanged text where later guy has agreed on 10th sep/2018 saying it was my mistake i shouldn't have planned the first trip especially.
Also few threatening messages from May 2nd/2019 that he has no desire to live will leave job house as i told him will go to his family. also orally he said to write an agreement that i will not come to his family property or file dowry harassment case then he will do register marriage.

His marriage date was 27th June/2019 with the engaged girl and his bail was confirmed on Jun 26th hence he is out and i'm not knowing if he is now already married or his marriage is postponed.

My only evidences are our trip bookings and our few text he agreed on saying trying the relationship, he had to walkout as relationship didn't work but he was texting calling meeting till May 31st/2019 when he was already engaged to another women in April 2019 which he had deliberately hided from me and then in frustration he texted threatening messages where he also confessed i am all yours you can do anything with me but shouldn't go to family and orally said to write some agreement on not entering his family or property or dowry case then he will do register marriage. when i said will have to speak to his family.

He now totally denies that he ever promised or committed on marriage and its mutual relationship on NO commitments which is false but i cannot prove as he always promised orally.

I need strong advice on how to fight against my case as his lawyer is senior and defending him on mutual consensual on going relationship for 1.5 years and he never promised or committed it was with no commitments and both are matured so shouldn't be 

He confessed in whatsapp text about cheating his ex wife and many girls before and cannot be committed to anyone in the name of marriage.

Now his financee and his parents are supporting him saying its mutual relationship now the guy is already engaged to another girl so they will not allow him to marry me.

His lawyer is strongly saying girl only booked the first trip booking and both are matured and will not amount to rape or cheating on the basis of mutual relationship.

He has brutally cheated me now wants to marry an young girl who is supporting him and doesn't want to marry me or accept that we had any relationship on the promise of marriage. Kindly help me to fight this case.

Iâm done with my 164 Statement recording in court on July 1st in presence of judge.

Please advice me on my case and how strongly i can fight and get justice.( Hyderabad, Telangana )","Dear Madam,Such highhandedness is in practice In many of the public schools and the remedy lies if your approach the concerned government Higher educational Officers and the Ministry of education to teach them a lesson. But it may cost your bright future. Think twice before taking aggressive action against such rude Principal.","The primary legal issue here is wrongful termination and breach of contract. Under Indian Contract Act, 1872, an employment offer letter constitutes a binding agreement, and failure to provide an appointment letter or adhere to the terms can be challenged. You can file a complaint with the Labour Commissioner in Jharkhand for unfair dismissal and non-payment of agreed salary. Additionally, consider filing a civil suit for breach of contract to seek compensation for the loss of employment and damages. Collect all evidence, including the offer letter, bank statements, and communications, to strengthen your case.",20.714,4.4815,18.2267,21.2709,84.0604
25,"I have been in a relationship with a guy since last January. Our families also known to each other. But on 24th December he left from his place with his mother. Since then he has blocked me.. from all the sources and also my parents and friends contacts.His father has no idea about our matter. Before he left we had a argument and his mother interfered there and she even asked me to commit suicide. He promised me for marriage and did everything. What should i do?( Hooghly, West Bengal )",IPC_309 → GIAN_KAUR_1996 → IPC_308 → IPC_182,IPC_309 → GIAN_KAUR_1996 → IPC_308 → IPC_182 → Indian Penal Code 1860 → murder → ART_21 → CRPC_482,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","In my family my parents and grandparents argue in higher volume sometimes ill language is used. But nothing goes beyond quarrel. My neighbors have started complaining about the same and have threatened to file police complaint against us they have also threatened us in unparlimentary languge. What can be done in our defense and What can happen if they call police on us?( Pune, Maharashtra )","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","Dear Madam,Since you were in a live in relationship presumably you know his whereabouts.There are two options.Option 1. Forget it. Start a fresh.Option 2. Fight it out. So that he will not spoil the life of another girl/lady.The choice is yours.Shanti Ranjan BeheraAdvocate","The most pertinent legal issue here is the potential criminal liability for abetment of suicide under Section 306 of the Indian Penal Code (IPC) if the mother’s statement is taken seriously. However, since no suicide attempt occurred, this may not be immediately actionable. The promise of marriage could potentially give rise to a case of cheating under Section 415 of the IPC if it can be proven that the promise was made with no intention of fulfillment.

Legally, you cannot force someone to marry you, but you can consider filing a complaint for cheating if there is evidence that the promise of marriage was deceitful. It may also be beneficial to document any harassment or threats for future reference. As a next step, consider consulting with a local attorney to evaluate the evidence and potentially file a complaint with the police if there are grounds for criminal charges.",20.714,4.4815,18.2267,21.2709,84.0604
26,"Please help sir, I am in a big trouble. Sir, a girl who was minor met me in a wedding. She sent me request on instagram and kept asking me to get into relationship. Initially, I was avoiding her but After a period, I also said yes but I didn't know her age at that time as she lied about it(Her actual age was16 then). So, then one day she asked me to pick her up and we roamed in my car. She wanted to stay the night with me in hotel. But, since my parents don't allow me to stay anywhere for the night, so I couldn't accept her proposal. Then she told me to drop at her some sister's place which I did. I later found out she was not informing her parents about the night out. So her parents somehow got my contact and suspected her to be with me. Her phone was off meanwhile. And, I did tell her parents about her whereabout. Her parents then found her the next day in a boys room( which earlier she told me to be her some sister's room). But, then the girl took U turn and blamed everything on me for raping her on the pretext of marriage and abandoning her on the road. The boy who she stayed with was released as she blamed me and told police that the boy saved and gave shelter for the night to her as she was abandoned on the road. I was sent to jail for 2 months in POCSO case and then got bail. Now, the scene is that she is asking me an iPhone to settle the case in court(she's ready to give a statement supporting me) . She is saying that she would convince her parents to settle the case after she gets the phone. I am willing to meet her demand but I can't trust her. Can you suggest something that I can get rid of the case even if I have to give her the iphone ( I have already bought it and it is with me ). How can I make sure that she will be doing what she is saying. Also, to be noted that she has already given her statement once against me in the court already. Can I somehow prove in the court that she is blackmailing me to get a phone to settle the fake case. Please, reply .( Guwahati, Assam )",CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210,CRPC_154 → CRPC_156 → CRPC_200 → CRPC_210 → fir → PROC_KIDNAPPING → PROC_FIR_FILING → PROC_SCST_COMPLAINT,"My Great grandfather's property has big house in valaynadhapuram Andra pradesh .but his sons and daughters couldn't be shared, one of the younger son should be occupied My grandfather had an attack hewill be so far before 8 years. So grandma is so poor she will be helpless. That property details couldn't be given by grandpa's brother and his family. So please we want me to get idea to got my property.","We are rebuilding our house. Because of this our neighbour harrassed us, physically assaulted my brother,abused my mother while constructing it (work is still not done) and he almost promised that he will take revenge again during future construction.\n\nHe along with his son ,son-in-law and his known persons are trying to capture our land. he threatened us , filed a false case.\nSo we want to file a criminal case against him,his son and son-in-law in indulging in this criminal matter of physically, verbally assaulting us.
He is trying to capture the land( Kolkata, West Bengal )","We have small piece of land in our native which is in tamilnadu. My dad and his brother are the true heirs. Govt has allotted and provided all the original documents. We have the patta also. Even the land was surveyed and thasildhar has approved the survey. Now in that small piece of land my uncle who is close relation had put up a shed in one corner from past 7 years which we did not care since they are our close relatives, and thought they will vacate when we request. But they turned against us and this went into physical fight where dad and opposite person was hurt by pushing each other. Opposite person got injured in head and later dad went to police station and gave complaint( Tiruvannamalai, Tamil Nadu )","Dear client,please note,Section 193 of the Indian Penal Code provides for punishment for false evidence in a judicial proceeding. Whoever intentionally gives false evidence or fabricates false evidence shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fineSection 182 of the Indian Penal Code provides for punishment for giving false information with the intent to cause a public servant to use his lawful power to the injury of another person. Whoever gives false information shall be punished with imprisonment of either description for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with bothSection 195A of the Indian Penal Code provides for punishment for threatening another person with injury to his person, reputation, or property, or to the person or reputation of anyone in whom that person is interested, with the intent to give false evidence. The punishment is imprisonment of either description for a term which may extend to seven years, or with fine, or with bothIn addition to criminal penalties, people who give false evidence or make false statements may face civil claims, such as defamation or perjury.The next time she contacts you about the payment of the phone in return for her testimony, please record it or take Screenshots. It would help your case.","Offering an iPhone in exchange for altering testimony could be considered bribery or witness tampering, which is illegal under Indian law. Under the Protection of Children from Sexual Offences (POCSO) Act, any sexual activity with a minor is a serious offense, and the law does not consider consent or ignorance of age as a defense. Instead of engaging in potentially illegal actions, gather evidence of her demands, such as recordings or messages, and present them to your attorney. Your attorney can then advise on filing a complaint for blackmail or extortion against her. Additionally, focus on building a strong defense by collecting evidence that supports your version of events and consult your lawyer about any inconsistencies in her statements.",20.714,4.4815,18.2267,21.2709,84.0604
