sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
34,"We would like to know, whether trainee/probationary can be employed for one year from the date of 1st day employment for operators. after one year , they will be confirmed as permanent and will be applicable for min wages act.
what payment to be given for the first year along with Esi and PF.( Bangalore, Karnataka )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → gratuity → labour_court → EPF_AT,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in indian software MNC from october 2008 till date from 2008-2018 I was medically fit from 2018 I suffering from asthma, hip joint bone AVN disorder but this is not affecting my office work at all my office work performance is good so currently I am asking for work from home so can my employer terminate me for medical health( Pune, Maharashtra )",Dear ClientYou need to check your company's service rules to know whether and how the probationers can be absorbed and confirmed. You talk to a lawyer with full details of your employment to have comprehensive understanding on this.,"Under the Minimum Wages Act, 1948, all employees, including trainees and probationary employees, must be paid at least the minimum wage set by the state government for their respective category and industry. In Karnataka, this means ensuring that even during the probationary period, operators receive at least the statutory minimum wage. Additionally, the Employees' State Insurance (ESI) Act, 1948, and the Employees' Provident Funds (EPF) and Miscellaneous Provisions Act, 1952, require contributions for eligible employees, including those on probation, provided they meet the salary threshold.

Employers can employ individuals as trainees or probationers for a specified period, but they must comply with statutory wage and benefit requirements. Ensure compliance by reviewing the current minimum wage notifications for Karnataka and making necessary arrangements for ESI and PF contributions. Consult with a labor law expert to ensure all employment contracts and policies align with statutory requirements.",20.3662,4.4379,18.1692,20.6204,84.4515
35,"Company asked me to leave after probation period As my employment not confirmed 
Due to : - 
1)	Manager doing many unethical practices he was fearing I will update to management (Proof I have).
2)	Not got any opportunity to clarify someone else
3)	In 6 month I have synchronize all activities, build two best team &amp; Enabled process for Cloud &amp; DevOps. So my manager now confident he can continue delivery as followed by my setup.
4)	Even at the time of joining I have not signed Code of Conduct policy because they are new to India operation I was worried they may utilize my skill and will remove me.
Please advise.( Bangalore, Karnataka )",SCST_A_19 → RPSR_2 → RPSR_3 → RPSR_156B,SCST_A_19 → RPSR_2 → RPSR_3 → RPSR_156B → probation → RPSR → SCST_A → leave,"I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","I resigned from the company and had cleared all the exit formalities also I have served the notice period, submitted all the assets and completed all the exit procedures. But during my Full and Final settlement company sent me recovery letter stating that I have to pay company dues for using the leaves benefit which the company has provided or else the legal action will be taken. Going through the company policy I found that there is no such line mentioned about leave recovery during the employee's exit. When I asked for clarification from the HR, there is no response from them regarding this. I have sent multiple reminders stating clarification but there is no response. What do I do in this case? How can I go legally in this matter since there is no reply from company's side?( Thane, Maharashtra )","Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","A.Dear Sir/Madam,After completion of the probation period, it is the discretion of the employer to put you on permanent role or not. If you have proof regarding the issues he has made for you, then, you must complaint this to the head of the department before you leave the job.","The primary legal issue is whether the termination after the probation period was wrongful or retaliatory. Under Indian labor laws, particularly the Industrial Disputes Act, 1947, an employee can challenge a termination if it is arbitrary or retaliatory, especially if it involves whistleblowing against unethical practices. Since you have proof of unethical practices by your manager, you may have grounds to claim wrongful termination.

You can file a complaint with the Labour Commissioner or approach the Industrial Tribunal for redressal. Collect all evidence of unethical practices and any communication related to your termination. Consider sending a legal notice to the company outlining your grievances and seeking either reinstatement or compensation.",20.3662,4.4379,18.1692,20.6204,84.4515
36,"I have signed a bond of 5 years in the company, I have completed one year. Now i have been put into PIP. If i get terminated or resign after the PIP period ends will i be liable to to pay the bond amount?( Bangalore, Karnataka )",ICA_73 → ICA_74 → SRA_14 → SRA_16,ICA_73 → ICA_74 → SRA_14 → SRA_16 → Specific Relief Act 1963 → employment_bond → wages → PROC_EMPLOYMENT_BOND,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in a company but it is not adding any value to my personal development & career development. I am in the end of probation period. Can my company take action against me if I resign from the job or will have to face consequences. I want to know how they will handle me.( Bangalore, Karnataka )","Dear Client,In case you have resigned voluntarily before completing the bond period, many agreements would require you to pay the bond amount as you are breaking the contract. Check the specific clauses related to resignation, termination, and PIP.  If the terms are ambiguous, it might be helpful to discuss with your HR department or consult a legal professional to understand your obligations. Though If the bond explicitly states that you owe the bond amount upon resignation, you might have to pay it even if you resign after PIP. However, the company's ability to enforce the bond in this case would depend on the specific terms and conditions We hope that our response is helpful to you.","If you are terminated after the Performance Improvement Plan (PIP) period, you generally would not be liable to pay the bond amount, as the termination is initiated by the employer. However, if you voluntarily resign, the terms of the employment bond will determine your liability. Under Indian law, particularly the Indian Contract Act, 1872, an employment bond is enforceable if it is reasonable and not in restraint of trade. Review the bond terms to assess any stipulated penalties for early termination. Next steps: Consult the bond agreement for specific clauses related to termination and consider negotiating with your employer regarding the bond terms.",20.3662,4.4379,18.1692,20.6204,84.4515
37,"My company removed me from the job without prior notice. I got this job a week back but they suddenly told your performance is not upto the mark so you will be kicked. Is this a right practice? I traveled around 400km for this job.( Bangalore, Karnataka )",GST_143 → GST_141 → LIM_54 → EC_RULES_66,GST_143 → GST_141 → LIM_54 → EC_RULES_66 → EC_RULES → LIM → GST → GST_129,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I was sick with covid in the month of April. So I didnt work for April, May and June, but marked the attendance on the company portal. I recieved salary for all these months with salary slips. Now they mailed me not to mark attendance for july and saying they will adjust april, may and june salary when I start working again. Can they do that? Should I mark july's attendance? Can they take any legal action against me? I have marked the attendance on the portal, is anything wrong in that?( New Delhi, Delhi )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )",Dear client ask for reason behind termination ask for all legal documents and file a Labour case near your area consult a Labour lawyer near you. Regards NITHYANANDAN.S,"Under Indian labor law, particularly the Industrial Employment (Standing Orders) Act, 1946, an employer must provide reasonable notice or compensation in lieu of notice before terminating an employee, unless the employment is probationary or at-will. Since employment was only a week long, it is likely considered probationary, allowing for termination without notice if specified in the employment contract. However, if no such terms exist, the termination may be contested for lack of due process.

The user can request a copy of the employment contract to verify terms regarding probation and termination. If the contract lacks clarity or the termination seems unjust, filing a complaint with the local labor commissioner in Bangalore is a viable step.",20.3662,4.4379,18.1692,20.6204,84.4515
38,"Dear Sir/Mam, I recently changed my job and in my new workplace PF is not contributed by the employer neither it is deducted from my salary. I requested them to deduct but they refused. My previous Employer used to deduct PF. I want my EPF to continue for retirement and tax benefits, what can I do?( Mathura, Uttar Pradesh )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → labour_court → gratuity → EPF_AT,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I lost my Job in the year 2017 due to a false sexual harassment matter. I didnt fight in court of law. I worked  in few places who didnt insist for character certificate from police. Now new employer insists on character certificate. What should i do? Will persuation to police department help? My online application was rejected and i m not aware why it was rejected though.( Mumbai suburban, Maharashtra )","Dear Client,If your employer hire more than 20 employees under him then he need to maintain EPF and contribute his share in that. In other case he can deny to contribute if all other employees in majority want EPF Exemption. These two condition are exemption in case of EPF for employer and in all other situation he need to contribute under EPF scheme. The punishment for employer who contravenes or make default is payment is prescribed i.e.punishable with imprisonment for a term which may extend to six months, or with fine which may extend to one thousand rupees, or with both.Thank You.","Under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952, it is mandatory for establishments with 20 or more employees to provide EPF benefits. If your current employer has 20 or more employees and is not contributing to the EPF, they are likely in violation of this Act. You can file a complaint with the Employees' Provident Fund Organization (EPFO) to enforce compliance. Additionally, consider discussing the issue with your HR department to ensure they are aware of their legal obligations. If the establishment has fewer than 20 employees, they may not be required to provide EPF, and you may need to explore voluntary schemes for retirement savings.",20.3662,4.4379,18.1692,20.6204,84.4515
39,"The employment contract states that the company can terminate the employee without notice during the probation period. However the employee has to give a 2 month notice period or two months salary failing that, during probation. Is this legal?( Mumbai, Maharashtra )",MEPS_26 → MEPS_40 → SCST_A_19 → RPSR_2,MEPS_26 → MEPS_40 → SCST_A_19 → RPSR_2 → RPSR → MEPS → SCST_A → notice_period,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","I'm working in American MNC ( Concentrix Daksh services India Pvt Ltd) situated in Gurugram, haryana, India. The nature of company is service provider to top clients including global tech giants. And I'm working for one of the world's biggest tech giant (Google TVC ), by providing services in specific project on behalf of above mentioned company (CNX ). So, I came to know that we are offered very less salary as compared to average salary in other regions in world and no where near the average salary of Google. And recently it's highlighted by whistleblower that Google illegally underpaid thousands of workers in many countries breaching pay parity laws. So I need advice in context of that if pay parity laws says in US that Google TVCs ( temporary, vendors and contractual workers ) are entitled to equal compensation. So is it possible to highlight same issue in India as well, and if yes, how to do it and how to get success in receiving the entitled compensation from Google or main company ( cnx), ( which ever is culprit ). I'm adding few links for references and better understanding. https://amp.theguardian.com/technology/2021/sep/10/google-underpaid-workers-illegal-pay-disparity-documents https://payparity.org/( North Delhi, Delhi )","Dear client,Yes the employer can terminate during the probation period without a prior notice, provided that this term is included in the agreement. Even the employee can terminate the employment, provided that it is aligning to the terms and conditions, agreement between them.If you are doubtful about the same, let an advocate review your agreement copy before you proceed further.","The employment contract's clause requiring an employee to give a two-month notice or pay two months' salary during probation, while allowing the employer to terminate without notice, may be challenged as unfair and potentially violating principles of equity and good conscience under Indian Contract Act, 1872. This could be seen as an unconscionable contract term, which courts may not enforce if deemed unreasonable. 

The user can file a complaint with the Labour Commissioner or approach a civil court for a declaration that the clause is void. It is advisable to gather evidence of the contract terms and any communications with the employer regarding this issue. Consulting a lawyer to assess the contract's enforceability and to potentially negotiate with the employer would be prudent next steps.",20.3662,4.4379,18.1692,20.6204,84.4515
40,"Have you ever been debarred from any examination or rusticated by any University or any other
 educational authority/institution?



Is college exam included in this?( Aligarh, Uttar Pradesh )",FIN_A_44 → RPSR_15 → RPSR_3213 → FIN_A_29,FIN_A_44 → RPSR_15 → RPSR_3213 → FIN_A_29 → FIN_A → RPSR → RPSR_7826A → FIN_A_27,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","Hello Sir/Mam,

I was worked for a private IT company 5 days working a week for 4 years, 7 months and 24 days. Now when i asked company to pay the gratuity amount. They deny it saying i need to complete 5 years to become eligible for gratuity. But as per my research and finding a one should be eligible after 4 years, 190 days. Please help me out how to proceed further.( Jaipur, Rajasthan )","My wife working in a private company since last 1year. She is expecting first child and due date is around February next year. She is planning to inform and ask the employer for maternity leave. However she is getting to know that the employer allowing only 3months for paid maternity leave. What can we do about this?( Bangalore, Karnataka )","Dear client,Debarred - This means that were you prohibited by any authority for giving exams. If any authority conducting the exams debars you from writing the exam, maybe by way of malpractice or any other illegal means followed by you while writing the exam, only then you can agree on being debarred in that attestation form.Yes, if the college exam is conducted by any authoritative board, then yes it is included.","The legal issue concerns whether college exams fall under the category of examinations from which one can be debarred or rusticated by an educational authority. Under the applicable educational regulations, college exams conducted by recognized universities or educational institutions are included in this category. Therefore, if one has been debarred or rusticated from a college exam, it must be disclosed if such a question is asked by an authority.

The user should review the specific regulations or guidelines provided by the university or educational institution to understand the implications of being debarred or rusticated. If required to disclose such information, ensure that any relevant documentation or records are accurately presented. If uncertain, seek clarification from the institution or a legal advisor familiar with educational law.",20.3662,4.4379,18.1692,20.6204,84.4515
41,"Hello sir/ma'am
I accepted an offer letter via mail for an online job last week, nd send in the resignation after only 3days of working with them. Is the offer letter or my ""i accept you offer"" mail legally binding?( Thiruvananthapuram, Kerala )",MEPS_26 → MEPS_40,MEPS_26 → MEPS_40 → notice_period → MEPS → leave → retrenchment,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","In my graduation 3rd year marksheet my date of birth 21-jun-1993, seen 21-jun-1983 from distance, but actual it 21-jun-1993 when seen by lens, in 1993 third digit 9 is likely shaped birthday candel 9, and shape is likely 9,. Qr code represent 21-jun-1993 also. 
Please suggest me that ...should I do apply reprint in University or not? Is there any problem in govt job?( Bundi, Rajasthan )","Dear Client,You need to check the document in detail to see if it mentioned any notice period or a particular time to be spend with the company. On absence, youâd be safe.","The acceptance of an offer letter can create a legally binding contract if it includes all essential terms and both parties have agreed to them. Under Indian Contract Act, 1872, a contract is formed when there is an offer, acceptance, and consideration. However, if the contract allows for a notice period or probationary period during which either party can terminate the agreement, you may be able to resign without legal repercussions.

You can check the terms of the offer letter for any clauses related to resignation or notice period. If there is no specific clause preventing early resignation, you may legally terminate your employment. Consider sending a formal resignation email citing the terms of the contract and keep a copy for your records.",20.3662,4.4379,18.1692,20.6204,84.4515
42,"Dear Sir/Madam,
myself working with MNC, at Mumbai for more than 8 year, we got 1 month notice period in offer letter while leaving job willingly. jut now our HR send e mail in BCC not to all employee which we come to know by mutual  discussion among us, after 2 days they get letter signed from us for 1 month termination clause replaced with 3 month. (letter's draft quote/unquote below) 
My query 1) it is officially correct to change termination period from 1 month to 3 month by issuing separate letter for employee worked for 8 year 2) if i serve 1 month notice can they deduct salary for 2 month , if yes how from PF, GRATUTITY, MEDICAL LTA ETC.  below quoting data of msg. for clear understanding'
quote
Dear All,
This is to inform you that there is an amendment in the Termination Clause of the letter of appointment. These changes will be in effect from June 01, 2018
Notice Period while in Probation:        Current notice period of 15 (fifteen) days is replaced by 1 (One) month

Upon Confirmation of services:            Current notice period of 1 (one) month is replaced by 3 (three) months

âTerminationâ Clause will be read as:

The first six (6) months of your employment will be on a probationary basis. Should either party decide to terminate the employment before the probation is confirmed,

1 (One) month written notice or payment of salary in lieu of notice shall be given.

Otherwise the employment may be terminated:

Â·            By either party hereto giving 3 (Three) monthâ notice in writing or payment of salary in lieu of notice; or

Â·            By the Company at any time without giving notice or salary in lieu of notice under the following circumstances:

Â·         If you indulge in any dishonesty, misappropriation, acts subversive of discipline, willful insubordination, riotous disorderly and indecent behavior, fraud, dishonesty and drunkenness or if you are at any time found to Commit any serious or persistent breach of any of the terms of this AGREEMENT; or

Â·         Be guilty of any grave misconduct so as to bring Company into disrepute; or any indiscipline not in the interest of the company.

Â·         If you are at any time found to be acting dishonestly or using your position in the Company for your own personal advantage contrary to the interests of the Company which will lead to immediate dismissal without notice or compensation whatsoever.

Â·         Filing for bankruptcy or making any arrangement with creditors (technically you cannot terminate for bankruptcy it is unconstitutional).

Â·         Become medically unfit and you remain absent due to continued ill health or due to unsound mind; or

Â·         Commit any criminal offence if the same is considered to be of a serious nature and incompatible with further continuance of your employment with the Company.

Adjustment of leave against unserved notice period cannot be construed as the right of the employee and is at the sole discretion of the organization.
unquote
Thanks/Regd.",IEA_114B → MEPS_26 → MEPS_40 → MWA_14,IEA_114B → MEPS_26 → MEPS_40 → MWA_14 → overtime → Minimum Wages Act 1948 → MEPS → notice_period,"I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","My father worked as driver in KPTCL on 1994  he worked 5 days only then he will not reported to duty because of    he is suffering from health issue and then one year back 29/05/2018 my father is died  so that  we are eligible for taking job from compassionate ground or not . my father no given to resignation letter to department( Shimoga, Karnataka )",Please check your employment conditions or internal rules states that the employer shall have the right to change the rules at any point of time.regardsrajeev,"The unilateral change in the notice period from 1 month to 3 months without mutual consent may not be legally enforceable under Indian contract law, which requires mutual agreement for contract modifications. According to the Indian Contract Act, 1872, any alteration to the terms of a contract must be agreed upon by both parties. If you serve only a 1-month notice, the company may attempt to recover the remaining notice period salary, but they cannot legally deduct from statutory benefits like PF and gratuity, which are protected under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952, and the Payment of Gratuity Act, 1972, respectively.

Next steps: 1) Consult with an employment lawyer to assess the enforceability of the new notice period clause. 2) Consider sending a formal letter to HR disputing the unilateral change and stating your intention to adhere to the original 1-month notice period.",20.3662,4.4379,18.1692,20.6204,84.4515
43,"Sir... I worked in a pvt company for 5 years(2009-2014). Then I resigned from 2014 and joined another company in 2018....

But i transfered epf money from old company to new company in 2021.
Epf given me interest for 6 years (2015, 2016,2017,2018,2019,2020).

But epf transfered only three years interest money that is 2015,2016,2017.
Then epf deducted my interest money for year (2018,2019,2020,)in which interest money update was reflected in my pf passbook. 

I complain to epf but they answered me that interest money updated mistakly from 2018 to 2020.

As per rule only three years interest money will be paid/transfer after last contribution. 
Can i got interest money from 2018 to 2020 which was showing in pf passbook.( Bhubaneswar, Orissa )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → gratuity → labour_court → EPF_AT,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Dear team
I resigned on 5th July  and my notice period was 3 months, I served till 24th September and as per 3 months notice period my last working day was 2nd October.... But since I had to join other organization on 27th September I sent multiple mails for relieving me just 5 days earlier from my last working day. 

When I didn't get any confirmation I myself sent declaration mail for my last working day as 24th September and also wrote that I am ready to compensate against my remaining notice period as per HR policy. I joined other organization on 27th September but my previous organization intentionally mentioned last working day as 2nd October

After getting relieving also I sent multiple mails for correction of date but didn't get any help

Please suggest what steps can be taken against my previous employer for this unethical behavior...( Udaipur, Rajasthan )","Dear Client,As per the rule you can get the interest till 3 year after the last payment and after three year it will be stopped. So you can claim for 3 year interest money from the bank after showing the relevant documents.Hope, it is helpful","The legal issue here involves the entitlement to interest on the EPF account after cessation of contributions. According to the Employees' Provident Funds Scheme, 1952, interest is credited to the EPF account for up to three years after the last contribution, as per the EPFO guidelines. Since the EPF office has corrected the interest credited beyond this period, legally, you cannot claim interest for the years 2018 to 2020.

You can file a grievance with the EPF Grievance Management System if you believe there has been an error or seek clarification on their decision. Alternatively, consider consulting the regional EPF office or a legal expert specializing in labor law for further assistance.",20.3662,4.4379,18.1692,20.6204,84.4515
44,"Dear Sir,

I was working with an institution in Mumbai and I had put my resignation in August 2020, as per my contract 30 days of notice period was finalized however due to excess work till September end and beyond that I worked as a consultant for them till end of November mutually agreeing 50% of my monthly salary to be compensated along with YTD sales commission at 1%, to be paid on my last working day. However until now they have not provided any compensation or settlement against the same hence I seek what best I can do. 

I have my resignation letter as proof, my last day announcement on WhatsApp by our director, Email confirmation about the compensation of 1%.

The compensation is around 4.6Lakhs and They still have not paid yet.( Jabalpur, Madhya Pradesh )",MEPS_26 → MEPS_40 → IDA_17B → EPF_12,MEPS_26 → MEPS_40 → IDA_17B → EPF_12 → wages → Industrial Disputes Act 1947 → notice_period → MEPS,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Hi,You can recover the amount by filing a money recovery suit against them. However, you should approach the management first and serve them with legal notice.If you found this helpful, please rate us.","The primary legal issue is the non-payment of agreed compensation and sales commission, which can be addressed under the Indian Contract Act, 1872, for breach of contract. Since the employer has not fulfilled the contractual obligation to pay the agreed compensation, you can send a formal legal notice demanding payment of the outstanding amount. If the employer fails to respond or settle the dues, you may file a suit for recovery of money in a civil court. Collect all relevant documentation, including your resignation letter, any written agreements, and communications regarding compensation, to support your claim.",20.3662,4.4379,18.1692,20.6204,84.4515
