question,answer
"Sir, I got low vision certificate of 40% in 2007.i got govt.service in 2012 and next in 2015.now I am cured from my disability.some one want to file a case on me.will I suspend ?",no you will not.
"My father was a DSCSC govt. employee in Delhi..died in April 2025 due to health problems at the age of 59, 18 months before retirement.
In our family, my mother, 3 sisters and me(son) live in a small owned flat, 2 big sisters are married, mother is a housewife and a sugar patient. My small sister is also suffering from illness as she have hole in her heart. My age is 28 and am unemployed, no regular source of income to handle household expenses and supplies.

What should i do , what is the process? Any help will be appreciated. Thank You( Central Delhi, Delhi )","Dear Client,The objective of the Scheme is to grant appointment on compassionate grounds to a dependent family member of a Government servant who has died while in service, or who is retired on medical grounds before attaining the age of 55 years (57 years for erstwhile Group âDâ employees). thereby leaving the family in penury and without any means of sustainable livelihood, so as to provide relief to the family of the Government servant concerned with financial destitution and to help it get over the emergency. Compassionate appointment is not a vested right or an alternate mode of employment. It is considered and granted strictly following the relevant rules and the scheme. The appointments on compassionate grounds were issued under the Department of Personnel & Training vide O.M. No.14014/02/2012-Estt(D) dated 16.01.2013, and are available on the Department's website. Under the Compassionate Appointments Scheme, employment is offered to any one of the legal heirs of the deceased Public Servant that including Wife, Husband, Son, Daughter, Divorcee, Widowed daughter if qualified for the same in terms of the rules of compassionate appointment. The eligibility for an appointment under the Scheme for Compassionate Appointment is updated on 02/08/2022 by the Department of Personnel and Training(DOPT), Ministry of Personnel, Public Grievance and Pension, Govt. of India, wherein the scope and eligibility for employment under the compassionate appointment scheme are explained in detail. The following factors are taken into consideration for making compassionate appointments: a) The family is indigent and deserves immediate assistance for relief from financial destitution; and b) the Applicant for a compassionate appointment should be eligible and suitable for the post in all respects under the provisions of the relevant Recruitment Rules. The onus for examining the penurious condition of the dependent family members rests with the authority making a compassionate appointment. Courts have clearly stated in various judgments that offering a compassionate appointment as a matter of course, irrespective of the financial condition of the family of the deceased or medically retired Government servant, is untenable. You can go through the complete details and application procedures under the Scheme on Compassionate Appointment on the official website of the DOPT and apply to the concerned authority, DSCSC, and accordingly, apply to the concerned department/authority. seeking an appointment on compassionate grounds."
"I have an official notice period of 3 months and Iâm serving 45 days and ready to buyout the remaining period. However, the company is not agreeing for the same.( Bangalore, Karnataka )","A.Dear Sir,You can quit and say that you are ready to give the amount equivalent to remaining period."
"I joined company one month ago. Now i have to leave company due to health issues. Company asking me to repay 1 month training cost.   

Clause in appointment letter - The company will provide you extensive training during your employment with us and expects you to return the investment made on this training in the form of personal value
addition to the company. 
Clause in Handbook - Incase, a new joiner leaves the company before completion of one year then the company will recover the training cost on companyâs discretion. This is ensured as the company needs to follow the entire hiring process again.

Shall i repay them the training cost because I am not able to see anything related to how much i should pay to them?( Gurgaon, Haryana )","Dear ClientReach out to the human resources (HR) department or the relevant management personnel to seek clarification on the specific amount you are expected to repay. Ask for details on how the training cost is calculated. Clarify what is considered the ""training cost"" and how the company determines the investment made in your training. This information will help you understand the basis for the repayment request. If the terms are not clear or if you have concerns about the repayment, consider discussing the matter with HR or management. Explain your situation, including the health issues that led to your decision to leave, and see if there is room for negotiation."
"There is a work from home company called dreamsjobsolutions which asked me to sign an online agreement to complete the work by 5 days and now that I couldn't complete the work, they are asking me to pay 7,050/- immediately or else they will file a case against me( Davanagere, Karnataka )","Dear ClientYou need to check in your signed agreement that if there was any clause which stated that if you don't complete the given task on time, you should be charged rs.7050.Also, if it is there but you did not have any knowledge about the said clause. The suit may not be maintainable in the court.Thanks"
"Is it a crime in India for government servant to apply a new government job through non proper channel?( New Delhi, Delhi )",It's not a crime rather you will loose all accumulated benefits if you applied for a job without proper channel
"Hi sir,I worked three companies till now,but in EPFO service history shows 4.A company PF history show correct only.In B Company they created pf account as for the dates correct .next I join C company in C company created PF account and it's going on , inbetween B COMPANY created pf account for paying 6days of notice period amount and they closed ....  So in service history it's shows 4 account....so in my next company means 4th (TCS) Their BGV came as negative pls give me solution( Kolar, Karnataka )","Dear Client,Verification of EPFO records through UAN  is critical for conducting employee background checks because it allows employers to confirm that their employees are not using false or stolen identities to gain employment. Background verification(BGV) is a process many organizations carry out in order to verify the information provided by the candidate during hiring. It is commonly observed that many companies safeguard their interest by having a conditional clause in the employment agreement to the effect that the appointment of the candidate may be subject to termination in case of a failed BGV report, which is a good business practice. Once you fail in a background verification of an organization then they will definitely list you in their blacklist, so that you cannot get a job in that particular companies and their branches. In case of a negative background verification check an employer can reject the employment of the candidate. Specially a branded company like TCS strictly follows the BGV report and if there is any false information or any negative verification happens then they can terminate the candidate from their job. So, in case of any anomaly or irregularity appears in your PF record, you should visit the regional offiece of PF Commissioner and get the records corrected following the procedure as advised by the EPF Authority otherwise you may face the consequences as explained herein above."
"so my employer cut my salary to half compared to the contract and told me once the lockdown is lifted and when you start reporting to school you will get the full pay. but the schools started after 1.5 years and for that time i received half salary. my question is has the company breached the contract? and according to the contract we are supposed to resign before 31st jan but since the company has already breached the contract can i leave any time with a short resignation ?( Mumbai, Maharashtra )","Dear Client,yes, the company has breached the contract by not giving you full salary for which you can demand by sending a notice but you should not resign before the assigned date but now the day has passed you can resign.Thankyou"
"I got placed in Cognizant Company in jan 2019 but still didn't get my call letter. Is it ok to send legal notice to that company?( Chittoor, Andhra Pradesh )",Plz contact through Vidhikarya for further information
"Because of this covid 19 my company have given me work from home.They send me system though mail but even after receiving my system they did not gave me any work and at the time of salary the said no work no salary.In lockdown they pay only for april month.now when the give work my system is not working they keep telling me that they will sending new set up tomorrow but its been 1 month I did not received any system and as per their no work no payment this month also I will be non paid.I am under 9months contract with that company from feb to nov 2020.Is there anything I can get my dues if they ask me to leave or any thing eles I can do?please help me.( Gurgaon, Haryana )","On the basis of following circulars you can raise an issue before labor commissioner and get resolve.============================================================================================================================================https://labour.gov.in/advisories-covid-19EMPLOYEE CIRCULARS BY LABOUR DEPARTMENTEmployment Lawsfor Multinational Companies in Indiahttps://singhania.in/wp-content/uploads/2019/08/Employment-Law-Primer-For-Multinational-Companies-In-India-2019.pdfSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.-(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliation officer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]Employment Lawsfor Multinational Companies in Indiahttps://singhania.in/wp-content/uploads/2019/08/Employment-Law-Primer-For-Multinational-Companies-In-India-2019.pdfA. Government-Mandated Employee Monitoring and Dispute-Resolution Bodies Under various pieces of labour legislation, the government is required to create administrative networks in all units employing more than 50 employees, to oversee the implementation of workplace benefits and ensure the representation of employee interests. These networks exist simultaneously with the trade unions. An employee may file his or her grievance either through the union or through any network that exists in the workplace (although, as noted above, normally the union takes up matters of common interest to groups of employees and the grievance cell represents single employees with individual grievances). Administrative networks can be created through the following:  advisory councils;â¢  advisors, officers, inspectors, etc., appointed under various labour laws;â¢  medical benefit councils and medical officers;â¢  welfare committees and officers;â¢Pay boards;  conciliation committees and officers;â¢  grievance cells;â¢  workersâ committees; orâ¢  consultation committees.â¢ Individuals acting as representatives of employees under the various âwelfare mechanismsâ listed above have a wide range of powers. These individuals should not be confused with government inspectors and officers affiliated with the Ministry of Labour, who are employed and paid by the appropriate government to implement and enforce the labour laws. In contrast, the welfare officers discussed here are hired and paid by the employer in accordance with rules framed by the government and are essentially semi-official compliance officers, assisting the employer to comply with mandatory welfare and benefit measures established under various labour laws. Although appointed by the employer, these officers are considered government officials charged with proper enforcement of the employee welfare provisions of labour laws. Their duties, qualifications, and conditions of service generally are prescribed by the various state governments, although, as noted above, they are paid by the employer and reviews of their performance are conducted by the employer. Individuals hired by employers under government requirements and acting as representatives of employees have the following powers:  they can carry out any inquiry and examination with respect to the interests of the employees;â¢  they can make and implement programs for the benefit of the employees, e.g., provident fundâ¢ plans and insurance plans;  they can provide for any damages suffered by an employee during the course of employment;â¢  they ensure compliance with provisions of various labour legislation regarding sickness benefits,â¢ maternity benefits, disability benefits, etc.;  they are responsible for promoting health programs and measures for the benefit of employees;â¢  they can investigate, or form committees to investigate, complaints filed by employees;â¢  they have the power to call for adoption of proper safety measures;â¢  they can call for, or require medical examination of, employees to check for healthy workingâ¢ conditions and a healthy environment. As mentioned above, grievance cells are a part of this welfare mechanism for employees. Employees may bring to grievance cells any matter ranging from the employerâs noncompliance with employee welfare provisions to variations in service conditions and health and safety concerns. Because these cells are perceived as helping to solve matters amicably, they are classified as measures for employee welfare and benefit."
"I have joined a company and resigned on 29th day of joining and ready to serve only 15 days notice as against 45 days official notice period due to gross issues in this company. However, reporting manager wants to serve full forty five days notice period, even I want to buy out notice period. I have to join another company in next five days after completion of 15 days of notice period.

Is there any issue as current company will not release releiving letter if I quit on shorter notice. Is there anything a company do to UAN no./EPFO portal by mentioning wrong date.( Indore, Madhya Pradesh )","Dear client,If you decide to resign from a company before your notice period ends, make sure to keep a record of all your communications and formally request a buyout of the remaining notice period. Obtain a written confirmation for the buyout and ask for a relieving letter, which is essential for your next job. Should the company report incorrect employment dates to the EPFO, you can resolve this issue by reaching out to the EPFO office or submitting a grievance through the EPFO portal. Additionally, inform your new employer about your situation, as they might be flexible with your start date. Hope our prompt support in this matter would be greatly appreciated."
"Regarding the teachers who leave the school either in between the probation period or in the middle of the session hampering the classes of children. The resignation of teachers in mid way affects School in multiple ways.

1. Loss of efforts by the Department for imparting training.

2. Load on Existing staff for taking substitutes till the replacement of new teachers.

3. Repetition of Training for replacements (which unnecessarily doubles the workload and hampers the other tasks)

4. HR Department has to take recruitment on priority sidelining other important tasks/.

Keeping in consideration the above points, does the law permit to have  a system where the new employee shall be entitled/accountable to work on a mandatory basis for a minimum of One Academic Session. Can the school introduce a close end contract where employees cannot leave the job in the middle of the Academic Session irrespective of the reason. In case they do they will be liable for penalty like paying some money etc.( Srinagar, Jammu and Kashmir )","Hi,You can make such a clause in the agreement. The employee is bound by the terms of the contract and action can be taken in case of any breach. Please contact a lawyer for further advice.Please rate my answerThank You"
"My father was selected in employment department by APPSC. Recently in 2018, he was transferred to treasury department in result of a case that was running from 2005. After he got transferred to treasury department he was offered his salary that was same as his previous post in employment department. Recently a few days back he was issued a GO stating that he was not eligible for FR22 (a) (iv) and that his pay scale was to be rearranged. This will result in my dad's salary reduction by Rs.30,000. 
Is this a valid consequence. If not, how can we address this?( Mahbubnagar, Telangana )","Dear Client,As per Office Memo No.DOPT-1669266628362 dated 24 November 2022, issued by the Department of Personnel and Training, Government of India, and the Ministry of Finance OM No. 3379-E.III (B)/65 dated the 17th June, 1965, read with proviso to FR 22-B, in cases of appointment of a Government servant to another post in Government on acceptance of technical resignation in the existing post acquiring a lien on a post will cease to hold any lien previously acquired on any other post. A permanent Government servant appointed in another Central Government Department/Office/ State Government has to resign from his parent department unless he reverts to that department within a period of 2 years, or 3 years. An undertaking to abide by this condition may be taken from him at the time of forwarding his application to other departments/offices. The benefit of past service is allowed in such cases subject to the fulfillment of the following conditions: (i) the Government servant should intimate the details of such application immediately on their joining; (ii) the Government servant at the time of resignation should specifically make a request, indicating that he is resigning to take up another appointment under the Government for which he applied before joining the Government service; (iii) the authority accepting the resignation should satisfy itself that had the employee been in service on the date of application for the post mentioned by the employee, his application would have been forwarded through proper channel. In your father's case if these qualifying criteria are met and despite his entitlement, if the reduction of wages is caused, then your father can make a grievance before the HOD and if that grievance yields no result, your father can approach the concerned bench of the Central Administrative Tribunal(CAT) by filing an application in Form - I under sub-rule 1 Rule 4 of the Central Administrative Tribunal (Procedure) Rules, 1987 seeking appropriate relief in the matter. However, before approaching the CAT, the merit of the claim may please be reviewed by an Advocate experienced in CAT/SAT matters."
"I completed my probation at this company on July 3rd, 2023. On one Friday, I took leave and suddenly an hour later I received a message saying I have been put on PIP. Today (Monday) I was asked to not attend any meetings. I did not even receive any official email regarding my PIP. However, I sent an email to my boss (who is the CEO) showcasing my contribution in the last 3 months and also regarding setting my goals & expectations for PIP period. He responded saying that I need to follow the process he cam up with last week and that my daily task will be reviewed. He also wrote that since I 'fail to realise my low performance, the PIP will not yield results anyway'. He also stated that he has asked the HR to find a replacement to avoid company's future losses.
Last week I was informed to put my reportee on PIP because of his low performance but I told them that I would rather give him a warning before taking such a drastic step. The next day I was told that my reportee will be reporting to someone else from another team. And a couple of days later I was put on PIP. 
I am surprised about two things here - a. why wasn't I informed about this during my probation? And if my performance was good until then, what happened in just 10 days? & b. why was there no official email about the PIP? I received the news of PIP via text message.
My strongest intuition is, they hired me for a new role of 'Brand Manager' and now they don't find my role useful enough for the company. They probably even regret their decision of every coming up with an idea of having a new position. They definitely don't want to pay my 3-month salary, so PIP is the way to go.
I don't know what's going on. And now I'm wondering if I am being cheated.( Delhi, Delhi )","Dear client,Regarding your specific concerns:a. It's not uncommon for performance issues or concerns to arise after an employee completes their probationary period. However, the suddenness of the situation and the lack of prior communication about performance concerns raise valid questions. It's important to review your employment contract and any relevant policies to understand the procedures and expectations regarding performance evaluations and disciplinary actions. Consulting with a labor lawyer can help you determine if your rights are being violated.b. The lack of an official email or written communication about the Performance Improvement Plan (PIP) is unusual. Generally, formal performance-related actions should be documented in writing, including the specific expectations, goals, and duration of the PIP. It's important to request written documentation of the PIP from your employer to have a clear understanding of the process and expectations. If necessary, consult with a labor lawyer to discuss your concerns about the lack of official communication.It's important to gather all the relevant information, including your employment contract, company policies, and any correspondence related to the situation. Seeking legal advice will help you understand your rights, evaluate the situation, and determine the best course of action moving forward."
"Hello Team,
My Wife was working in one of the Pre School in Bangalore. While she was joining she joined as Teacher (there is no any appointment letter or documents). After some months, they promoted her as Asst. Coordinator. this position is printed in her Employee ID. she served in same position ~9months. Due to Covid and other personal reason, my wife resigned. After many request, she gave the relieving letter with designation as teacher, but she suppose to get Asst. Coordinator. We sent her many messages in WhatsApp, initially she was replying. Once we started  providing her many proofs, she stopped seeing our messages. 
My question is, how to reach her? Next question is, is it ok legally to give lover designation? Employer is right or Employee? What will be the legal action can be taken?( Bangalore, Karnataka )","Hi,It all relies on the principal and the school's policies. You can try to contact her using her personal information or report her missing to the police station. A person's designation is always granted on the basis of merit, not on personal affinity or friendship.Thank you very much."
"I have studied from Primary school to12th standard(Intermediate) in Telangana before state was divided it was called Andhra Pradesh.
But after state divided into Telangana and Andhra Pradesh and as my parents belong to Andhra Pradesh and my dad is a government employee so he was sent to Andhra Pradesh as he is local to Andhra Pradesh.
Now after coming to Andhra Pradesh,Government of AP has given chance to register for local status whomever parents belongs to Andhra Pradesh. So i got local status certificate in Andhra Pradesh based on my Parents nativity.

But can i get local status in Telangana also based on the education because i was in telangana and studied there for 12 years.I want to apply for government jobs in Telangana.

So i already have a local certificate in AP based on the Nativity of my parents and because of the state division and My question is can i be local to Telangana also as i studied there for 12 years?( Guntur, Andhra Pradesh )","Dear ClientYou can apply for local status in Telangana based on your 12 years of education in the state. The guidelines for obtaining local status may differ between Telangana and Andhra Pradesh, so you should check with the Telangana government for their specific requirements.Please verify the requirements before applying so seek an expert advice over this matter."
"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )",Dear ClientThe widowed daughter of the pensioner is eligible to family pension once the pensioner dies. You can apply for the family pension by filing up the form and submitting the relevant docs. Be advised that family pension will be equally divided among the dependents.
"I am working in psu bank and taken permission to appear in state civil exams.cleared written exam and got noc to appear for interview .cleared final exam and paid 3months salary due to lack of 3months notice period.However i took permission for exam 4years earlier and noc 4months prior resigntion.
From which date notice period counts
1.date of permission for exam
2.date of noc for interview
3.date of result
4.date of application for resignation( Jaipur, Rajasthan )","Notice period also starts from the date of submitting the resignation letter... You have to serve a minimum period of three months from the date of resigning from your job... After completion of those three months, you will be provided the releasing letter from your office."
"Actually by mistake i found to be done with Dual Employment, so my company gave me a termination letter and asked to leave.
Due to this termination, non of the company are selecting me-after seeing my documents and PF details
How should i close the PF details or how can it be deleted from UAN number ?
I am Jobless for almost 5 months-i gave interview in companies and got selected 
but after my documentation i was rejected on spot

Kindly suggest me what i can do now
All my details are to be seen in PF that reason is i am not getting the job( Bangalore, Karnataka )",Dual employment is prohibited under law and abatement of such fact put a stigma to your service career. To get out of this crisis you need to represent the matter to the concerned authority praying guilty for lack of ignorance/knowledge and in case your prayer is allowed on mercy grounds necessary action may be taken by the authority to clean your stigma in your career caused by default. You may take a chance.
