sample_id,question,chain_q_orig,chain_q_extended,answer_ref,answer_pred,bleu4_sample,cosine_sim_sample,rouge1,rouge2,rougel,meteor,bleu1,bleu2,bleu3,bleu4,bleu_bp,chrf,cosine_sim,cosine_sim_med,bertscore
11,"Are we able to claim compensation Salary in private sector if company terminate employee's service poor performance basis. and even if employee signed out agreement which states that company is not liable to make any payment if termination is based on cause i.e non performance.( Nagpur, Maharashtra )",IDA_17B -> EPF_12 -> ESI_72 -> ISM_12,IDA_17B -> EPF_12 -> ESI_72 -> ISM_12 -> ISM -> Industrial Disputes Act 1947 -> wages -> Employees State Insurance Act 1948,Dear client in your case I suggest you to go through a professional lawyer and send legal notice through your lawyer.if the didn't respond you then you can file complaint before labour commissioner.,"If the employee signed an agreement stating no payment is due upon termination for non-performance, it may limit the ability to claim compensation. The fact-rule-chain does not clearly provide a basis for claiming salary in this situation. It is advisable to review the specific terms of the agreement and consult local labor laws for further guidance.",0.9832,40.8865,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
12,"Hi Sir,
I was working for a company for 5 years. Client withdrawn the work, so company had given notice for 2 months verbally, and asked us to leave. Company is paying Severance to level 1,2,and 3 employee, however not ready to pay severance to level 4 and above, as saying this is company policy to not to pay at higher level.

Need to understand, can company give verbal notice instead of written to leave the company, where there is no resignation given by employee?

Can a company discriminate among the employee based on their level in the organization, while both the level employee losing the job?

Please guide me.( Bangalore, Karnataka )",PGA_4 -> PGA_7 -> CCS_ME_3 -> MEPS_17,PGA_4 -> PGA_7 -> CCS_ME_3 -> MEPS_17 -> provident_fund -> PROC_GRATUITY_CLAIM -> Payment of Gratuity Act 1972 -> labour_court,"Company cannot discriminate it is againt the Act & falls under ULP,if you have completed more than 5 years your entitled to gratuity under the Act,better to contact a Professional Lawyer from the panel expert in Labour & Employment and Service matter Lawyer from this panel to take up the issue under the various Act and protect your interest quickly.","The fact-rule-chain does not directly address verbal notice or discrimination based on employee level. Generally, employment terms, including notice and severance, should follow company policy and applicable laws. For specific issues like discrimination or notice, consulting the Payment of Gratuity Act 1972 or a labour court may be necessary.",0.9292,49.3082,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
13,"Six years ago, I joined in an MNC and in Appointment letter they mentioned Retention bonus of 1lac which they will pay end of second year that needed to repay if I leave before 5 years of service in that group. I departed from my previous company after receiving bonus and paid amount for not fulfilling the notice period and other outstanding payments which they asked for. They didn't  asked for retention bonus then. Unfortunately, despite my departure, the company did not issue me a service certificate. Recently, I reached out to request the service certificate, and in response, they are now asking me to repay a retention bonus mentioned in my appointment letter, which they had paid but did not recover during my relieving.( West Godavari, Andhra Pradesh )",MEPS_26 -> MEPS_40 -> MBA_10 -> FA_79,MEPS_26 -> MEPS_40 -> MBA_10 -> FA_79 -> leave -> notice_period -> Factories Act 1948 -> MEPS,"A.Dear SirPlease approach the following authority or similar authority in a stateThe Office Commissioner of LabourSection 12 in The Industrial Disputes Act, 194712. Duties of conciliation officers.- (relevant section 12(2) of ID Act)(1) Where any industrial dispute exists or is apprehended, the conciliation officer may, or where the dispute relates to a public utility service and a notice under section 22 has been given, shall hold conciliation proceedings in the prescribed manner.(2) The conciliation officer shall, for the purpose of bringing about a settlement of the dispute, without delay, investigate the dispute and all matters affecting the merits and the right settlement thereof and may do all such things as he thinks fit for the purpose of inducing the parties to come to a fair and amicable settlement of the dispute.(3) If a settlement of the dispute or of any of the matters in dispute is arrived at in the course of the conciliation proceedings the conciliationofficer shall send a report thereof to the appropriate Government 1 or an officer authorised in this behalf by the appropriate Government] together with a memorandum of the settlement signed by the parties to the dispute.(4) If no such settlement is arrived at, the conciliation officer shall, as soon as practicable after the close of the investigation, send to the appropriate Government a full report setting forth the steps taken by him for ascertaining the facts and circumstances relating to the dispute and for bringing about a settlement thereof, together with a full statement of such facts and circumstances, and the reasons on account of which, in his opinion, a settlement could not be arrived at.(5) If, on a consideration of the report referred to in sub- section (4), the appropriate Government is satisfied that there is a case for reference to a Board, 2 Labour Court, Tribunal or National Tribunal,] it may make such reference. Where the appropriate Government does not make such a reference it shall record and communicate to the parties concerned its reasons therefor.(6) A report under this section shall be submitted within fourteen days of the commencement of the conciliation proceedings or within such shorter period as may be fixed by the appropriate Government: 3 Provided that, 4 subject to the approval of the conciliation officer,] the time for the submission of the report may be extended by such period as may be agreed upon in writing by all the parties to the dispute.]","The company can request the repayment of the retention bonus if it was stipulated in your appointment letter and you left before completing the required service period. Since they did not initially ask for it, there might be some ambiguity, but they are now asserting their right to recover it. You may need to discuss this further with them or seek legal advice for clarity.",0.0068,24.5501,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
14,"Sir i have joined tsspdcl as engineer on Dec 12 .. i was absconding since Jan 2 as I have exams on Jan 30 and Feb 1 which am preparing since 5 months . I have doubt that whether they would terminate me from job( Hyderabad, Telangana )",absconding -> GST_143 -> CCS_ME -> EPF_AT_23,absconding -> GST_143 -> CCS_ME -> EPF_AT_23 -> EPF_AT -> labour_court -> GST -> GST_122A,Dear ClientYou need to give strict reason so that they can restore yourself there. Wish you all the best!!Hope it helps.,"If you have been absconding, it might lead to termination based on company policies. The fact-rule-chain suggests a connection to labor and employment regulations, but it doesn't specify the exact outcome. It's best to check with your employer or a legal advisor for your specific situation.",1.1621,19.2847,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
15,"I was appointed as Product Manager in my current firm (as written and accepted in appointment letter) 
Probation period was of 6 months. 
Now I received a confirmation letter from company wherein my designation and job description is changed without notice. 
Is this legal?( Mumbai, Maharashtra )",SCST_A_19 -> RPSR_2 -> RPSR_3 -> RPSR_156B,SCST_A_19 -> RPSR_2 -> RPSR_3 -> RPSR_156B -> probation -> leave -> SCST_A -> RPSR,I received a confirmation letter from company wherein my designation and job description is changed without notice.Is this legal?answer: It has to be checked with the company's HR and your reporting manager only if not satisfied pls file a case in the Labour Court,"It seems the change in designation and job description without notice might not align with standard practices. Typically, significant changes should be communicated and agreed upon. You may want to discuss this with your HR department or seek legal advice for clarity.",7.3946,72.1982,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
16,"from Feb 2023 to Dec 23 leaves taken 45 days, so my HR adjusted SL 5.5 and CL 5.5 days so the balance is minus 34, and after Jan 2024 i availed PL 30days, SL 6 days and CL 6 days, so my hr adjusted the last year balance minus34 from this year PL, SL and CL and i have taken 18 days leave from Jan 24 to May 24...so he is telling your leaves are exhausted so that is why we have deducted salary for 6 days. PLs advise whether it is possible or any chance to get my salary...whether it is possible to adjusting the previous year's leave balance to the current year( Chennai, Tamil Nadu )",PGA_7 -> EPF_7D -> ESI_55 -> IRC_44,PGA_7 -> EPF_7D -> ESI_55 -> IRC_44 -> labour_court -> PROC_GRATUITY_CLAIM -> Payment of Gratuity Act 1972 -> Employees State Insurance Act 1948,"Dear Client,Leave policy or rule varies on the applicability of an Act applicable to a particular establishment or organization. Under the Factories Act, 1948, one day of leave for every twenty days of work performed by a worker during the previous calendar year. This leave is also known as Earned Leave or Privilege leave. Casual Leave (CL) for 5-7 days in a year and sick leave for 5 to 15 days varying as per state legislation. Leave policy for employees of private companies - Earned Leave - 30 days after 12 months of continuous employment, Casual Leave(CL)- 14 days for a year., Sick leave for 5 to 15 days a year. Encashment Rules for private companies vary according to their policies and local regulations. Each company has a unique leave encashment policy. Some may have a cap on the number of years you may carry forward your remaining leave days, while others may enable you to carry over your leave balance indefinitely. Employees need to understand the rules/policies of the Company and conditions for availing leave encashment benefits before they opt for it. If it appears to you that the action of the management is discriminatory and contrary to its own policy, you can escalate your claim before the State Labour Court by filing an application under Sec.33C(2) of the Industrial Dispute Act, 1947, provided you are a workman as defined under Sec.2(s) of the said Act. If the establishment is covered under the Shops and Establishment Act, you have to file your grievance to the Chief Inspector of Shops and Establishment appointed by the State Govt for redressal of the grievance, Otherwise, you have to file a civil suit before the Civil Court seeking appropriate relief in the matter.","It seems your HR adjusted the previous year's negative leave balance against the current year's leave, which led to salary deduction. The fact-rule-chain does not provide specific guidance on leave adjustment practices. You may need to check your company's leave policy or consult with a local labor authority for clarification.",0.0195,31.3299,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
17,"I have worked for theresumetask.com . They asked me for my aadhar card . I have given them my details.the condition was to fill 500 resume in 6 days but their server is not good. I was facing lots of issues. I called them many a times in a day. Then I informed them due to your server I can not work. But after 6 days they are asking me to pay 5400 plus gst. They are sending me legal threats by message. I can not find that company on Google. That company is registered in MP. And they people are from Gujarat. Even on true caller their name is fraud. What to do?( Jodhpur, Rajasthan )",GST -> RPSR_1 -> CCS_ME -> IEA_142,GST -> RPSR_1 -> CCS_ME -> IEA_142 -> IEA -> RPSR -> GST_122A -> GST_76,"Dear Sir/ Madam,Before involving yourself in such a company you should have made a thorough check. However, now you need not pay any kind of money and let them proceed with whatever legal action they want to take till then you gather all the required documents which can show your work.if you find this response useful then please rate me","It seems you are facing issues with a company that might not be legitimate. If they are threatening you and you suspect fraud, consider reporting the matter to local authorities or consumer protection agencies. Be cautious about sharing further personal information or making any payments.",1.7066,61.4137,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
18,"I have 2 month notice period but I served 1 month and for another month paid full month salary I don't have reliving letter and mail acceptance so they were not providing my full and final settlement amount what to do now( Bangalore, Karnataka )",MEPS_26 -> MEPS_40 -> PGA_7 -> EPF_7D,MEPS_26 -> MEPS_40 -> PGA_7 -> EPF_7D -> labour_court -> PROC_GRATUITY_CLAIM -> notice_period -> Payment of Gratuity Act 1972,"Dear Client,Regardless of the status of an employee, and irrespective of reasons behind the cessation of the relationship between an employer and employee, an employee deserves a relieving letter and full and final settlement of dues for the period he was in employment. An employer cannot withhold these service-linked benefits that amount to unfair labour practices. So, in the prevailing situation, if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, reach out to the office of the concerned office of the Labour Commissioner to file a complaint against the Company over alleged arbitrary and unfair labour practice and simultaneously file an application u/s.33C(2) of Industrial Disputes Act, 1947 before the concerned Labour Court claiming entire dues payable as F & F Settlement dues on resignation, Or else an employee who belongs to the manager/supervisory category, he/she has to pursue a civil suit before a Civil Court for recovery of his/her dues from the Company. Claim application before the Labour Court should be filed within one year from the date of dues become payable to an employee. In case you need any legal assistance in this regard, you may contact our legal team for the purpose.","You may need to address the issue with your employer first, as the notice period and payment terms are crucial. If unresolved, consider approaching the labour court for assistance. The Payment of Gratuity Act 1972 might also be relevant if gratuity is involved.",0.0235,50.044,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
19,"My company is threating me because I uploaded the video in the social media of there cheating with customers
After that my company seen that video. After they threating me I don't know what to do next( Gurgaon, Haryana )",BNS_318 -> IPC_415 -> CCS_ME -> COMP_MA_10,BNS_318 -> IPC_415 -> CCS_ME -> COMP_MA_10 -> COMP_MA -> BNS -> IPC -> COMP_MA_28,"Dear Client,In India, whistleblowers are protected by the Whistle Blowers Protection Act, 2014. The law provides for the protection of their identity and also has strict norms to prevent their victimization. For instance, an organization cannot initiate proceedings against a whistleblower pending a probe into allegations. The same sections have been adopted in the Companies Act, which applies to listed companies, and are a part of the Securities and Exchange Board of Indiaâs governance norms. All listed and public sector firms need to have a whistleblower policy that outlines procedures and recourses available to complainants.You will be protected under the above-mentioned act.Thank you so much, I hope this answer helped you.",It seems your situation involves potential issues related to company conduct and possible threats. Consider seeking advice from a legal professional to understand your rights and options. It's important to address any threats seriously and ensure your safety.,0.1908,46.5904,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
20,"agar koi apne previous company apko terminate kar chuki hai false alegation ke sath aur wo ab abhi dusre job me kaam kar raha h aur previous company ke leads abhi bhi mere sath bussiness kar rahe h toh meri previous company legal action mail karne ke liye treathened kar rahi h( Kolkata, West Bengal )",IDA_2A -> ESI_73 -> IDA_25F -> IDA_25H,IDA_2A -> ESI_73 -> IDA_25F -> IDA_25H -> Industrial Disputes Act 1947 -> wrongful_termination -> PROC_WRONGFUL_TERMINATION -> PGA_4,"Dear Client,Termination without notice amounts to illegal termination and is defined as an industrial dispute under Section 2A of the Industrial Dispute Act, 1947 which also violated the mandatory provision of Sec.25F and 25N of the Act that prescribed certain conditions to comply with by the employer before termination/retrenchment of a workman/employee from the employment. In that scenario, the terminated employee/workman can raise an industrial dispute directly before the Industrial Tribunal/Labor Court concerned for adjudication within three years from the date of termination/retrenchment. So, in the prevailing situation, if you are not holding the position of Manager/Supervisor but a workman as defined u/s.2(s) of the Industrial Dispute Act then after serving a legal notice to the Company, you should raise an Industrial dispute directly before the State Govt. Industrial Tribunal under Sec.2A of the I D Act. Otherwise, if you are holding the position of Manager/Administrative Officer in the Company, you have to file a civil suit before the Civil Court seeking appropriate relief in the matter.","Agar aapko previous company ne false allegations ke sath terminate kiya hai, toh aap wrongful termination ke against action le sakte hain. Industrial Disputes Act 1947 ke tahat aap apne rights ko protect kar sakte hain. Agar company aapko legal action se threaten kar rahi hai, toh aapko legal advice lena chahiye.",0.1396,46.4635,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
21,"Hi! I am a student and I interned at a certain startup for 1 month in the month of January for stipend of 12k Rs. After completion of internship the company told me that they will be paying me the amount in some time. They kept extending the date every week.

In March they told me I'd receive it by the end of the month however it didn't happen. Now yesterday the employer told me that "" I cannot pay you the stipend because it's personal "".

He says that I have been bothering his team. The thing is this manager never responded to my mails. So I used to message my mentor in the company to contact him. He says that I shouldn't have contacted them & won't be paying me. In the last 2 months I have only messaged him 5 times with only asking when will I receive the payment & he never responded to the mails so I contacted my mentor to tell him to kindly read my mails. All including only 5 messages to the HR & 5 messages to the mentor. He says that I have been contacting them everyday & bothering them.

I have the offer letter all the chats regarding the work I have done & also the chat of the manager saying I will be receiving the amount shortly.

The manager also called me today & talked to me rudely saying I can do whatever I want but he won't be paying me & also used abusive language. Unfortunately he called me via whats app so I couldn't record it. But I have all the proof of him denying to pay & offer letter.

I did some research & found some legal processes. To send him a legal letter & if he doesn't responds to file a civil suit against the company. That apart I wanted to know what I should really do . Because I a student & cannot spend much time & money for the law suit. Is it a good option to go against him legally? I also fear if the matter escalates & costs me a lot. Can that happen?

Any advice will be helpful. I am from India & I interned for Frontend engineer role remotely & the startup has about 8 employees and it is saas based.( Jaipur, Rajasthan )",EC_RULES_74 -> EC_RULES_73 -> CCS_ME -> EC_RULES_68,EC_RULES_74 -> EC_RULES_73 -> CCS_ME -> EC_RULES_68 -> EC_RULES -> wages -> BTC_64 -> leave,"Dear Client,It is extremely a sad state of affairs of unpaid employment that takes place. Legally taking any action will cost you a certain amount which you will have to bear, since youâre a student. But, file a complaint with an advocate and send a notice if that prompts the company to do something about the situation. If youâre financially on a crunch, I suggest to not take action legally.","It seems you have a valid concern about not receiving your stipend. You might consider sending a formal letter to the company requesting payment, as you have documentation supporting your claim. If the issue persists, seeking legal advice could be an option, but be mindful of potential costs and time involved.",1.8761,50.3622,17.1247,2.1619,15.0874,13.2146,33.107,5.0697,1.0838,0.1998,0.07,11.4146,48.0634,48.5917,84.2027
