sample_id,question,chain_q_orig,chain_q_extended,answer_ref,answer_pred,bleu4_sample,cosine_sim_sample,rouge1,rouge2,rougel,meteor,bleu1,bleu2,bleu3,bleu4,bleu_bp,chrf,cosine_sim,cosine_sim_med,bertscore
11,"Are we able to claim compensation Salary in private sector if company terminate employee's service poor performance basis. and even if employee signed out agreement which states that company is not liable to make any payment if termination is based on cause i.e non performance.( Nagpur, Maharashtra )",IDA_17B -> EPF_12 -> ESI_72 -> ISM_12,IDA_17B -> EPF_12 -> ESI_72 -> ISM_12 -> wages -> Industrial Disputes Act 1947 -> Employees State Insurance Act 1948 -> ISM,1. Send a legal notice [if they do not comply then]2. You may file a suit in the civil court OR3. You may also file a complaint before the labour commissioner.ThanksShreyash Mohta,"If the employee signed an agreement stating no payment is due upon termination for non-performance, it may limit the ability to claim compensation. The fact-rule-chain does not clearly provide a basis for compensation in this scenario. It is advisable to review the specific terms of the agreement and relevant employment laws.",1.1449,38.5223,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
12,"Hi Sir,
I was working for a company for 5 years. Client withdrawn the work, so company had given notice for 2 months verbally, and asked us to leave. Company is paying Severance to level 1,2,and 3 employee, however not ready to pay severance to level 4 and above, as saying this is company policy to not to pay at higher level.

Need to understand, can company give verbal notice instead of written to leave the company, where there is no resignation given by employee?

Can a company discriminate among the employee based on their level in the organization, while both the level employee losing the job?

Please guide me.( Bangalore, Karnataka )",PGA_4 -> PGA_7 -> CCS_ME_3 -> MEPS_17,PGA_4 -> PGA_7 -> CCS_ME_3 -> MEPS_17 -> provident_fund -> Payment of Gratuity Act 1972 -> PROC_GRATUITY_CLAIM -> labour_court,Dear SirYou can raise the issue with Labor Commissioner under section 12 of I D Act,"The fact-rule-chain does not directly address verbal notice or discrimination based on employee level. Generally, employment terms, including notice and severance, should follow company policy and applicable laws. For specific issues like discrimination or notice, consulting a legal expert or the labour court may be necessary.",0.6867,44.5556,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
13,"Six years ago, I joined in an MNC and in Appointment letter they mentioned Retention bonus of 1lac which they will pay end of second year that needed to repay if I leave before 5 years of service in that group. I departed from my previous company after receiving bonus and paid amount for not fulfilling the notice period and other outstanding payments which they asked for. They didn't  asked for retention bonus then. Unfortunately, despite my departure, the company did not issue me a service certificate. Recently, I reached out to request the service certificate, and in response, they are now asking me to repay a retention bonus mentioned in my appointment letter, which they had paid but did not recover during my relieving.( West Godavari, Andhra Pradesh )",MEPS_26 -> MEPS_40 -> MBA_10 -> FA_79,MEPS_26 -> MEPS_40 -> MBA_10 -> FA_79 -> leave -> notice_period -> Factories Act 1948 -> MEPS,"Dear Client,Once the employer accepted your resignation and relieved you with the payment of F & F Settlement of dues, the employer is duty-bound to issue you a service/experience certificate to an ex-employee, For the lapse on their part to realize or recover the retention bonus as per contract of employment which become infructuous and unenforceable on acceptance of resignation and payment of F & F dues in terms of employment and also barred by limitation. So, the employer can neither claim nor force an ex-employee for payment of the same as a matter of right. If any dispute arises, reach out to the office of the concerned Labour Commissioner for redressal of your grievance against the employer/Company","The company can request the repayment of the retention bonus if it was a condition in your appointment letter. Since they did not initially ask for it, there might be some ambiguity, but they can still pursue it. You may need to discuss this further with them or seek legal advice.",1.1001,61.6225,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
14,"Sir i have joined tsspdcl as engineer on Dec 12 .. i was absconding since Jan 2 as I have exams on Jan 30 and Feb 1 which am preparing since 5 months . I have doubt that whether they would terminate me from job( Hyderabad, Telangana )",absconding -> GST_143 -> CCS_ME -> EPF_AT_23,absconding -> GST_143 -> CCS_ME -> EPF_AT_23 -> EPF_AT -> labour_court -> GST -> GST_122A,Dear ClientYou need to give strict reason so that they can restore yourself there. Wish you all the best!!Hope it helps.,"If you have been absconding, it might lead to termination. The fact-rule-chain suggests a connection to employment and labor issues. It's best to contact your employer to clarify your status.",1.7036,30.3937,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
15,"I was appointed as Product Manager in my current firm (as written and accepted in appointment letter) 
Probation period was of 6 months. 
Now I received a confirmation letter from company wherein my designation and job description is changed without notice. 
Is this legal?( Mumbai, Maharashtra )",SCST_A_19 -> RPSR_2 -> RPSR_3 -> RPSR_156B,SCST_A_19 -> RPSR_2 -> RPSR_3 -> RPSR_156B -> probation -> leave -> RPSR -> SCST_A,First of all congratulations for your achievement. If the designation and description mentioned in the letter is wrong I would suggest you to approach the HR to verify the error. Let your HR know the problem and communicate that your designation and job description is X and it is printed Y. Let the concerned party know that this will harm your future growth prospect but also makes it look untruthful and I am sure they will help you out.,"The fact-rule-chain suggests that changes during probation or after confirmation might be subject to specific rules. If the change in designation and job description was made without notice, it may not align with standard practices. It would be advisable to review the terms in your appointment and confirmation letters and seek clarification from your company.",4.8198,40.4483,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
16,"from Feb 2023 to Dec 23 leaves taken 45 days, so my HR adjusted SL 5.5 and CL 5.5 days so the balance is minus 34, and after Jan 2024 i availed PL 30days, SL 6 days and CL 6 days, so my hr adjusted the last year balance minus34 from this year PL, SL and CL and i have taken 18 days leave from Jan 24 to May 24...so he is telling your leaves are exhausted so that is why we have deducted salary for 6 days. PLs advise whether it is possible or any chance to get my salary...whether it is possible to adjusting the previous year's leave balance to the current year( Chennai, Tamil Nadu )",PGA_7 -> EPF_7D -> ESI_55 -> IRC_44,PGA_7 -> EPF_7D -> ESI_55 -> IRC_44 -> IRC -> Payment of Gratuity Act 1972 -> PROC_GRATUITY_CLAIM -> labour_court,"Dear client,After reviewing your leave adjustments, it seems that your HR's calculations are accurate. From February 2023 to December 2023, you took 45 days of leave, with 11 days covered by SL and CL, leaving you with a negative balance of 34 days. This deficit was carried over into 2024, where you received 30 days of PL, 6 days of SL, and 6 days of CL, making a total of 42 days. After accounting for the previous year's negative balance, you had 8 days of leave available for 2024. Since you took 18 days of leave from January to May 2024, you exceeded your leave entitlement by 10 days.HR's deduction of salary for 6 of these excess leave days aligns with the negative balance. To address this, you should check your company's leave policy to ensure that the adjustments and carry-forwards are in line with it. Discuss with HR to understand the deductions and verify if there were any errors or flexibility in the policy. If there are any mitigating circumstances or recording mistakes, request an adjustment or waiver of the deduction. However, based on the current information, it appears unlikely that you can reclaim the deducted salary unless there is an exception in the policy or an error in the calculations. Hope our prompt support in this matter would be greatly appreciated.","Based on the fact-rule-chain, it seems your HR adjusted the previous year's negative leave balance against the current year's leave. This adjustment might be allowed depending on company policy and local regulations. If you believe the adjustment is incorrect, you may consider discussing it with HR or seeking advice from a local labor authority.",0.3915,58.1645,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
17,"I have worked for theresumetask.com . They asked me for my aadhar card . I have given them my details.the condition was to fill 500 resume in 6 days but their server is not good. I was facing lots of issues. I called them many a times in a day. Then I informed them due to your server I can not work. But after 6 days they are asking me to pay 5400 plus gst. They are sending me legal threats by message. I can not find that company on Google. That company is registered in MP. And they people are from Gujarat. Even on true caller their name is fraud. What to do?( Jodhpur, Rajasthan )",GST -> RPSR_1 -> CCS_ME -> IEA_142,GST -> RPSR_1 -> CCS_ME -> IEA_142 -> IEA -> RPSR -> GST_122A -> IEA_132,"Dear Sir,It seems to be a fake company. Such fake companies are many and they want to cheat young people. You may approach the police or just ignore their claims and continue your bright career with some other good company.Rate me Five Star*","It seems you are facing issues with a company that might not be legitimate. If you believe the company is fraudulent, consider reporting it to local authorities or consumer protection agencies. Be cautious about paying any money if you suspect a scam.",2.4114,60.7425,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
18,"I have 2 month notice period but I served 1 month and for another month paid full month salary I don't have reliving letter and mail acceptance so they were not providing my full and final settlement amount what to do now( Bangalore, Karnataka )",MEPS_26 -> MEPS_40 -> PGA_7 -> EPF_7D,MEPS_26 -> MEPS_40 -> PGA_7 -> EPF_7D -> labour_court -> Payment of Gratuity Act 1972 -> PROC_GRATUITY_CLAIM -> leave,"Dear Client,If you have completed one month of the two-month notice period and paid the full month's salary, but are facing issues obtaining a relieving letter and acceptance of your resignation through email, it can create complications in receiving your full and final settlement. To address this, you may consider taking the following steps. Firstly, reach out to your HR department or the concerned authority in writing, requesting your relieving letter and acknowledgment of your resignation. Clearly communicate your concerns about the pending full and final settlement and emphasize the importance of these documents for your future employment opportunities. If there is no response or cooperation, consider seeking assistance from a legal professional or labor union to intervene on your behalf. Document all communication attempts for reference. If the issue persists, you may explore legal options such as filing a complaint with the labor department or pursuing legal action for non-compliance with employment terms. Consulting with a labor lawyer will provide you with specific guidance tailored to your situation and jurisdiction, helping you navigate the process to secure your full and final settlement.",You may need to approach the labour court for assistance with your full and final settlement issue. The Payment of Gratuity Act 1972 and related procedures might be relevant if gratuity is involved. Consider seeking legal advice to understand your options better.,0.348,59.1804,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
19,"My company is threating me because I uploaded the video in the social media of there cheating with customers
After that my company seen that video. After they threating me I don't know what to do next( Gurgaon, Haryana )",BNS_318 -> IPC_415 -> CCS_ME -> COMP_MA_10,BNS_318 -> IPC_415 -> CCS_ME -> COMP_MA_10 -> COMP_MA -> BNS -> IPC -> COMP_MA_447,"Dear Sir,Yes, you cannot do such things being a sub-ordinate to your Boss. At the most you may resign the job and lodge a complaint against the company bringing out such cheating to light.",It seems your situation involves issues related to company conduct and potential threats. The fact-rule-chain suggests there might be elements of business and communication misconduct. Consider seeking advice from a local legal expert to understand your rights and options.,1.4687,40.812,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
20,"agar koi apne previous company apko terminate kar chuki hai false alegation ke sath aur wo ab abhi dusre job me kaam kar raha h aur previous company ke leads abhi bhi mere sath bussiness kar rahe h toh meri previous company legal action mail karne ke liye treathened kar rahi h( Kolkata, West Bengal )",IDA_2A -> ESI_73 -> IDA_25F -> IDA_25H,IDA_2A -> ESI_73 -> IDA_25F -> IDA_25H -> Industrial Disputes Act 1947 -> wrongful_termination -> PROC_WRONGFUL_TERMINATION -> PGA_4,"Dear Client,The company cannot terminate you arbitrarily. The termination process must comply with the mandates under the Industrial Disputes Act. In this situation, if the company terminates you without any rationale, you can send a legal notice to the company and file a complaint to the State Labor Commissioner against the company for unfair labor practices. Further, if you are a workman under Section 2(s) of the Industrial Dispute Act, then you can file a suit under Section 2A of the said Act before the concerned Labor Court. Otherwise, you can file a civil suit against the company and seek appropriate remedy. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you.","Agar aapko previous company ne false allegations ke sath terminate kiya hai, toh aap wrongful termination ke against action le sakte hain. Industrial Disputes Act 1947 ke tahat aapko kuch protection mil sakti hai. Agar company aapko legal action se threaten kar rahi hai, toh aapko legal advice lena chahiye.",0.7845,47.1123,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
21,"Hi! I am a student and I interned at a certain startup for 1 month in the month of January for stipend of 12k Rs. After completion of internship the company told me that they will be paying me the amount in some time. They kept extending the date every week.

In March they told me I'd receive it by the end of the month however it didn't happen. Now yesterday the employer told me that "" I cannot pay you the stipend because it's personal "".

He says that I have been bothering his team. The thing is this manager never responded to my mails. So I used to message my mentor in the company to contact him. He says that I shouldn't have contacted them & won't be paying me. In the last 2 months I have only messaged him 5 times with only asking when will I receive the payment & he never responded to the mails so I contacted my mentor to tell him to kindly read my mails. All including only 5 messages to the HR & 5 messages to the mentor. He says that I have been contacting them everyday & bothering them.

I have the offer letter all the chats regarding the work I have done & also the chat of the manager saying I will be receiving the amount shortly.

The manager also called me today & talked to me rudely saying I can do whatever I want but he won't be paying me & also used abusive language. Unfortunately he called me via whats app so I couldn't record it. But I have all the proof of him denying to pay & offer letter.

I did some research & found some legal processes. To send him a legal letter & if he doesn't responds to file a civil suit against the company. That apart I wanted to know what I should really do . Because I a student & cannot spend much time & money for the law suit. Is it a good option to go against him legally? I also fear if the matter escalates & costs me a lot. Can that happen?

Any advice will be helpful. I am from India & I interned for Frontend engineer role remotely & the startup has about 8 employees and it is saas based.( Jaipur, Rajasthan )",EC_RULES_74 -> EC_RULES_73 -> CCS_ME -> EC_RULES_68,EC_RULES_74 -> EC_RULES_73 -> CCS_ME -> EC_RULES_68 -> EC_RULES -> wages -> BTC_64 -> leave,"Dear Client,It is extremely a sad state of affairs of unpaid employment that takes place. Legally taking any action will cost you a certain amount which you will have to bear, since youâre a student. But, file a complaint with an advocate and send a notice if that prompts the company to do something about the situation. If youâre financially on a crunch, I suggest to not take action legally.","It seems you have a valid concern about not receiving your stipend. You might consider sending a formal letter to the company requesting payment, as you have documentation supporting your claim. If the issue persists, seeking legal advice could be an option, but be mindful of potential costs and time involved.",1.8761,50.3622,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
22,"Currently i was working in a central PSU,have completed 13 years of service,what they will do if i abscond from duty for 6 months,i may join after 6 months in same PSU( Khammam, Telangana )",ATA_19 -> MBA_10 -> FA_79 -> SPE_4,ATA_19 -> MBA_10 -> FA_79 -> SPE_4 -> leave -> labour_court -> Factories Act 1948 -> SPE,"Dear ClientIf you are working with PSU and suddenly abscond then they will send some showcause notices to your given address and permanent address. If they do not hear back from you then they will put your employment on hold for sometime and may be suspend you, depending on the organization internal rules.Once you are back they will take you back but your seniority will be lost by those period when you were absent.There is a twist here. If you are are absent for any reason which are prohibited by the organization for example, criminal activity, second job etc. then you might be terminated when they come ot know about it.","If you abscond from duty for 6 months, the PSU may take action based on their policies and the Factories Act 1948. You might face disciplinary action or termination. It's best to check with the PSU's HR department for specific consequences.",0.5224,66.9526,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
23,"Hello i was asked to put down my papers by my HR and they agreed to provide me salary for the notice period but now they are unresponsive. Should I continue to follow up on emails or call them ?( Noida, Uttar Pradesh )",MEPS_26 -> MEPS_40 -> IDA_17B -> EPF_12,MEPS_26 -> MEPS_40 -> IDA_17B -> EPF_12 -> wages -> Industrial Disputes Act 1947 -> leave -> MEPS,"Dear ClientYou should follow up on the mail. If they don't respond, you can send them a legal demand notice for the same.Hope it helps","You should continue to follow up with your HR through emails or calls. It's important to ensure they fulfill their agreement to provide salary for the notice period. If they remain unresponsive, consider seeking further assistance.",5.6277,40.9621,17.7365,2.4449,15.5493,14.4945,30.177,4.8774,1.3136,0.5364,0.176,13.3953,47.5674,47.8752,84.4873
