sample_id,question,chain_q_orig,chain_q_extended,retrieved_q1,retrieved_q2,retrieved_q3,answer_ref,answer_pred,rouge1,rouge2,rougel,meteor,bertscore
40,"Have you ever been debarred from any examination or rusticated by any University or any other
 educational authority/institution?



Is college exam included in this?( Aligarh, Uttar Pradesh )",FIN_A_44 → RPSR_15 → RPSR_3213 → FIN_A_29,FIN_A_44 → RPSR_15 → RPSR_3213 → FIN_A_29 → FIN_A → RPSR → FIN_A_12A → FIN_A_23D,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","My wife working in a private company since last 1year. She is expecting first child and due date is around February next year. She is planning to inform and ask the employer for maternity leave. However she is getting to know that the employer allowing only 3months for paid maternity leave. What can we do about this?( Bangalore, Karnataka )","I have been asked to resign on 2nd August after 2 minths working and with mutual agreement 31st August is finalized my last date in the IT company I worked, now they are asking me if I have worked 100% commited or 50% commited in the notice period to finalize my full and final payment. If they don't pay me in full what options do I have to get the full payment under labor law.( Gurgaon, Haryana )","Dear client,Debarred - This means that were you prohibited by any authority for giving exams. If any authority conducting the exams debars you from writing the exam, maybe by way of malpractice or any other illegal means followed by you while writing the exam, only then you can agree on being debarred in that attestation form.Yes, if the college exam is conducted by any authoritative board, then yes it is included.","The key legal issue is whether being debarred or rusticated from a college examination falls under the category of actions by an ""educational authority/institution."" Under Indian law, universities and colleges are considered educational authorities. Therefore, being debarred or rusticated from a college exam would indeed be included in such inquiries.

The user should review any official documents or records from the college that detail the debarment or rustication to ensure accuracy. If required to disclose this information, it should be done truthfully to avoid potential legal consequences for misrepresentation. If there are concerns about the impact of this disclosure, consulting with an educational lawyer for further guidance would be advisable.",19.7689,3.914,17.6851,20.1372,84.1461
41,"Hello sir/ma'am
I accepted an offer letter via mail for an online job last week, nd send in the resignation after only 3days of working with them. Is the offer letter or my ""i accept you offer"" mail legally binding?( Thiruvananthapuram, Kerala )",MEPS_26 → MEPS_40,MEPS_26 → MEPS_40 → notice_period → leave → MEPS → retrenchment,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","My father worked as driver in KPTCL on 1994  he worked 5 days only then he will not reported to duty because of    he is suffering from health issue and then one year back 29/05/2018 my father is died  so that  we are eligible for taking job from compassionate ground or not . my father no given to resignation letter to department( Shimoga, Karnataka )","Dear Client,You need to check the document in detail to see if it mentioned any notice period or a particular time to be spend with the company. On absence, youâd be safe.","The acceptance of an offer letter via email can create a legally binding contract under the Indian Contract Act, 1872, provided there is an offer, acceptance, and consideration. However, the enforceability of such a contract depends on the specific terms outlined in the offer letter, including any clauses related to notice period or probationary period. If the offer letter or employment terms allow for termination within a probationary period without penalty, you may not face legal consequences for resigning after three days.

You can review the offer letter for any specific clauses regarding early termination or probationary period. If unclear, consider reaching out to the employer to confirm any obligations or penalties. If necessary, document all communications regarding your resignation to protect against potential disputes.",19.7689,3.914,17.6851,20.1372,84.1461
42,"Dear Sir/Madam,
myself working with MNC, at Mumbai for more than 8 year, we got 1 month notice period in offer letter while leaving job willingly. jut now our HR send e mail in BCC not to all employee which we come to know by mutual  discussion among us, after 2 days they get letter signed from us for 1 month termination clause replaced with 3 month. (letter's draft quote/unquote below) 
My query 1) it is officially correct to change termination period from 1 month to 3 month by issuing separate letter for employee worked for 8 year 2) if i serve 1 month notice can they deduct salary for 2 month , if yes how from PF, GRATUTITY, MEDICAL LTA ETC.  below quoting data of msg. for clear understanding'
quote
Dear All,
This is to inform you that there is an amendment in the Termination Clause of the letter of appointment. These changes will be in effect from June 01, 2018
Notice Period while in Probation:        Current notice period of 15 (fifteen) days is replaced by 1 (One) month

Upon Confirmation of services:            Current notice period of 1 (one) month is replaced by 3 (three) months

âTerminationâ Clause will be read as:

The first six (6) months of your employment will be on a probationary basis. Should either party decide to terminate the employment before the probation is confirmed,

1 (One) month written notice or payment of salary in lieu of notice shall be given.

Otherwise the employment may be terminated:

Â·            By either party hereto giving 3 (Three) monthâ notice in writing or payment of salary in lieu of notice; or

Â·            By the Company at any time without giving notice or salary in lieu of notice under the following circumstances:

Â·         If you indulge in any dishonesty, misappropriation, acts subversive of discipline, willful insubordination, riotous disorderly and indecent behavior, fraud, dishonesty and drunkenness or if you are at any time found to Commit any serious or persistent breach of any of the terms of this AGREEMENT; or

Â·         Be guilty of any grave misconduct so as to bring Company into disrepute; or any indiscipline not in the interest of the company.

Â·         If you are at any time found to be acting dishonestly or using your position in the Company for your own personal advantage contrary to the interests of the Company which will lead to immediate dismissal without notice or compensation whatsoever.

Â·         Filing for bankruptcy or making any arrangement with creditors (technically you cannot terminate for bankruptcy it is unconstitutional).

Â·         Become medically unfit and you remain absent due to continued ill health or due to unsound mind; or

Â·         Commit any criminal offence if the same is considered to be of a serious nature and incompatible with further continuance of your employment with the Company.

Adjustment of leave against unserved notice period cannot be construed as the right of the employee and is at the sole discretion of the organization.
unquote
Thanks/Regd.",IEA_114B → MEPS_26 → MEPS_40 → MWA_14,IEA_114B → MEPS_26 → MEPS_40 → MWA_14 → Minimum Wages Act 1948 → leave → MEPS → notice_period,"I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","My father worked as driver in KPTCL on 1994  he worked 5 days only then he will not reported to duty because of    he is suffering from health issue and then one year back 29/05/2018 my father is died  so that  we are eligible for taking job from compassionate ground or not . my father no given to resignation letter to department( Shimoga, Karnataka )",Please check your employment conditions or internal rules states that the employer shall have the right to change the rules at any point of time.regardsrajeev,"The primary legal issue is whether the employer can unilaterally amend the notice period from 1 month to 3 months for an employee who has been with the company for over 8 years. Under Indian contract law, any amendment to an employment contract requires mutual consent. If you did not agree to the change, the original terms of your contract may still apply.

You cannot be compelled to serve a 3-month notice period if you did not consent to the change. The company cannot legally deduct from your Provident Fund, as it is protected under the Employees' Provident Funds and Miscellaneous Provisions Act, 1952. However, if you serve only a 1-month notice, the company may attempt to recover the equivalent of 2 months' salary unless you challenge the amendment's validity.

Next steps: Consult an employment lawyer to review your specific situation and consider sending a formal letter to HR disputing the unilateral change. If necessary, prepare to file a complaint with the labor commissioner or initiate legal proceedings to enforce the original contract terms.",19.7689,3.914,17.6851,20.1372,84.1461
43,"Sir... I worked in a pvt company for 5 years(2009-2014). Then I resigned from 2014 and joined another company in 2018....

But i transfered epf money from old company to new company in 2021.
Epf given me interest for 6 years (2015, 2016,2017,2018,2019,2020).

But epf transfered only three years interest money that is 2015,2016,2017.
Then epf deducted my interest money for year (2018,2019,2020,)in which interest money update was reflected in my pf passbook. 

I complain to epf but they answered me that interest money updated mistakly from 2018 to 2020.

As per rule only three years interest money will be paid/transfer after last contribution. 
Can i got interest money from 2018 to 2020 which was showing in pf passbook.( Bhubaneswar, Orissa )",EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5,EPF_6 → EPF_AT_2 → CCS_ME_3 → CCS_ME_5 → provident_fund → EPF_AT → labour_court → leave,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","Dear team
I resigned on 5th July  and my notice period was 3 months, I served till 24th September and as per 3 months notice period my last working day was 2nd October.... But since I had to join other organization on 27th September I sent multiple mails for relieving me just 5 days earlier from my last working day. 

When I didn't get any confirmation I myself sent declaration mail for my last working day as 24th September and also wrote that I am ready to compensate against my remaining notice period as per HR policy. I joined other organization on 27th September but my previous organization intentionally mentioned last working day as 2nd October

After getting relieving also I sent multiple mails for correction of date but didn't get any help

Please suggest what steps can be taken against my previous employer for this unethical behavior...( Udaipur, Rajasthan )","Dear Client,As per the rule you can get the interest till 3 year after the last payment and after three year it will be stopped. So you can claim for 3 year interest money from the bank after showing the relevant documents.Hope, it is helpful","The key legal issue here is whether you are entitled to interest on your EPF account for the years 2018 to 2020 after no contributions were made from 2015 to 2017. According to the Employees' Provident Fund Scheme, 1952, interest is typically credited only for three years after the last contribution, after which the account becomes inoperative and ceases to earn interest. Since the EPF office has stated that the interest for 2018 to 2020 was mistakenly credited, they are likely acting within the legal framework by not transferring it.

You cannot legally claim interest for the years 2018 to 2020 if the account was inoperative during that time. A concrete next step would be to file a grievance with the EPF Grievance Management System for a detailed explanation or seek a review of the calculation if you believe there was an error. Additionally, consulting with a labor law attorney could provide further guidance on any potential discrepancies in the EPF office's calculations.",19.7689,3.914,17.6851,20.1372,84.1461
44,"Dear Sir,

I was working with an institution in Mumbai and I had put my resignation in August 2020, as per my contract 30 days of notice period was finalized however due to excess work till September end and beyond that I worked as a consultant for them till end of November mutually agreeing 50% of my monthly salary to be compensated along with YTD sales commission at 1%, to be paid on my last working day. However until now they have not provided any compensation or settlement against the same hence I seek what best I can do. 

I have my resignation letter as proof, my last day announcement on WhatsApp by our director, Email confirmation about the compensation of 1%.

The compensation is around 4.6Lakhs and They still have not paid yet.( Jabalpur, Madhya Pradesh )",MEPS_26 → MEPS_40 → IDA_17B → EPF_12,MEPS_26 → MEPS_40 → IDA_17B → EPF_12 → wages → Industrial Disputes Act 1947 → leave → MEPS,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Hi,Serve them with legal notice and then file a civil money recovery suit against them.If you found this helpful, please rate us.","Under the Industrial Disputes Act, 1947, you are entitled to claim unpaid wages and compensation. Since you have documented evidence of the resignation, compensation agreement, and confirmation of terms, you can legally demand the outstanding amount. You can file a complaint with the Labour Commissioner in Madhya Pradesh to initiate proceedings for recovery of dues. Additionally, sending a formal legal notice to the institution demanding payment within a specified period can be an effective step. If these measures do not yield results, consider filing a suit for recovery of wages in the appropriate civil court.",19.7689,3.914,17.6851,20.1372,84.1461
45,"I'd joined the organization at 18 Oct 2016 with two years of service bond but because of so much work load, not personal satisfaction & got the better opportunity, I'd put the resignation on 19 Jul 2018 & served the three months of notice period. I'd lots of convinced to them for accept the resignation & relieving me via mail, call & face to face discussion & finally exited from the oragnization on 29 Oct 2018 after the not getting any positive sign from them. I've also completed my two years of service with organization.
They denied to relieve me because of put down resignation before completion of two years of service bond but as per clause mentioned in appointment letter, employee need to pay retention amount if leave/ resign from organization before completion two years & I've already paid retention amount to them but still manager regret to give relieving letter, retention amount & also not give last month salary to me. They treat me as a absconding case.
I have the resignation discussion proof.
So, please help me. What can I do for in such case( Pune, Maharashtra )",MEPS_26 → MEPS_40 → IDA_17B → EPF_12,MEPS_26 → MEPS_40 → IDA_17B → EPF_12 → wages → Industrial Disputes Act 1947 → notice_period → leave,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I resigned from the company and had cleared all the exit formalities also I have served the notice period, submitted all the assets and completed all the exit procedures. But during my Full and Final settlement company sent me recovery letter stating that I have to pay company dues for using the leaves benefit which the company has provided or else the legal action will be taken. Going through the company policy I found that there is no such line mentioned about leave recovery during the employee's exit. When I asked for clarification from the HR, there is no response from them regarding this. I have sent multiple reminders stating clarification but there is no response. What do I do in this case? How can I go legally in this matter since there is no reply from company's side?( Thane, Maharashtra )",If they are not agree or not accept Ur resignation then u can send thurgh speed post. And demand writin answer. In some specific day if not fullfil then u should deemed accept Ur resignation,"The primary legal issue here is the company's failure to provide a relieving letter and last month's salary despite fulfilling the service bond and paying the retention amount. Under the Industrial Disputes Act, 1947, if you are classified as a ""workman,"" you can file a complaint with the Labour Commissioner for wrongful withholding of dues and request intervention for the issuance of the relieving letter. If not classified as a ""workman,"" you may need to approach the Civil Court for recovery of dues and seek a declaratory judgment for the relieving letter. Collect all evidence of resignation discussions and payment of the retention amount to strengthen your case. Consider sending a legal notice to the employer demanding the relieving letter and unpaid salary before proceeding with legal action.",19.7689,3.914,17.6851,20.1372,84.1461
46,"Dear Sir/Maam, 
I left my company. My company (Jio-Mumbai) delivered a laptop to its branch office (Gorakhpur) near to my home, as i was working from home. After leaving the company, company is asking me to deliver it to different city (Lucknow) and refusing to pay for travel or for reverse courier pickup. Do I have to do what company is saying or can i say no and ask for courier pickup? What would be my legal right?
Note that i didn't sign any paper where it says that i have to return this laptop to a different city. Company is simply saying that it's their policy.( Gorkakhpur, Uttar Pradesh )",COMP_MA_10 → GST_46 → COMP_MA_23 → COMP_MA_16,COMP_MA_10 → GST_46 → COMP_MA_23 → COMP_MA_16 → COMP_MA → GST → GST_122A → GST_76,"Joined TCS Mumbai on 4th June 2021 as consultant with joining bonus. Due to profile mismatch, overtime, verbal harassment and no response from higher management, i resigned and sent an email on 3-Aug (within probation), requesting them to relieve on 31-Aug. They were delaying and asked me to contact this and that person. Later, by 7-Aug, they blocked my laptop access. I could not work within notice period. In offer letter, appointment letter, internal policy - notice period after probation or confirmation only mentioned.
I returned company laptop. Got my salary, variable pay too.
Now after 1.5 years- they have sent me legal notice asking recovery of bonus and 2 months shortfall basic salary, within a week- else legal action. ( No calls or emails- they had my old defunct hotmail ID).meanwhile, i shifted to different city twice, but my phone number was same. Never ever they called me. They used very bad language- ""you had fraudulent intentions to dupe company etc.""

Please advise.( Pune, Maharashtra )","I'm 23 &amp; worked as a Social media executive &amp; writer in a startup. My boss is making excuses and refusing to pay back the salary of around 4 months. It's been around 1 year and 10 months, even after several requests and pleas, he isn't paying the salary. Although it's not a big amount, it ranges between 45k-50k. But as a 23-year-old it's a big amount for me. I need my hard-earned money. Pls, advise what should I do? 

Note: It will be helpful if the suggestions are of not too much hassle and within my affordability.( Thane, Maharashtra )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Dear client, after the termination of employment there will be a cessation of relationship between you and the employer. It is your duty to return the employers assests after the termination of employment.","Under Indian Contract Law, specifically the principle of ""reasonable terms,"" you are not obligated to fulfill a request that was not part of your original employment agreement or any signed documentation. Since there is no written agreement requiring you to return the laptop to a different city, you can legally request that the company arrange for a courier pickup or cover the costs of returning the laptop. You should communicate this to the company in writing, clearly stating that you are willing to return the laptop but require them to either facilitate the pickup or reimburse the costs. If the company continues to insist on their policy without providing support, you may consider sending a formal legal notice through an advocate to resolve the issue amicably.",19.7689,3.914,17.6851,20.1372,84.1461
47,"I have a bond with my employer , now i want to break the bond and ready to pay the bond breakage fee also but employer is not responding & releasing( Bangalore, Karnataka )",MEPS_26 → MEPS_40,MEPS_26 → MEPS_40 → leave → MEPS → notice_period → retrenchment,"Widow daughter can get family pension of panchayat taj dept employees.( North 24 Parganas, West Bengal )","I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","My father worked as driver in KPTCL on 1994  he worked 5 days only then he will not reported to duty because of    he is suffering from health issue and then one year back 29/05/2018 my father is died  so that  we are eligible for taking job from compassionate ground or not . my father no given to resignation letter to department( Shimoga, Karnataka )","Hello,1. The company may not sue you if you break the bond as it will not be successful in recovering any money from you through court order.2 The company may send you a legal notice as part of their pressure tactics.3. You should resign only if you are Sure of another secure job without your originals and a reliving letter.4. Along with your Resignation letter ask the company to return your original certificate which are with them.5 No employer can force you to work or continue to be with them.6. First send a Resignation letter without any Notice period showing your personal reasons and in the letter ask them to return your Originals. Meet your boss in person and Submit the resignationIf you find this review helpful, please rate.Thank You","The primary legal issue is the enforceability of an employment bond under Indian Contract Law. According to Section 27 of the Indian Contract Act, 1872, any agreement in restraint of trade is void, but courts may enforce a bond if it is reasonable in terms of duration, geographical scope, and compensation. Since you are willing to pay the bond breakage fee, you are fulfilling your contractual obligation, and the employer's refusal to release you may be deemed unreasonable.

Legally, you can send a formal notice to your employer demanding release and stating your willingness to pay the fee. If the employer still does not respond, consider filing a suit for specific performance or seeking a declaratory judgment from the court to release you from the bond.",19.7689,3.914,17.6851,20.1372,84.1461
48,"I have SC verdict, HC Verdicts and favorable govt affidavit. Matter of Required edu candidates vs. Higher edu candidates(not have required edu) in TGT recruitment written notification.( East Delhi, Delhi )","Delhi Shops and Establishments Act, 1954 → govt_service → RPSR_11 → DSEA_48","Delhi Shops and Establishments Act, 1954 → govt_service → RPSR_11 → DSEA_48 → RPSR → RPSR_3213 → DSEA_34 → DSEA_5","In my graduation 3rd year marksheet my date of birth 21-jun-1993, seen 21-jun-1983 from distance, but actual it 21-jun-1993 when seen by lens, in 1993 third digit 9 is likely shaped birthday candel 9, and shape is likely 9,. Qr code represent 21-jun-1993 also. 
Please suggest me that ...should I do apply reprint in University or not? Is there any problem in govt job?( Bundi, Rajasthan )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","I am working in a Pvt Ltd Biotechnology company &amp; signed a bond for 5 years. But the work pressure &amp; environment is so toxic and painful. Even I am forced to work everyday approximately 10-12 hours which includes holidays &amp; weekly offs since 1.8 years. When I have resigned recently, they are not ready to relive me and asked me that they have trained me on work and I can's leave. However as a experienced person I haven't learned a single new thing from this organization whereas I have trained their fresher to work properly. What is the legal rights for me to sue the company and get relieve smoothly ?( Bhubaneswar, Orissa )","Dear ClientAs per the facts which have been provided, you can Approach an Advocate engaged in Service matters.Hope this clarifies your query and requirement.Thank you.","The most important legal point is that the Supreme Court (SC) and High Court (HC) verdicts, along with a favorable government affidavit, strongly support your position in the TGT recruitment matter. The legal issue here involves the eligibility criteria for recruitment, where candidates with higher education qualifications but lacking required specific qualifications are being considered. Under the principles of administrative law, government notifications and recruitment rules must be adhered to strictly, as upheld in cases like *State of Haryana v. Subash Chander Marwaha*.

You CAN use the SC and HC verdicts to challenge any recruitment decisions that contradict the written notification. You CANNOT assume that the presence of higher qualifications automatically fulfills the specific required criteria. Next steps: file a writ petition in the relevant High Court to enforce compliance with the recruitment notification and present the SC/HC verdicts and government affidavit as evidence.",19.7689,3.914,17.6851,20.1372,84.1461
49,"We have been working continuously for 10 years as a third party contractual worker in an organization under WB state government. But we don't get all the orders related to state government cobtractual salary increment or other benefits. Management says these orders are not for us. Our future is uncertain! What to do in this situation?( Kolkata, West Bengal )",MBA_10 → FA_79 → SPE_4 → MTW_24,MBA_10 → FA_79 → SPE_4 → MTW_24 → leave → Factories Act 1948 → SPE → wages,"I worked in Jbm auto gurgaon plant for 1 year 1 month, after that i got transfer to jbm pune plant and got different pf number and employee id, now i completed 4 years 2 months here. I want to end my contract now. 
Am i eligible for gratuity?( Pune, Maharashtra )","In my graduation 3rd year marksheet my date of birth 21-jun-1993, seen 21-jun-1983 from distance, but actual it 21-jun-1993 when seen by lens, in 1993 third digit 9 is likely shaped birthday candel 9, and shape is likely 9,. Qr code represent 21-jun-1993 also. 
Please suggest me that ...should I do apply reprint in University or not? Is there any problem in govt job?( Bundi, Rajasthan )","I work in travel Pvrt ltd company,  at the beginning of vivid our company owner stated to reduce the salary of staff to 50% from April 20 onwards but now he is not responding messages and calls and neither releasing any salary.  As confirmed from clients the work is started since starting of domestic airlines I. e.  May 2020. But now he is not responding me.( East Delhi, Delhi )","A.Dear Client,New service conditions for contract, casual, and daily-rated workers in West Bengal have been announced by the Finance Deptt, Audit Branch, Govt. of West Bengal vide office order No. 3998-F(P2) dated 15/07/2019 extending and ensuring effective use of public funds and enabling workersâ redeployment during restructuring or organization winding up including (1) To remain engaged in the same capacity until 60 years old, workers need to have served for ten years continuously with at least 240-day attendance combined from current and previous organizations. (2) They will receive new rates of remuneration, medical, and leave facilities, as well as enhanced remuneration and a terminal benefit of Rs. 3 lakhs on their 60th birthday based on their length of service. (3) There is an option for workers to opt out while misconduct can lead to termination of engagement. So, if the management/third-party employer refuses to implement the said order of the State Govt., then you all contractual workers collectively and jointly should make a complaint against the third-party contractor to the State Labour Labour Commissioner for redressal of your grievance.","Under the Contract Labour (Regulation and Abolition) Act, 1970, contract workers may not automatically receive the same benefits as direct employees unless specified in their contracts or applicable government orders. If the state government orders regarding salary increments and benefits apply to contractual workers and your employer is not complying, this could be a violation of the terms of employment. You can file a complaint with the Labour Commissioner in West Bengal for non-compliance with applicable orders. Additionally, consider sending a legal notice to your employer demanding compliance with the state orders. If the issue persists, you may need to approach the appropriate labour court for redress.",19.7689,3.914,17.6851,20.1372,84.1461
