question,answer
"Sh Vikram Singh wife and only son died after immediately retirement from irrigation department, Meerut UP.  He remarried and born a son.  He nominated both in service book and After death of sh vikram singh, new wife pension was sanctioned and paid.  After some time she got missing due to depression.

Minor child 09 years old got guardianship from court by elder sister.

Department is denying pension.

How he can deny????( Meerut, Uttar Pradesh )","Dear sir,Legally speaking a person's civil death will be deemed only 7 years from the date of missing of mother of minor child. Find out any circular to get pension."
"Husband has filed divorce on cruelty after I found he has emotional affair though he apologize for it.No hearing done till yet.Mediation was also failed.I dont want divorce.He forced me to leave house also after filing divorce.its been 8 months we are living separately.I filed DV case after 7 months no hearing done in this case also.I need suggestion Shall I continue with DV case or withdraw it I really want to save marriage I dont want to harrass them.What should I do pls advice.And if DV case continue hw much time it will take to finalize.( Pune, Maharashtra )","Hi,you and your husband can discuss the same and you may withdraw the cases to save your marriage."
"My wife responded me dt iam a cruel sadist and irresponsible person, it's very difficult to live under same roof,iam waiting for her since 3 yrs, I want to go for other marriage, is it applicable( Hyderabad, Telangana )",Get divorce then go for marriage.If my answer is helpful to you then please give my FIVE STAR
"My Father has a Property in Coimbatore and it requires to be registered in my name. My father is expired and mother is a bedpatient. We live in Chennai. Can i register the property in my name in any of the registration offices in Chennai? Is there a Possibility owing to my mother's situation.( Chennai, Tamil Nadu )","Dear Sir,If you get NOC from your bedridden mother and approach the concerned authorities then they may consider your family genealogy and if you are only the child to your parents then it will be registered in your name."
"How to dissolve the divorce(mutual consent) after its awarded in Karnataka?
Any website to check the Marriage Id if it's Married or Divorced. I know to track by MC number.
Boy was the petitioner.  Any legal issues if boy continues to live with girl without dissolving divorce they took.( Tumkur, Karnataka )","Hi,you can dissolve decree of divorce.You can re-marry your wife again.Along with that, you may go to high court and cancel decree of divorce mutually."
"Hi There,

I need a suggestion and help in my case.

Long back in 2006 I left India and a case was registered again me and my family. After a long battle case was in our favor but I didn't come because of fear.

Now I'm doing well and wants to come to India to set-up my business here. I need the OCI and for that I have sent the expired Indian passport to embassy. Later it was told that my passport was impounded by Gurgaon police. Now I'm not sure how could I proceed in this case.
Case is already closed but I was not there and that girl took the divorce and got married.
Questions:
1. How could I proceed this issue ?
2. How could I get the clearance from the local police (Gurgaon) so that I could get the OCI ?

Please suggest.
Regards,
Manu( Gurgaon, Haryana )","Hi client,How have you come to know about the case status of your past case? You immediately need to consult a lawyer  and apply for a certified copy and know the details of your case. Then your advocate will do the rest of your proceedings in the court and police station.Thank you"
"Dear sir/Madam

I am 41 year old women having 2 sister-in-law and in laws. I am taking care of my husband's parents since from last 18 years. Now from past 5 years i have lots of differences with my mother in law because of this I am in stress on daily basis. The property amoung 3 brothers has been divided 22 years back itself. 

initially i and my husband accepted that my inlaws will stay with us but they are not recognizing my effort of look after them. we told them if they are not ready to recognize us then stay parallelly with other two sons, for them this also not acceptable. My father in laws says that he born and brought up here so he wont leave his house (the house is mutated to my husband at the time of division). This created a lots of gap between my family and with in laws. Other two sons family are also not ready to take care their parent atleast for few months But they only tranfer money to his fathers account and evaded from the responsibilites of taking care of their parents

Because of these development I am facing lots of stress due this I am continously emotional pain in my heart area and I may fear it could escalate to other major problem. I consulted psychiatrist they have give the some medicines to control the stress but my real stress is caused because of my sister in law and their family who lure with money to my in laws.

Now I have taken lots of stress and lost lot of health because of this I am continuosly under moniter and homopathic medicine to maintain my body health. Becasue of my health condition i am my husband decided to move out of this house. 

We are facing this unnecessary problem because of I feel the conspiracy from all the members from all in laws now I want my compensation from the 2 sister in laws and their respective husband for the detirioted health and stress which i took from last 18 years. In contrary they enjoying their life without the responsibility of their inlaws 

can you please guide what me options I do have in law or in the National Commission for Women Act or in DVA or in Equal Remuneration Act

I am sharing my husbands phone number is registration feel free to share your number to him( Shimoga, Karnataka )","Hi,This is matter which needs to be amicably resolved by all the parties concerned. The law can help very little in particular situation. The parents have the absoulete right to stay wherever they want, you cannot force them out. You can ask your other relatives to take equal care of the parents. Or else, you can make complaint to the adjudicating authority in the Senior Citizens Act, to make the other relatives also responsible, but if your parents do not want to leave, then there is nothing much they can do as well.If you like my answer, please rate me."
"I would like to marry a girl who is a divorcee.. but her parents are not accepting because of caste issues.. her divorce decree is with her parents and not accepting us...please help me whether if I can deal with this without decree...?( Hyderabad, Telangana )",Obtain certified copy of decree from that court where she had divorce .
"I am 26 years old now. I have got engaged to a girl who as 18 years old now. Which is legal as of now. We are practicing Islam. This engagement has happened with the mutual acceptance of both of us and our families without any force by any means. Now the government is planning to increase the minimum age of marriage of a women from 18 to 21. We want to get married in a few months. What are the possibilities to make our marriage legal, even after the amendment bill has been passed in the parliament. Thanks in advance for everyone who is replying for my query.( Kanyakumari, Tamil Nadu )","If you got married prior to the passing of such amendment bill, then your marriage will be valid but if you marry after passing of that amendment bill, then the marriage will be voidable as per the terms and conditions of that amendment bill."
"meri patni bahut gussa wali hai house wife hai,har cchooti moti baat par wo mujhse jhagda karti hai aur hinsa par utaru ho jaati hai,kabhi gusssa me mujhse bhi kuch galat na ho jaye iske liye mujhe kya kya sawdhani baratani chaiye, maine pure ghar par camera lagwa diya hai taaki uski saari baate recording hoti rahe...mera ek beta hai 11 saal ka hai.sath me meri maa bhi rahti hai jiski bhi wo izzat nahi karti hai...aur unse bhi jhagda karti hai, uske bure bartaw ke chalte beta ka bhi school se complain aane laga hai..kya karu( Jamshedpur, Jharkhand )",Either to adjust or file divorce.If my answer is helpful to you then please give my FIVE STAR
"My sister is not giving my share from our parents property. Paresnts passed away in September 2023. Since then she is staying in that house without paying me 50% rent of that house.( Mumbai suburban, Maharashtra )","Dear Client,If your parents died intestate (without a will), then you and your sister are equally entitled to the property according to the law of inheritance. You can file a suit before the jurisdictional civil court and seek a partition decree or a declaration under Section 34 of the Specific Relief Act. If required, you can consult an advocate for advice and assistance in the matter.Hope it helps.Thank you."
"Sir Amaka ai bapare aktu help korun( Hooghly, West Bengal )",please write in English
"Having problem with my husband who is not earning and verbally physical abusing.i am working having girl baby who is 6 years old.staying In joint family, my baby is too attached to her grandmother so if I file divorce will she be with me( Cuddalore, Tamil Nadu )","Hi,You can file a complaint for domestic violence and seek divorce from your husband. You can claim maintenance and compensation from your husband. You can also go for judicial separation from your husband."
"My Mother's sister's daughter has secretly married to a guy who was his brother's friend. There were three persons present in the wedding my mother's sister,her daughter and her son. Somehow,I got to know about it. I have told my family and my family told another family. Now, they are aware that we were the first to reveal about the wedding.In my mother's sister family everyone is kind of freak(suicidal). Now, they are threatening us that if anything happens to their family members(related to any family member suicide) they will sue us.I have a government job that's why we are scare. What are precautions that can be taken before anything goes wrong. Please suggest me( Ranchi, Jharkhand )",Lodge a Police Complaint immediately.
"For Proving adultery are these sufficient for divorce :-  

1) His Whats app chat Export files mentioning visit to lodge  or extensive sexual message exchanges happening at late night hours   

2) A Notorised Affidavit done by spouse as confession and admission

3) A self handwritten letter confession letter of his extramarital relations 

4) Pics  of his girlfriend found on her mobile and email( East Delhi, Delhi )","Hi,Although the proofs you provided are adequate for proving adultery, it is necessary to remember that adultery is not a criminal offense so you can only seek a civil remedy, which is to divorce your partner and then seek alimony or maintenance.If you find this answer helpful, please rate my answer. Thank You."
"I got married 14 years before. my husband and I am a government employee. i have transferred a lot of money to our joint account (which is now closed). we have a joint flat in Noida . All payment has been made from joint account and loan for that flat . We have a joint locker, in which my all ornaments have been kept. next I have one flat in dehradun on my name and all payment of that flat is made by me solely through loan and my salary account. we have one daughter of 12 years.

As my husband always humiliate me, insult me and want my all money and create a lot of nonsense in front of our daughter, 3 months before,i leave my own house along with my all goods and shifted to a rented accommodation with my daughter. He is not agree to leave my house. I am still paying installment of my house. keys of our joint locker and flat in noida are with my husband.

he send me a draft divorce  petition through email. but when i demand for my house, he refused divorce and send me court notice under section 9 of family act.

my daughter and  I dont want to live with me. I am paying rent, installment of my house ,managing  our daily expense. I want to sell my house but my husband is living there. 
 Pl advice me what to do( Dehradun, Uttarakhand )",Restitution of conjugal rights if you can prove that your husband is harassing you you can get divorce and maintenance.coming to child custody as she is daughter she will stay with you till she attains majority.property part court may grant you any kind of relief either you may get half of the amount compared to market value or your husband have to pay you the rent till your daughter attains majority.
"Sir i know a  muslim woman who was divorced because she  could not bear a child. Now I want to know can she adopt a child and live as single parent( Pulwama, Jammu and Kashmir )","Dear client,Ideally, the Muslim personal law doesn't allow a single woman to adopt a child. However, you she do so under the Juvenile Justice Act, 2000. The JJ Act, 2000 is a secular law enabling any person, irrespective of the religion he professes, to take a child in adoption. It is akin to the Special Marriage Act 1954, which enables any person living in India to get married under that Act, irrespective of the religion he follows"
"Dear Sir 
My father has purchased a home in varanasi city on my elder brother name when he was minor or an age of less than 18 Years old 
It was late 1980
Since 2003 the property was on his name only 
After 2003 my mother transfered the property on her own name due to my elder brothers miss conducts in life
But before the registrate gift to my mother he took a mortgaged loan and original paper are in bank custody as mortgaged 
After few years when my mother came to know that my brother has been defaulters to the bank
Then I paid the loan and freed the property 
After that my mother has gifted the property to me 
Now I have transferred property in my name After my mother death 
Now one my sister claiming and sent a legal notice for her share in the property 
Since I have 6 brothers and 4 sisters all meried 
Father and mother both dead 
Is any legal obligation for me to share the property within my brothers and sister 
Kindly advise( Varanasi, Uttar Pradesh )","Dear Client,When your father bought the property in the name of your elder brother he will be considered a registered owner of the said property and until and unless a registered owner relinquishes his ownership right either by a registered deed of gift or deed of relinquishment, nobody can get the ownership of the said property. Now the question arises of how your mother acquired ownership of that property when your elder brother matured in the year 2003 in the absence of any deed of gift or relinquishment of right to said property. So, for a property having disputed title or ownership, a legal heir can raise his or her claim for a share in the said property following the law of succession or inheritance. If the claimant succeeds in proving that the donor has no title or ownership of the property gifted the same to others, the Court may pass an order cancelling the said deed of gift based on which you are claiming its ownership and pass an order in favour of legal heirs/claimant. A property bought by a person in the name of any family member having no independent source of income is considered as property of the family and all the legal heirs are entitled to an equal share in the said property. Reach out to an Advocate experienced in civil and property matters for guidance and steps."
"I am with my father's adoptation I need to go with my mother( Dindigul, Tamil Nadu )","Dear Sir,If you are major nobody can restrain you to stay with your mother otherwise your mother has to file permanent child custody case in family Court against your father.Rate me Five Star *"
"My age 21 my gf 18 we have same cast and surname My father and her father not brother and our mother not sister can we get marry and what can we do her perents not fille missing complain( Porbandar, Gujarat )","Dear Client,According to Section 5 of the Hindu Marriage Act marrying within your pinda i.e. Sapinda is prohibited as the child out of such relationships would have higher chances of genetic abnormalities. These prohibited relationships include anyone within five generations on the father's side and within three generations on the mother's side. However, the exception to these prohibited relationships is mentioned under Section 5(v) of the Act and states that if the established customs of the family permit individuals into the sapinda marriages, then such marriages would not be declared void. Further, running away from home will not aid in this situation, rather, it will lead to more complexities. Upon receipt of your missing complaint from your parents, the police officers will start to investigate the case and trace you with the help of available resources. Hence, tracing you, even though in a different state would not be a difficult task for the police. So, it is advisable to discuss the matter with your parents and resolve it amicably.Hope it helps.Thank you."
"Hi ,
my cousin got married. it was love marriage. her husband was so aggressive don even know how to control his anger in public place. he didnot go to any job and there is no proper earning as well.his dad has properties so he was sitting at his home , once she married she is also part of family. she is educated and working. they had boy who is 4 years old now. all these many years so many problems includes domestic violence too. she attempted suicide , god's grace she recovered and gave final chance to him again. but after two years after she was spending all her money to him tried to keep him happy he was not putting any effort to make her feel better. they had boy , all family members were asking her for second baby saying you are earning so  you can have one more kid. Please post your advice. she is still being in their home...( Pune, Maharashtra )","Hi,Protection of Women against Domestic Violence Act (2005) protects the rights of the women against domestic violence. She can resort to various grounds for divorce mentioned under the Hindu Marriage Act, 1956 to take a divorce from her husband or may file an FIR against him to get immediate help.If you found this helpful, please rate us.Thank you."
"My father and his brother purchased property in their father name but after demise of their father the property was transferred to my grandmother name but my father has 2 brothers and 3 sisters will they have right over the property ? Or can my grandmother make a will to distribute the property between my father and one of his brother who invested on the property will daughters of the deceased has rights on that property ? If he died before 2005( Bangalore, Karnataka )",Your case is different and you father and his brothers purchased the property in question from their own funds. Its a benami property in the name of their father. Grandmother can be stopped from making any further will and should be stopped otherwise matter would be more complicated.
"After death of my father I don't have got my share of money. what I do now?( Vadodara, Gujarat )","Dear Sir,You can file partition suit."
"I got divorce decree from family court and my wife appealed in high court within appeal period. I received notice. The stay petition is pending. So, can I marry again if stay petition is pending?",ou can marry immediately to save contempt and get it registered immediately and file a copy
"Me and my wife love each other very much. She doesn't like my mother. My father is doing domestic violence since childhood. So my mother is not willing to stay with my father and in current situation she stays with sister. I feel my responsibility towards her maintenance. Whenever me and my wife have disagreement on some family matter, she threatens to leave the house and has done many times so.My wife also sends msgs to my mother that she will put my mother and sister behind the bar. Eventually my wife's parent also threaten me the same. what should i do?( Bhubaneswar, Orissa )",Before doing any act just let your wife to know that what wrong she is committing through a legal notice.
"My mother's husband means my father has removed my mother name from nominee of fixed deposits of my father's account, and made nominee to his second daughter and he's is trying to make all his property to this second daughter even father have one more daughter and son, but he want to give everything to second daughter not to wife also, so what should we do now?( Mumbai, Maharashtra )","Hi,As it your father's own property, he can do with it as he pleases. However, he has a duty to support your mother and you. You can claim maintenance from him under Section 125 CrPC.If you found this helpful, please rate us."
"My extended family members are stating false accusation on me that is ""I HAVE STOLEN THE LEGAL DOCUMENTS OF MY GRANDMOTHER WHILE SHE WAS IN ICU AND HER SERVANT IS THE EYEWITNESS""   
i did not take any document and im clear about that. 

I want to know how to protect myself from this fake accusation.( Bangalore, Karnataka )","hi,you can file an FIR in the nearest police stating that you are innocent."
"My uncle is missing from 13 years and in my family no one has lodged a FIR for missing in this situation what to do?( Unnao, Uttar Pradesh )",13 years is a person presumed dead.but you can file missing complaint of uncle so police can investigate whether he went somewhere on his own or he is murdered.
"What can I do now? Shall I file the police complaint first?( Visakhapatnam, Andhra Pradesh )",If the cruelty is visible then keep the police station informed about it by submitting a GD. In case you are planning to go legal then you should consult a lawyer about the pros and cons of going legal and what all actions and relief you can think of.
"I applied for divorce and my wife is contesting it. Case is ongoing from last 3 years and i want to create my matrimony profile now. I saw few forums in the internet for advises from lawyers, few says there is no harm to create profile while others saying it is not advisable. In this context, I would like to understand how my wife will get benefited in the court, if my wife see my matrimony profile, though i mention true facts( Hyderabad, Telangana )","You can create your matrimony profile during the pendency of such proceedings there is no problem with that. However, you should not proceed further to marry someone until and unless you get divorced.Thanks"
"I am married in may'24. In sep'24, there is small issue between us, where both of our parents invloved and matter went till police station. Now, we are not applying for Divorce, but want to apply for Government Counselling. how we can apply for Government Counselling at Chennai.( Chennai, Tamil Nadu )","Dear Sir,In Family Courts there are family counseling centres and you may make use of such free litigation counseling centres by applying in the prescribed format."
"My father are 4 brothers and my father is youngest. My cousins(2nd uncle children) and one of my uncle(3rd uncle) recently built few more rooms on the top floor of the house for themselves. The ground floor and 2 rooms on top floor were previously built by my eldest uncle where all lived together. Now my cousins shifted their things on top floor except one room on ground floor which my father got in partition. They are asking my father to pay them 2 lakhs rupees to leave the room. They(cousins) built their rooms by self decision, no one asked or forced them. Since their construction started they never talked to my father about money and suddenly they're asking for money.
So do they actually have any right to ask money to my father for room which previously belonged to them and after partition belong to my father? That room was built by my eldest uncle.( Rohtas, Bihar )","Dear client, since your cousin has built the house by his own money he is entitled to recover that as compensation. However in case you didn't want to give him that amount you can file a civil suit against him."
"My son is neglecting me( Visakhapatnam, Andhra Pradesh )",The information provided is insufficient to help out. You may file a suit in court and get interim stay and safeguard your interest!
"I live with my father... My husband left me 25 years ago and i have a certificate of parityakta... Divorce is not done till date.. and i have no idea where he is.... I'm dependent on my father and right now he's no more with us so am i eligible for family pension.....( Ujjain, Madhya Pradesh )","Dear Madam,First get legal divorce by way of exparte divorce decree against your husband. First check whether you come within definition of dependent of your father as per the circulars issued by your state Government or defined by the Courts."
"Is there any basis on which i can file a case against my mother who left her both kids after her second marriage ? (Father's dead)( Patiala, Punjab )","You neither have disclosed age nor about property left by your deceased father.  What are the sources of your living? Is there someone taking care you at the present circumstance?  Legal positions cannot be answered without complete facts, as the answer will differ from one facts to other facts. Come up again with complete facts. We are here to assist you all times or you can approach Vidhikarya for allotting a lawyer."
"We are seperated for 27 months. I have a decree on Section 9. My wife filed a complaint on court for DV, in which she involved my married sister (She claimed that My sister beat her badly for dowry, when she went to her house with me. I have many photos to prove that she enjoyed the vacation a lot. I submitted the photos to the police station.)  also. Another is for 125 maintenance. what( Sagar, Madhya Pradesh )","Dear Sir,You can get stay on both the cases if you approach High Court, on technical grounds.I could have explained more if background is known to me. If background is made known in full then legal experts will be in position to understand correctly. Moreso, the background must be in brief.Please give me FIVE STAR if satisfied by my answers."
"My uncle has taken my mobile by force and I am not giving it since 2 days please help me( Pune, Maharashtra )","Why did he take your phone? Also, what's your age? Please properly state what has happened, and what you want to do or expect from a lawyer? Thanks"
"Hello, Its more than 6 yrs we are married. I have undergone IVF once but not successful. we are not able to have a child as he has got the problem. I wanted a family so wanted to adopt a child but my husband and in-laws are not agreeing for it.  about me - i am housewife and no source of income as 6 yrs of gap not able to find a suitable job. My husband - he is a engineer works for a MNC wanted to know what can be done about it.( Bangalore, Karnataka )",Not posible if your husband against it .
"I heard that there are some updates in the section 497 like making the law in a gender neutral manner or so on....so I would like to ask u. Is the case only be valid if both of the people in the sexual act are married?? What if the man is married and the woman is in unmarried?( Kochi, Kerala )","Dear Client,There were significant changes made to Section 497 of the Indian Penal Code (IPC). The Supreme Court of India, in its judgment in September 2018, declared Section 497 unconstitutional and struck it down. The court held that the provision was discriminatory as it only punished a man for adultery and not the woman involved.After this judgment, adultery is no longer a criminal offense in India, and the legal perspective has shifted towards personal matters rather than imposing criminal sanctions. The case is not valid if only one party is married; it applies to both married individuals involved in the act.Thankyou"
"1. Can I use spy app call records and messages for legal witness, which i got from my wife mobile( mobile and sim connection there in my name)?

2. After marriage, with in 6 months i found below issues( have spy proof for all below points)?
a. She had Love affair till marriage date, Now I don't know.
b. she was Trying to do vasikaranam on me 
c. Not showing sex internet.
d. Eye sight not mentioned before marriage, after marriage suddenly she is using 6 cylinder powerful Spectical glasses 
e. Height they mentioned 5.4feet in bio data, but she is only 5feet 
f. Looking like some Mental problem( Nellore, Andhra Pradesh )","Dear Sir,Right to Privacy is one of the basic right of any individual irrespective of gender.You can file divorce on other grounds on which the in laws had provided wrong information.Mental problem , eye sight problem has to be confirmed by the Specialist of Government Hospital.In case of concealment of the information by your in  laws or in case you have been deceived you will have an upper hand in the case.Shanti Ranjan BeheraAdvocate"
"1. What are the fundamental rights of mother over a property of one and only deceased son?

2. If a widow mother-in-law dosent have any income source and his daughter- in- law of deceased son dosent want to live with her and nor even she want to share pf, Gratuity, policy claim money of son with mother-in-law, in that case what are the rights of mother-in-law?( Thane, Maharashtra )","Hi,There is no fundamental right, the mother will however, have a right to succession.1. She can claim an equal share as other Class 1 legal heirs.2. As a legal heir, she can claim a portion of all these and any other amounts where she might have been named as the nominee.If you found this helpful, please rate us."
"I wanna get separated from my parents legally( Bangalore, Karnataka )","Dear Client,You have not mentioned your age in the query. There is no legal procedure for separation from parents. Option for separation for minors i.e, below 18 years of age, in cases of abuse, neglect, or exploitation, a minor can seek protection through Child Welfare Committees or the Juvenile Justice System. If one has attained the age of majority i.e. 18 years, he is free to leave his parental home. If your parents are not allowed,  you can take legal action against them but it is highly recommended to take them into confidence to resolve any issue that compels you to take such a harsh decision. You have not mentioned their age but they too can refuse to give you a share in their self-acquired property but not of ancestral property which you inherited by birth and they can claim for maintenance from you."
"i am a married girl my husband  beat me and force me physical i dont want to leave with him but my parents are forcing me to stay with him and not  said if i take divorce they will not allow me to come in their house. and now i dont want to leave with my parents and husband  i want to continue my exam and do job. can yoh please tell me what can u do( Barwani, Madhya Pradesh )","Dear Client,Please seek legal help or file a complain. You can find a menial job to sustain life without your parents and take care of your daily needs. Look for hostels, homes that provide housing facility. You can continue your exam preparation with a job to sustain your daily expenses."
"Have the Indian courts opened after the Covid 19 lockdown? I need to file my divorce case...( Delhi, Delhi )","Hi1) All urgent matters are continuing to be heard and we have filing petitions through e-filing in courts at Hyderabad.2)  Also Each High court has issued notifications for opening their sub-ordinate courts and you should check the website of the high court where you are residing/intend to file the case.3) Also, from June 15, 2020, almost 90% of all family courts will receive manual filing of petitions and you should contact your lawyer and ask him to file the divorce  petition4) For any urgent relief, you can always file through e-filing and also judges are hearing through video conference.Hope this information is useful"
"Hello, My father has inherited my grandmotherâs property. I want my share in that property. My mother has been witnessing domestic violence since last 25 years. She is not able to take her stand. So i want my share so that i can take my mother away. I donât want any family reputation to be hinder. Please guide me( Delhi, Delhi )",In such situations you will need to file partition suit
"As per karnataka HC new SOP for district courts, recording evidence is not permitted till further notification. Is there any other way O means for requesting court for considering my case as urgent for evidence recording( Dharwad, Karnataka )","Yes, you may approach the High Court and get special order on the basis of following circular.  Please give me Rank 5 if you feel my answer helped you========================================================Karnataka Case Flow Management Ruleshttp://www.judicialreforms.in/forums/showthread.php?tid=63SIMILAR RULES ARE FRAMED BY ALL THE HIGH COURTSthe Karnataka High Court has launched the Case Flow Management system.The Karnataka (Case Flow Management in Subordinate Courts) Rules 2005, as it is called, was gazetted by the State Government almost two years ago. Subsequently, the High Court framed the rules applicable to all suits and civil proceedings before the subordinate civil courts and tribunals.It divides cases into four tracks.Disposal in 9 months:In Track 1 the High court has included suits on maintenance, child custody, appointment of guardians and wards, visiting rights, letters of administration, succession certificate, recovery of rent and permanent injunction. All cases under this category will have to be disposed of within nine months.Disposal in 12 months:In Track 2, cases on execution, divorce and ejectment will have to be disposed of within 12 months.Disposal in 24 months:Cases to be disposed in 24 months relate to partition, declaration, specific performance, possession, mandatory injunction, appeals, damages, easements, trade marks, copy rights, patents and intellectual property rights.Disposal in 24 months:Cases that are not in any of the three categories are included in the fourth category and they too have to be disposed of in 24 months. The presiding officer, however, has the right to dispose of the case earlier.The rules prescribe a mandatory time limit for various court procedures such as issue of summons/notices. Proceedings shall indicate a maximum of 30 days for filing statement or objection from the date of service.The procedures for IAs and interim orders and reference to mediation, conciliation or Lok Adalat, appointment of commissioners for recording of evidence, proceedings for perjury, adjournment and even first appeals have also been spelt out.http://www.judicialreforms.in/forums/showthread.php?tid=63"
"Her Mom's and mine Common
          Great Great Grandfather
                          /            \
        My Great                  Her Mom's Great      
     Grandfather                    Grandfather
           |                                            |    
My grandfather               Her Mom's grandfather
           |                                            |
My father                         Her  Mom's Father
           |                                            | 
         Me                              Her Mom  {3rd Cousin's}
                                                        |           
                                                     She
Since my situation wasn't clear in my previous question, I am again posting this. Respected sir, kindly tell, Can I legally marry daughter of my 3rd cousin?
There is no such tradition in the family and our last hope is Legal ways, if allowed then we can get our parents ready.( Rewa, Madhya Pradesh )","Dear Sir,You can marry in this new World as no such instances are there. Such circumstances will arise only when concerned parents lodge a complaint with Police but it never happened. But, it may affect you scientifically.Rate me Five Star*"
"Sir, If a flat is owned by HUF in a co.op
Hsg. Society, has any coparcener of the HUF, other than KARTA, power to give possession of the flat to the REDEVELOPER/Society, without Karta's consent?( Ahmedabad, Gujarat )","Dear client,Hindu law places a stronger emphasis on alienations because, typically, neither the Karta nor any other coparceners have full authority to alienate the joint family property or his interest in the joint family property."
"Hi I'm 20 Female. My parents don't let me go outside I have no freedom. I want to move out and have no contact with my parents. My parents are abusive. I went to local police station with handwritten letter stating that I'm an adult female and I want to move out/run away without permission of my parents. The police said females even tho adult need permission of parents to move out/run away. Police threatened to call my father to police station. I begged them not to call. Police said if I runaway they will file missing persons FIR and bring me back to my parents. So how can I lawfully move out without parents permission ?( Bangalore, Karnataka )","Dear Client,If you are economically stable and able to lead your life independently then you can move out of the house. You cannot compel your parents to maintain you after moving out. However, no one can force you to stay in an abusive household. It would be difficult, if you move out of the house without informing your parents. Instead, in case of abuse by your parents, you can file a complaint to local police under Section 12 of the Protection of Women against Domestic Violence Act, 2005, or lodge a complaint online to the respective state NHRC. If required, you can consult a counselor or an advocate for advice on this matter.Hope it helps.Thank you."
